ID;Owner;Unit ID;Unit;Peripherals;BillingPeriod;Reporting Status;Show Until;Billing Group;Last Event Date;Monthly Fee;Bill To;Assigned To;Linked Mode;Paired GPS;Paired Camera;Billable;RMA;Unit Type;IMEI;Serial Number;Phone Number;Carrier;SIM #;VIN;License Plate;Static IP;Event;Last Contact On;Min;Server IP;Server Port;Last Event Address;Modem;Inv #;Status;Last Service Paid Until;Service Paid Until;Assigned to Company;IFTA;History Months;Comments;Warranty Expires;Script;JBOX Profile;Contract Type;Subscription;Firmware
1094372;Renting;0V9R;TWF46F;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102898975;1363188253;9101137939;MOVISTAR CO;8957123112214854430;;TWF46F;;Parked;26/12/2025;0;3.231.161.53;10534;Carrera 19A Sur , Ibagué. Tolima. 730005;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/23/2023 6:28:27 PM;N;3;;12/15/2023 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1064587;Renting;0A7O;TUZ64G;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574042432992;S2-M007693-4438;9103421158;Claro CO;57101602303750996;;TUZ64G;;Parked;26/12/2025;0;3.231.161.53;10613;Cl68a 87-28, Bogota, Cundinamarca, Colombia, . .;3G;266188;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;8/26/2024 4:53:08 PM;N;3;;6/19/2019 12:00:00 AM;;;;;
1097006;Renting;0XAV;TUA49G;;Monthly;;;;18/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102770406;1363187414;9101156487;MOVISTAR CO;8957123112215162411;;TUA49G;;Travel Stop;18/12/2025;0;3.231.161.53;10534;Cl66 46a-54, Villavicencio, Meta, Colombia, . .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;9/5/2023 9:09:11 AM;N;3;;5/11/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_AWS_10700;;;;
1096829;Renting;0X5Y;TUA48G;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102950487;1363188706;9101168094;MOVISTAR CO;8957123112215162601;;TUA48G;;Parked;26/12/2025;0;3.231.161.53;10530;Cl 35 / Av Catama #18-1 a 18-131, Villavicencio, Villavicencio, Meta, Colombia. 500002;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;9/20/2023 11:35:59 AM;N;3;;5/9/2024 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1108862;Renting;18SO;TTO418;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574042794508;S2-M007693-18SO;9103456029;Claro CO;89571015020113165687;;TTO418;;Parked;26/12/2025;0;3.231.161.53;10613;Kr38a 10-88, Cali, Valle Cauca, . Vca.;3G;314153;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/27/2025 9:11:14 AM;N;3;;3/4/2026 12:00:00 AM;;;;;
1095110;Renting;0VU8;TMX81F;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102053688;1363185911;9101163740;MOVISTAR CO;8957123112215160381;;TMX81F;;Ignition OFF;26/12/2025;0;3.231.161.53;10534;Cl82a 44-26, Medellin, Antioquia, Colombia, . .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/17/2023 10:12:34 AM;N;3;;2/2/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1095254;Renting;0VY8;TMX75F;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;354514101457457;1363186324;9101140645;MOVISTAR CO;8957123112215168269;9GFJCJLJ5NHF12181;TMX75F;;Parked;26/12/2025;0;3.231.161.53;10430;Cl. 80 #65 - 81, El Progreso, Medellín, Castilla, Medellín, Antioquia, Colombia. 050040;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;2/25/2023 2:23:40 PM;N;3;;2/8/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1095231;Renting;0VXL;TMX74F;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102092603;1363186219;9101138756;MOVISTAR CO;8957123112215168772;9GFJCJL1NHG12195;TMX74F;;Ignition OFF;26/12/2025;0;3.231.161.53;10430;Kr48 51-13, Copacabana, Antioquia, Colombia, . .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/4/2023 9:45:35 AM;N;3;;2/7/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1095207;Renting;0VWX;TMX73F;;Monthly;;;;3/05/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102092629;1363186198;9101148460;MOVISTAR CO;8957123112215160787;;TMX73F;;Parked;3/05/2025;0;3.231.161.53;10430;Cl75b 36-49, Medellin, Antioquia, Colombia, . .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;4/13/2023 9:30:35 AM;N;3;;2/6/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1095077;Renting;0VTB;TMX72F;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;354514101464842;1363185559;9101057096;MOVISTAR CO;8957123112215161603;9GFJCJLJ2NHF12185;TMX72F;;Drive;26/12/2025;0;3.231.161.53;10534;Kr23 102-49, Medellin, Antioquia, Colombia, . .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/6/2023 5:00:08 PM;N;3;;1/31/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1095094;Renting;0VTS;TMV79G;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574042453766;S2-M007693-0VTS;9103452291;Claro CO;57101602303735617;;TMV79G;;Drive;26/12/2025;0;3.231.161.53;10613;Cl10 2b-49, La Calera, Cundinamarca, Colombia, . .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;9/15/2023 5:32:19 PM;N;3;;1/31/2024 12:00:00 AM;;;;;
1085437;Renting;0ODK;TLK370;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000;865640064549048;4675341008;9104040323;Claro CO;89571015020060980138;;TLK370;172.27.73.71;Parked;26/12/2025;0;3.231.161.53;10612;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166 , Bogotá. Bogotá. 110131;3G;294456;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;5/16/2024 9:34:40 AM;N;3;;7/27/2022 12:00:00 AM;TSO_2630_FLS_ES2_BIN_iButton_AWS_10710;;;;
1108988;Renting;18W9;TJV355;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;359369090563814;1363115123;9101345989;MOVISTAR CO;8957123112215381524;;TJV355;;Parked;26/12/2025;0;3.231.161.53;10534;Cra 28b # 1-63, Omar Torrijos, Cali, Valle del Cauca, Colombia. 760015;3G;314153;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/21/2025 9:10:06 AM;N;3;;3/4/2026 12:00:00 AM;;;;;
1092329;Renting;0TP0;TJR353;;Monthly;;;;26/12/2025;29000;PROYECTOS DE INGENIERIA SA PROING SA;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102530065;4764417080;9104054162;Claro CO;89571016023075938256;1HTWBAANXEH792464;TJR353;;Parked;26/12/2025;0;3.231.161.53;10530;Cl172a 21a-77, Bogota, Cundinamarca, Colombia, . .;;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;9/4/2022 5:03:24 PM;N;3;;9/1/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1093062;Renting;0U9D;TJR352;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102171209;4764415017;9103976947;Claro CO;89571016023121574790;3HAMMAAN6FL126201;TJR352;;Idle Alert;26/12/2025;0;3.231.161.53;10534;Cl. 19 #9-81 a 9-127, Ibagué, Ibagué, Tolima, Colombia. 730001;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;11/13/2022 12:35:04 PM;N;3;;10/14/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1092579;Renting;0TVY;TJR351;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102766875;1363187888;9103407462;Claro CO;89571016021086993294;3HAMMAAN4FL126200;TJR351;;Power OFF;26/12/2025;0;3.231.161.53;10430;CH8X+8H Candelaria, Valle del Cauca, Colombia.;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/24/2022 9:31:28 PM;N;3;;9/26/2023 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1092333;Renting;0TP4;TJR349;;Monthly;;;;14/10/2025;29000;PROYECTOS DE INGENIERIA SA PROING SA;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102461642;4764417087;9104054159;Claro CO;89571016023075938223;3HAMMAAN1FL126199;TJR349;;Parked;14/10/2025;0;3.231.161.53;10530;Kr9 49-56, Cali, Valle Cauca, Colombia, . .;;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;9/4/2022 5:02:20 PM;N;3;;9/1/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1095990;Renting;0WIN;TJR327;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574041327060;S2-M006820-0WIN;9104050392;Claro CO;57101602312161899;;TJR327;;Parked;26/12/2025;0;3.231.161.53;10613;South America, Usaquén, Cundinamarca.;3G;306263;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;5/2/2023 3:42:25 PM;N;3;;3/31/2024 12:00:00 AM;;;;;
1092906;Renting;0U51;TJR326;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102508343;4764414652;9103978260;Claro CO;89571016023121576225;3HAMMAAN4EL495766;TJR326;;Parked;26/12/2025;0;3.231.161.53;10430;South America, Tolima, .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/22/2022 6:11:21 AM;N;3;;10/13/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1093910;Renting;0UWX;TJR321;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102892580;1363189571;9101176038;MOVISTAR CO;8957123112215341080;3HAMMAAN6EL789069;TJR321;;Parked;26/12/2025;0;3.231.161.53;10430;Km 16 Vía Espinal Complejo Agroindustrial Cafetero, Ibagué, Tolima, Colombia. 730005;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;12/4/2022 9:36:56 AM;N;3;;11/23/2023 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1097293;Renting;0XIU;TJR320;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574042406517;S2-M007693-0XIU;9104052960;Claro CO;57101602312162581;;TJR320;;Parked;26/12/2025;0;3.231.161.53;10613;Cl68a 87-32, Bogota, Cundinamarca, Colombia, . .;3G;307140;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;9/16/2023 10:15:31 AM;N;3;;5/11/2024 12:00:00 AM;;;;;
1093032;Renting;0U8J;TJR314;;Monthly;;;;14/11/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102169922;4764413955;9103979447;Claro CO;89571016023121576399;1FVACXDT9EHFL2307;TJR314;;Parked;14/11/2025;0;3.231.161.53;10430;Kr32 12-88, Yumbo, Valle Cauca, Colombia, . .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/22/2022 5:43:38 AM;N;3;;10/13/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1092321;Renting;0TOS;TJR263;;Monthly;;;;12/12/2025;29000;PROYECTOS DE INGENIERIA SA PROING SA;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102530636;4764417960;9104054154;Claro CO;89571016023075938173;1HTWBAANXDJ170549;TJR263;;Travel Start;12/12/2025;0;3.231.161.53;10534;Av Ciudad De Cali 52a-60, Bogota, Cundinamarca, .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;9/4/2022 5:36:37 PM;N;3;;9/1/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1092376;Renting;0TQB;TJR262;;Monthly;;;;12/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102530693;4764418122;9104054184;Claro CO;89571016023075938785;1HTWBAAN8DJ170498;TJR262;;Parked;12/12/2025;0;3.231.161.53;10430;Kr37-34, Cali, Valle Cauca, Colombia, . .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;9/12/2022 7:43:52 AM;N;3;;9/5/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1088460;Renting;0QPJ;TJR261;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574042446265;S2-M007693-N453;9103413672;Claro CO;57101602303751014;;TJR261;;Parked;26/12/2025;0;3.231.161.53;10613;Cl153 6-52, Bogota, Cundinamarca, Colombia, . .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;9/16/2023 11:35:07 AM;N;3;;2/18/2023 12:00:00 AM;;;;;
1109256;Renting;19CP;TJR260 VF;;Monthly;;;;25/12/2025;240000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;VidFleet 4K;6B31117P;6B31117P;3178731730;MOVISTAR CO;8957123112211416050;;TJR260;;Parked;25/12/2025;0;3.231.161.53;-1;Cl. 153a # 6-51, Usaquén, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia. 110131;LTE;314153;Active;5/16/2025 12:00:00 AM;6/14/2025 12:00:00 AM;5/16/2025 10:41:17 PM;N;3;;3/4/2026 12:00:00 AM;;;;;SAXHORN_V1C-3.18.1115
1041986;Renting;791B;TJR260;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV300W;863457051933834;S2-M005697-791B;9103386461;Claro CO;57101602502492300;;TJR260;;Parked;26/12/2025;0;3.231.161.53;10615;Cl. 153a #6-51, Bogotá, Colombia, . 110131;3G;244575;Active;10/21/2023 12:00:00 AM;11/19/2023 12:00:00 AM;10/21/2023 7:51:53 PM;N;3;;4/10/2018 12:00:00 AM;;;;;
1029653;Renting;354E;TJR259;Temp. Sensor,;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;354514101198671;4764401765;9103385230;Claro CO;89571016022057257545;;TJR259;;Travel Start;26/12/2025;0;3.231.161.53;10530;Cl170 54a-37, Bogota, Cundinamarca, .;3G;SF200949;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;5/23/2024 8:45:41 PM;N;3;;1/17/2015 12:00:00 AM;;;;;G602.06.84KX 08:04:46 JUL 21 2014
1094967;Renting;0VQ9;TJR257;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;354514101458976;1363185811;9101196875;MOVISTAR CO;8957123112215162155;;TJR257;;Idle Alert;26/12/2025;0;3.231.161.53;10530;Cl. 16 B, Mariquita, Tolima, Colombia. 732020;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/16/2023 4:57:52 PM;N;3;;1/27/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1095731;Renting;0WBG;TJR253;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574042033873;S2-M007693-0WBG;9104051670;Claro CO;57101602312162542;;TJR253;;Idle - Stop;26/12/2025;0;3.231.161.53;10613;Av 55, Tocancipa, Cundinamarca, Colombia, . .;3G;306263;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;9/16/2023 11:19:15 AM;N;3;;3/31/2024 12:00:00 AM;;;;;
1092605;Renting;0TWO;TJR252;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102766768;1363187841;9103382742;Claro CO;89571015021078193904;3HAMMAAN0DL169025;TJR252;;Parked;26/12/2025;0;3.231.161.53;10430;Kr87 68a-36, Bogota, Cundinamarca, Colombia, . .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;9/30/2022 8:01:57 AM;N;3;;9/28/2023 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1092358;Renting;0TPT;TJR209;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55;868574042447420;S2-M007693-0ZK3;9103431054;Claro CO;57101602303750929;3HAMMAAN2EL789067;TJR209;;Idle - Stop;26/12/2025;0;3.231.161.53;10613;Av 4 32an-34, Cali, Valle Cauca, . Vca.;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;9/10/2022 8:27:56 PM;N;3;;9/5/2023 12:00:00 AM;;;;;
1094946;Renting;0VPO;TJR174;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;354514101462382;1363185815;9101168358;MOVISTAR CO;8957123112215161843;;TJR174;;Parked;26/12/2025;0;3.231.161.53;10534;Kr18 34-80, Villavicencio, Meta, Colombia, . .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/17/2023 4:09:54 PM;N;3;;1/26/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_AWS_10700;;;;
1103571;Renting;13HF;TFO555;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574042785662;S2-M007693-13HF;9103544925;Claro CO;57101602308330906;;TFO555;;Parked;26/12/2025;0;3.231.161.53;10613;Cl. 4 #6-69, Mariquita, Tolima, Colombia. 732020;3G;311360;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;7/31/2024 9:16:49 AM;N;3;;4/12/2025 12:00:00 AM;;;;;
1095146;Renting;0VV8;SZM660;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102101636;1363185180;9101138748;MOVISTAR CO;8957123112215160266;3ALHCYC51EDFR1161;SZM660;;Parked;26/12/2025;0;3.231.161.53;10430;Kr45 26-86, Bello, Antioquia, Colombia, . .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;2/25/2023 11:21:02 AM;N;3;;2/2/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1076489;Renting;0JDR;SXJ938;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574042448782;S2-M007693-0JDR;9103417477;Claro CO;57101602303750970;;SXJ938;;Parked;26/12/2025;0;3.231.161.53;10613;Cl. 13 #31a-234 a 31a-406, Yumbo, La Cartufa, Yumbo, Valle del Cauca, Colombia. 760502;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;10/2/2023 2:19:01 PM;N;3;;2/4/2021 12:00:00 AM;;;;;
1105049;Renting;14TP;SXJ916 VF;;Monthly;;;DEMO;26/11/2025;240000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;VidFleet 4K;6B301GQ6;6B301GQ6;3176926173;MOVISTAR CO;123112211416381;;UYT795;;Ignition OFF;26/11/2025;0;3.231.161.53;-1;Av. 4 Nte. #46, San Vicente, Cali, Valle del Cauca, Colombia. 760046;LTE;--;Active;2/25/2025 12:00:00 AM;3/26/2025 12:00:00 AM;2/25/2025 3:22:24 PM;N;3;;7/29/2025 12:00:00 AM;;;;;SAXHORN_V1C-3.16.1077
1097250;Renting;0XHN;SXJ916;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574042402417;S2-M007693-0XHN;9104052908;Claro CO;57101602312162624;;SXJ916;;Drive;26/12/2025;0;3.231.161.53;10613;Km 213 de la vía Dorada - Sabana de Torres, , Santander, . .;3G;307140;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;8/1/2023 10:00:58 AM;N;3;;5/11/2024 12:00:00 AM;;;;;
1099916;Renting;0ZJO;SXJ902;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574042659479;S2-M007693-0ZJO;9103454802;Claro CO;57101602502492288;;SXJ902;;Parked;26/12/2025;0;3.231.161.53;10613;Km 8 de la vía Buenos Aires - Picalena, , Tolima, Colombia, . .;3G;309311;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;11/23/2023 12:12:04 PM;N;3;;9/19/2024 12:00:00 AM;;;;;
1095976;Renting;0WI9;SXJ881;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574041279170;S2-M006820-0WI9;9104044150;Claro CO;57101602312162051;;SXJ881;;Parked;26/12/2025;0;3.231.161.53;10613;Cl11 30-60, Yumbo, Valle Cauca, Colombia, . .;3G;306263;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;4/28/2023 3:12:31 PM;N;3;;3/31/2024 12:00:00 AM;;;;;
1092324;Renting;0TOV;SXJ673;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102270514;4764414329;9103979481;Claro CO;89571016023121576738;9F3MCP3H8M3105035;SXJ673;;Travel Start;26/12/2025;0;3.231.161.53;10534;Av Boyaca 3a, Bogota, Cundinamarca, .;3G;--;Active;9/3/2022 12:00:00 AM;10/2/2022 12:00:00 AM;9/3/2022 2:39:20 AM;N;3;;9/1/2023 12:00:00 AM;;;;;
1092322;Renting;0TOT;SXJ672;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;354514101577874;4764417964;9104054155;Claro CO;89571016023075938181;9F3MCP3H4M3105033;SXJ672;;Parked;26/12/2025;0;3.231.161.53;10430;Kr6 153a, Bogota, Cundinamarca, Colombia, . .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;9/4/2022 10:49:50 PM;N;3;;9/1/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1092320;Renting;0TOR;SXJ670;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102524712;4764417090;9104054153;Claro CO;89571016023075938165;9F3MCP3H6M3105034;SXJ670;;Parked;26/12/2025;0;3.231.161.53;10534;16b14 Calle 166 , Bogotá. Bogotá. 110131;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;9/3/2022 2:01:16 PM;N;3;;9/1/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1092362;Renting;0TPX;SXJ544;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102258196;4764416896;9104054208;Claro CO;89571016023075938660;LVBV4PBB4JE002147;SXJ544;;Parked;26/12/2025;0;3.231.161.53;10530;Kr37-37, Cali, Valle Cauca, Colombia, . .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;9/9/2022 3:46:34 PM;N;3;;9/5/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1094207;Renting;0V56;SXJ472;;Monthly;;;;26/12/2025;29000;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102794547;1363189838;9101141842;MOVISTAR CO;8957123112214854364;3HAMMMMR6HL464975;SXJ472;;Parked;26/12/2025;0;3.231.161.53;10534;Kr7 153-49, Bogota, Cundinamarca, Colombia, . .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;12/25/2022 12:40:03 AM;N;3;;12/13/2023 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
