Message;Status
+RESP:GTFRI,500501,868574042447461,,,10,1,1,74.5,173,24.4,-75.411330,10.462338,20250707150531,0732,0101,3ACA,BBDB33B,04,12,58681.0,04776:15:08,,,100,220100,,,,20250707150534,1F65$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C37342E352C3137332C32342E342C2D37352E3431313333302C31302E3436323333382C32303235303730373135303533312C303733322C303130312C334143412C424244423333422C30342C31322C35383638312E302C30343737363A31353A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135303533342C3146363524
+RESP:GTFRI,500501,868574042447461,,,10,1,1,80.6,202,21.7,-75.413476,10.452184,20250707150631,0732,0101,3ACA,BBDB33B,04,12,58682.2,04776:16:08,,,100,220100,,,,20250707150634,1F66$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C38302E362C3230322C32312E372C2D37352E3431333437362C31302E3435323138342C32303235303730373135303633312C303733322C303130312C334143412C424244423333422C30342C31322C35383638322E322C30343737363A31363A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135303633342C3146363624
+RESP:GTFRI,500501,868574042447461,,,10,1,1,71.4,192,23.6,-75.415550,10.441498,20250707150731,0732,0101,3ACA,BBDB33B,04,12,58683.4,04776:17:08,,,100,220100,,,,20250707150734,1F67$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C37312E342C3139322C32332E362C2D37352E3431353535302C31302E3434313439382C32303235303730373135303733312C303733322C303130312C334143412C424244423333422C30342C31322C35383638332E342C30343737363A31373A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135303733342C3146363724
+RESP:GTFRI,500501,868574042447461,,,10,1,1,82.3,211,19.2,-75.420656,10.431661,20250707150831,0732,0101,3ACA,BBDB33B,04,12,58684.7,04776:18:08,,,100,220100,,,,20250707150834,1F68$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C38322E332C3231312C31392E322C2D37352E3432303635362C31302E3433313636312C32303235303730373135303833312C303733322C303130312C334143412C424244423333422C30342C31322C35383638342E372C30343737363A31383A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135303833342C3146363824
+RESP:GTFRI,500501,868574042447461,,,10,1,1,82.3,211,19.2,-75.420656,10.431661,20250707150831,0732,0101,3ACA,BBDB33B,04,12,58684.7,04776:18:08,,,100,220100,,,,20250707150834,1F68$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C38322E332C3231312C31392E322C2D37352E3432303635362C31302E3433313636312C32303235303730373135303833312C303733322C303130312C334143412C424244423333422C30342C31322C35383638342E372C30343737363A31383A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135303833342C3146363824
+RESP:GTFRI,500501,868574042447461,,,10,1,1,82.3,211,19.2,-75.420656,10.431661,20250707150831,0732,0101,3ACA,BBDB33B,04,12,58684.7,04776:18:08,,,100,220100,,,,20250707150834,1F68$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C38322E332C3231312C31392E322C2D37352E3432303635362C31302E3433313636312C32303235303730373135303833312C303733322C303130312C334143412C424244423333422C30342C31322C35383638342E372C30343737363A31383A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135303833342C3146363824
+RESP:GTFRI,500501,868574042447461,,,10,1,1,82.3,211,19.2,-75.420656,10.431661,20250707150831,0732,0101,3ACA,BBDB33B,04,12,58684.7,04776:18:08,,,100,220100,,,,20250707150834,1F68$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C38322E332C3231312C31392E322C2D37352E3432303635362C31302E3433313636312C32303235303730373135303833312C303733322C303130312C334143412C424244423333422C30342C31322C35383638342E372C30343737363A31383A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135303833342C3146363824
+RESP:GTFRI,500501,868574042447461,,,10,1,1,82.3,211,19.2,-75.420656,10.431661,20250707150831,0732,0101,3ACA,BBDB33B,04,12,58684.7,04776:18:08,,,100,220100,,,,20250707150834,1F68$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C38322E332C3231312C31392E322C2D37352E3432303635362C31302E3433313636312C32303235303730373135303833312C303733322C303130312C334143412C424244423333422C30342C31322C35383638342E372C30343737363A31383A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135303833342C3146363824
+RESP:GTFRI,500501,868574042447461,,,11,1,1,68.8,250,18.7,-75.426816,10.424058,20250707150925,,,,,04,12,58685.7,04776:18:58,,,100,220100,,,,20250707150925,1F69$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31312C312C312C36382E382C3235302C31382E372C2D37352E3432363831362C31302E3432343035382C32303235303730373135303932352C2C2C2C2C30342C31322C35383638352E372C30343737363A31383A35382C2C2C3130302C3232303130302C2C2C2C32303235303730373135303932352C3146363924
+RESP:GTFRI,500501,868574042447461,,,10,1,1,69.0,245,19.3,-75.427810,10.423726,20250707150931,0732,0101,3ACA,BBDB1EF,04,12,58685.9,04776:19:08,,,100,220100,,,,20250707150934,1F6A$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C36392E302C3234352C31392E332C2D37352E3432373831302C31302E3432333732362C32303235303730373135303933312C303733322C303130312C334143412C424244423145462C30342C31322C35383638352E392C30343737363A31393A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135303933342C3146364124
+RESP:GTFRI,500501,868574042447461,,,10,1,1,77.2,238,16.5,-75.437358,10.416829,20250707151031,0732,0101,3AB6,BBAD283,04,12,58687.2,04776:20:08,,,100,220100,,,,20250707151034,1F6B$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C37372E322C3233382C31362E352C2D37352E3433373335382C31302E3431363832392C32303235303730373135313033312C303733322C303130312C334142362C424241443238332C30342C31322C35383638372E322C30343737363A32303A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135313033342C3146364224
+RESP:GTFRI,500501,868574042447461,,,10,1,1,55.3,234,12.3,-75.444116,10.411547,20250707151132,0732,0101,3AB6,BBAD284,04,12,58688.1,04776:21:08,,,100,220100,,,,20250707151134,1F6C$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C35352E332C3233342C31322E332C2D37352E3434343131362C31302E3431313534372C32303235303730373135313133322C303733322C303130312C334142362C424241443238342C30342C31322C35383638382E312C30343737363A32313A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135313133342C3146364324
+RESP:GTFRI,500501,868574042447461,,,10,1,1,35.3,254,6.7,-75.448637,10.407663,20250707151232,0732,0101,3AB6,BBA39A9,04,12,58688.8,04776:22:08,,,100,220100,,,,20250707151234,1F6D$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C33352E332C3235342C362E372C2D37352E3434383633372C31302E3430373636332C32303235303730373135313233322C303733322C303130312C334142362C424241333941392C30342C31322C35383638382E382C30343737363A32323A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135313233342C3146364424
+RESP:GTFRI,500501,868574042447461,,,10,1,1,30.9,247,10.8,-75.452984,10.406045,20250707151332,0732,0101,3AB6,BBACE23,04,12,58689.3,04776:23:08,,,100,220100,,,,20250707151335,1F6E$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C33302E392C3234372C31302E382C2D37352E3435323938342C31302E3430363034352C32303235303730373135313333322C303733322C303130312C334142362C424241434532332C30342C31322C35383638392E332C30343737363A32333A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135313333352C3146364524
+RESP:GTFRI,500501,868574042447461,,,10,1,1,13.5,242,9.0,-75.456002,10.404527,20250707151432,0732,0101,3AB6,BBACE23,04,12,58689.7,04776:24:08,,,100,220100,,,,20250707151435,1F6F$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C31332E352C3234322C392E302C2D37352E3435363030322C31302E3430343532372C32303235303730373135313433322C303733322C303130312C334142362C424241434532332C30342C31322C35383638392E372C30343737363A32343A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135313433352C3146364624
+RESP:GTFRI,500501,868574042447461,,,10,1,1,25.3,243,9.4,-75.457759,10.403611,20250707151532,0732,0101,3AB6,BBACE24,04,12,58689.9,04776:25:08,,,100,220100,,,,20250707151535,1F70$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C32352E332C3234332C392E342C2D37352E3435373735392C31302E3430333631312C32303235303730373135313533322C303733322C303130312C334142362C424241434532342C30342C31322C35383638392E392C30343737363A32353A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135313533352C3146373024
+RESP:GTFRI,500501,868574042447461,,,10,1,1,0.0,243,13.3,-75.459721,10.402613,20250707151632,0732,0101,3AB6,BBA3E12,04,12,58690.1,04776:26:08,,,100,220100,,,,20250707151635,1F71$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C302E302C3234332C31332E332C2D37352E3435393732312C31302E3430323631332C32303235303730373135313633322C303733322C303130312C334142362C424241334531322C30342C31322C35383639302E312C30343737363A32363A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135313633352C3146373124
+RESP:GTFRI,500501,868574042447461,,,10,1,1,0.0,268,14.6,-75.460704,10.402254,20250707151732,0732,0101,3AB6,BBA3E12,04,12,58690.2,04776:27:08,,,100,220100,,,,20250707151735,1F72$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C302E302C3236382C31342E362C2D37352E3436303730342C31302E3430323235342C32303235303730373135313733322C303733322C303130312C334142362C424241334531322C30342C31322C35383639302E322C30343737363A32373A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135313733352C3146373224
+RESP:GTSTT,500501,868574042447461,,21,0,0.0,268,14.6,-75.460704,10.402254,20250707151738,0732,0101,3AB6,BBA3E12,06,210100,12,20250707151740,1F73$;0x2B524553503A47545354542C3530303530312C3836383537343034323434373436312C2C32312C302C302E302C3236382C31342E362C2D37352E3436303730342C31302E3430323235342C32303235303730373135313733382C303733322C303130312C334142362C424241334531322C30362C3231303130302C31322C32303235303730373135313734302C3146373324
+RESP:GTFRI,500501,868574042447461,,,10,1,1,0.0,268,14.6,-75.460704,10.402254,20250707151832,0732,0101,3AB6,BBA3E12,04,12,58690.2,04776:28:08,,,100,210100,,,,20250707151835,1F74$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C302E302C3236382C31342E362C2D37352E3436303730342C31302E3430323235342C32303235303730373135313833322C303733322C303130312C334142362C424241334531322C30342C31322C35383639302E322C30343737363A32383A30382C2C2C3130302C3231303130302C2C2C2C32303235303730373135313833352C3146373424
+RESP:GTFRI,500501,868574042447461,,,10,1,1,0.0,268,14.6,-75.460704,10.402254,20250707151932,0732,0101,3AB6,BBA3E13,04,12,58690.2,04776:29:08,,,100,210100,,,,20250707151935,1F75$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C302E302C3236382C31342E362C2D37352E3436303730342C31302E3430323235342C32303235303730373135313933322C303733322C303130312C334142362C424241334531332C30342C31322C35383639302E322C30343737363A32393A30382C2C2C3130302C3231303130302C2C2C2C32303235303730373135313933352C3146373524
+RESP:GTSTT,500501,868574042447461,,22,0,0.0,268,14.6,-75.460704,10.402254,20250707151959,0732,0101,3AB6,BBA3E13,06,220100,12,20250707151959,1F76$;0x2B524553503A47545354542C3530303530312C3836383537343034323434373436312C2C32322C302C302E302C3236382C31342E362C2D37352E3436303730342C31302E3430323235342C32303235303730373135313935392C303733322C303130312C334142362C424241334531332C30362C3232303130302C31322C32303235303730373135313935392C3146373624
+RESP:GTFRI,500501,868574042447461,,,10,1,1,0.0,268,14.6,-75.460704,10.402254,20250707152032,0732,0101,3AB6,BBA3E13,04,12,58690.2,04776:30:08,,,100,220100,,,,20250707152035,1F77$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C302E302C3236382C31342E362C2D37352E3436303730342C31302E3430323235342C32303235303730373135323033322C303733322C303130312C334142362C424241334531332C30342C31322C35383639302E322C30343737363A33303A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135323033352C3146373724
+RESP:GTSTT,500501,868574042447461,,21,0,0.0,268,14.6,-75.460704,10.402254,20250707152053,0732,0101,3AB6,BBA3E13,06,210100,12,20250707152053,1F78$;0x2B524553503A47545354542C3530303530312C3836383537343034323434373436312C2C32312C302C302E302C3236382C31342E362C2D37352E3436303730342C31302E3430323235342C32303235303730373135323035332C303733322C303130312C334142362C424241334531332C30362C3231303130302C31322C32303235303730373135323035332C3146373824
+RESP:GTSTT,500501,868574042447461,,22,0,0.0,268,14.6,-75.460704,10.402254,20250707152108,0732,0101,3AB6,BBA3E13,06,220100,12,20250707152110,1F79$;0x2B524553503A47545354542C3530303530312C3836383537343034323434373436312C2C32322C302C302E302C3236382C31342E362C2D37352E3436303730342C31302E3430323235342C32303235303730373135323130382C303733322C303130312C334142362C424241334531332C30362C3232303130302C31322C32303235303730373135323131302C3146373924
+RESP:GTFRI,500501,868574042447461,,,10,1,1,0.0,268,13.1,-75.460725,10.402258,20250707152132,0732,0101,3AB6,BBA3E13,04,12,58690.2,04776:31:08,,,100,220100,,,,20250707152135,1F7A$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C302E302C3236382C31332E312C2D37352E3436303732352C31302E3430323235382C32303235303730373135323133322C303733322C303130312C334142362C424241334531332C30342C31322C35383639302E322C30343737363A33313A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135323133352C3146374124
+RESP:GTFRI,500501,868574042447461,,,10,1,1,13.0,257,12.3,-75.461790,10.402033,20250707152232,0732,0101,3AB6,BBA3E13,04,12,58690.4,04776:32:08,,,100,220100,,,,20250707152235,1F7B$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C31332E302C3235372C31322E332C2D37352E3436313739302C31302E3430323033332C32303235303730373135323233322C303733322C303130312C334142362C424241334531332C30342C31322C35383639302E342C30343737363A33323A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135323233352C3146374224
+RESP:GTFRI,500501,868574042447461,,,10,1,1,12.3,260,9.1,-75.464474,10.401393,20250707152331,0732,0101,0E28,BBA3E15,04,12,58690.7,04776:33:08,,,100,220100,,,,20250707152335,1F7C$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C31322E332C3236302C392E312C2D37352E3436343437342C31302E3430313339332C32303235303730373135323333312C303733322C303130312C304532382C424241334531352C30342C31322C35383639302E372C30343737363A33333A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135323333352C3146374324
+RESP:GTFRI,500501,868574042447461,,,11,1,1,10.8,177,10.0,-75.464560,10.401216,20250707152340,0732,0101,3AB6,BBA3E15,04,12,58690.7,04776:33:13,,,100,220100,,,,20250707152340,1F7D$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31312C312C312C31302E382C3137372C31302E302C2D37352E3436343536302C31302E3430313231362C32303235303730373135323334302C303733322C303130312C334142362C424241334531352C30342C31322C35383639302E372C30343737363A33333A31332C2C2C3130302C3232303130302C2C2C2C32303235303730373135323334302C3146374424
+RESP:GTFRI,500501,868574042447461,,,11,1,1,12.7,131,11.2,-75.464477,10.401204,20250707152343,0732,0101,3AB6,BBA3E15,04,12,58690.7,04776:33:18,,,100,220100,,,,20250707152343,1F7E$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31312C312C312C31322E372C3133312C31312E322C2D37352E3436343437372C31302E3430313230342C32303235303730373135323334332C303733322C303130312C334142362C424241334531352C30342C31322C35383639302E372C30343737363A33333A31382C2C2C3130302C3232303130302C2C2C2C32303235303730373135323334332C3146374524
+RESP:GTFRI,500501,868574042447461,,,11,1,1,25.2,83,11.9,-75.464193,10.401263,20250707152349,0732,0101,3AB6,BBA3E15,04,12,58690.7,04776:33:23,,,100,220100,,,,20250707152349,1F7F$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31312C312C312C32352E322C38332C31312E392C2D37352E3436343139332C31302E3430313236332C32303235303730373135323334392C303733322C303130312C334142362C424241334531352C30342C31322C35383639302E372C30343737363A33333A32332C2C2C3130302C3232303130302C2C2C2C32303235303730373135323334392C3146374624
+RESP:GTFRI,500501,868574042447461,,,10,1,1,32.2,78,10.4,-75.461366,10.401982,20250707152431,0732,0101,3AB6,BBA3E13,04,12,58691.1,04776:34:08,,,100,220100,,,,20250707152435,1F80$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C33322E322C37382C31302E342C2D37352E3436313336362C31302E3430313938322C32303235303730373135323433312C303733322C303130312C334142362C424241334531332C30342C31322C35383639312E312C30343737363A33343A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135323433352C3146383024
+RESP:GTFRI,500501,868574042447461,,,10,1,1,0.0,65,8.9,-75.458732,10.402982,20250707152531,0732,0101,3AB6,BBA4538,04,12,58691.3,04776:35:08,,,100,220100,,,,20250707152535,1F81$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C302E302C36352C382E392C2D37352E3435383733322C31302E3430323938322C32303235303730373135323533312C303733322C303130312C334142362C424241343533382C30342C31322C35383639312E332C30343737363A33353A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135323533352C3146383124
+RESP:GTFRI,500501,868574042447461,,,10,1,1,15.0,61,9.7,-75.456755,10.404010,20250707152631,0732,0101,3AB6,BBACE24,04,12,58691.6,04776:36:08,,,100,220100,,,,20250707152635,1F82$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C31352E302C36312C392E372C2D37352E3435363735352C31302E3430343031302C32303235303730373135323633312C303733322C303130312C334142362C424241434532342C30342C31322C35383639312E362C30343737363A33363A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135323633352C3146383224
+RESP:GTFRI,500501,868574042447461,,,10,1,1,62.5,63,11.4,-75.451168,10.406441,20250707152731,0732,0101,3AB6,BBA3E12,04,12,58692.3,04776:37:08,,,100,220100,,,,20250707152735,1F83$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C36322E352C36332C31312E342C2D37352E3435313136382C31302E3430363434312C32303235303730373135323733312C303733322C303130312C334142362C424241334531322C30342C31322C35383639322E332C30343737363A33373A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135323733352C3146383324
+RESP:GTFRI,500501,868574042447461,,,11,1,1,40.8,127,10.6,-75.449257,10.406644,20250707152749,0732,0101,3AB6,BBA3E12,04,12,58692.5,04776:37:23,,,100,220100,,,,20250707152749,1F84$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31312C312C312C34302E382C3132372C31302E362C2D37352E3434393235372C31302E3430363634342C32303235303730373135323734392C303733322C303130312C334142362C424241334531322C30342C31322C35383639322E352C30343737363A33373A32332C2C2C3130302C3232303130302C2C2C2C32303235303730373135323734392C3146383424
+RESP:GTFRI,500501,868574042447461,,,10,1,1,66.7,183,13.3,-75.446018,10.401173,20250707152831,0732,0101,3AB6,BBA3E13,04,12,58693.3,04776:38:08,,,100,220100,,,,20250707152835,1F85$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C36362E372C3138332C31332E332C2D37352E3434363031382C31302E3430313137332C32303235303730373135323833312C303733322C303130312C334142362C424241334531332C30342C31322C35383639332E332C30343737363A33383A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135323833352C3146383524
+RESP:GTFRI,500501,868574042447461,,,10,1,1,66.1,195,17.9,-75.448497,10.391995,20250707152931,0732,0101,3AB6,BBA44EA,04,12,58694.3,04776:39:08,,,100,220100,,,,20250707152935,1F86$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C36362E312C3139352C31372E392C2D37352E3434383439372C31302E3339313939352C32303235303730373135323933312C303733322C303130312C334142362C424241343445412C30342C31322C35383639342E332C30343737363A33393A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135323933352C3146383624
+RESP:GTFRI,500501,868574042447461,,,10,1,1,51.6,190,16.8,-75.450235,10.383826,20250707153031,0732,0101,3AB6,BBA4506,04,12,58695.2,04776:40:08,,,100,220100,,,,20250707153035,1F87$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C35312E362C3139302C31362E382C2D37352E3435303233352C31302E3338333832362C32303235303730373135333033312C303733322C303130312C334142362C424241343530362C30342C31322C35383639352E322C30343737363A34303A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135333033352C3146383724
+RESP:GTFRI,500501,868574042447461,,,10,1,1,63.9,190,19.7,-75.451740,10.375747,20250707153131,0732,0101,3AB6,BBA44E9,04,12,58696.2,04776:41:08,,,100,220100,,,,20250707153135,1F88$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C36332E392C3139302C31392E372C2D37352E3435313734302C31302E3337353734372C32303235303730373135333133312C303733322C303130312C334142362C424241343445392C30342C31322C35383639362E322C30343737363A34313A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135333133352C3146383824
+RESP:GTFRI,500501,868574042447461,,,10,1,1,62.1,216,17.0,-75.456392,10.367660,20250707153231,0732,0101,3AB6,BBAAF66,04,12,58697.2,04776:42:08,,,100,220100,,,,20250707153235,1F89$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C36322E312C3231362C31372E302C2D37352E3435363339322C31302E3336373636302C32303235303730373135333233312C303733322C303130312C334142362C424241414636362C30342C31322C35383639372E322C30343737363A34323A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135333233352C3146383924
+RESP:GTFRI,500501,868574042447461,,,11,1,1,67.4,228,20.6,-75.458353,10.365431,20250707153249,0732,0101,3AB6,BBAA421,04,12,58697.5,04776:42:23,,,100,220100,,,,20250707153249,1F8A$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31312C312C312C36372E342C3232382C32302E362C2D37352E3435383335332C31302E3336353433312C32303235303730373135333234392C303733322C303130312C334142362C424241413432312C30342C31322C35383639372E352C30343737363A34323A32332C2C2C3130302C3232303130302C2C2C2C32303235303730373135333234392C3146384124
+RESP:GTFRI,500501,868574042447461,,,10,1,1,65.7,241,40.2,-75.464310,10.362002,20250707153331,0732,0101,3AB6,BBAB76B,04,12,58698.3,04776:43:08,,,100,220100,,,,20250707153335,1F8B$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C36352E372C3234312C34302E322C2D37352E3436343331302C31302E3336323030322C32303235303730373135333333312C303733322C303130312C334142362C424241423736422C30342C31322C35383639382E332C30343737363A34333A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135333333352C3146384224
+RESP:GTFRI,500501,868574042447461,,,10,1,1,76.4,235,15.4,-75.473994,10.356068,20250707153431,0732,0101,3AB6,BBAD676,04,12,58699.6,04776:44:08,,,100,220100,,,,20250707153435,1F8C$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C37362E342C3233352C31352E342C2D37352E3437333939342C31302E3335363036382C32303235303730373135333433312C303733322C303130312C334142362C424241443637362C30342C31322C35383639392E362C30343737363A34343A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135333433352C3146384324
+RESP:GTFRI,500501,868574042447461,,,10,1,1,60.5,203,13.1,-75.482315,10.349346,20250707153531,0732,0101,3AB6,BBA3FAD,04,12,58700.7,04776:45:08,,,100,220100,,,,20250707153535,1F8D$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C36302E352C3230332C31332E312C2D37352E3438323331352C31302E3334393334362C32303235303730373135333533312C303733322C303130312C334142362C424241334641442C30342C31322C35383730302E372C30343737363A34353A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135333533352C3146384424
+RESP:GTFRI,500501,868574042447461,,,10,1,1,36.9,248,21.0,-75.485329,10.343720,20250707153631,0732,0101,3AB6,BBA40D0,04,12,58701.5,04776:46:08,,,100,220100,,,,20250707153635,1F8E$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C33362E392C3234382C32312E302C2D37352E3438353332392C31302E3334333732302C32303235303730373135333633312C303733322C303130312C334142362C424241343044302C30342C31322C35383730312E352C30343737363A34363A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135333633352C3146384524
+RESP:GTFRI,500501,868574042447461,,,10,1,1,15.3,269,14.4,-75.490489,10.342437,20250707153731,0732,0101,3AB6,BBAB76B,04,12,58702.0,04776:47:08,,,100,220100,,,,20250707153735,1F8F$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C31352E332C3236392C31342E342C2D37352E3439303438392C31302E3334323433372C32303235303730373135333733312C303733322C303130312C334142362C424241423736422C30342C31322C35383730322E302C30343737363A34373A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135333733352C3146384624
+RESP:GTFRI,500501,868574042447461,,,11,1,1,32.0,273,15.9,-75.494134,10.342462,20250707153819,0732,0101,3AB6,BBA42E0,04,12,58702.4,04776:47:53,,,100,220100,,,,20250707153819,1F90$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31312C312C312C33322E302C3237332C31352E392C2D37352E3439343133342C31302E3334323436322C32303235303730373135333831392C303733322C303130312C334142362C424241343245302C30342C31322C35383730322E342C30343737363A34373A35332C2C2C3130302C3232303130302C2C2C2C32303235303730373135333831392C3146393024
+RESP:GTFRI,500501,868574042447461,,,11,1,1,26.5,321,13.8,-75.494738,10.342805,20250707153828,0732,0101,3AB6,BBA42E0,04,12,58702.5,04776:48:03,,,100,220100,,,,20250707153828,1F91$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31312C312C312C32362E352C3332312C31332E382C2D37352E3439343733382C31302E3334323830352C32303235303730373135333832382C303733322C303130312C334142362C424241343245302C30342C31322C35383730322E352C30343737363A34383A30332C2C2C3130302C3232303130302C2C2C2C32303235303730373135333832382C3146393124
+RESP:GTFRI,500501,868574042447461,,,10,1,1,29.8,339,12.9,-75.494831,10.342994,20250707153831,0732,0101,3AB6,BBAB76C,04,12,58702.5,04776:48:08,,,100,220100,,,,20250707153835,1F92$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31302C312C312C32392E382C3333392C31322E392C2D37352E3439343833312C31302E3334323939342C32303235303730373135333833312C303733322C303130312C334142362C424241423736432C30342C31322C35383730322E352C30343737363A34383A30382C2C2C3130302C3232303130302C2C2C2C32303235303730373135333833352C3146393224
+RESP:GTFRI,500501,868574042447461,,,11,1,1,43.8,302,10.0,-75.495331,10.344129,20250707153849,0732,0101,3AB6,BBAB76C,04,12,58702.7,04776:48:23,,,100,220100,,,,20250707153849,1F93$;0x2B524553503A47544652492C3530303530312C3836383537343034323434373436312C2C2C31312C312C312C34332E382C3330322C31302E302C2D37352E3439353333312C31302E3334343132392C32303235303730373135333834392C303733322C303130312C334142362C424241423736432C30342C31322C35383730322E372C30343737363A34383A32332C2C2C3130302C3232303130302C2C2C2C32303235303730373135333834392C3146393324
