textbox12,UnitName,Textbox3,EventTime,GeofenceName,GeofenceEvent1,Textbox4
Grupo: ,Unidad:XVO410,,7/06/2025 7:34:53 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,7/06/2025 7:53:51 a.m.,8.- Parque Espiritu del Manglar : cartagena centro cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,7/06/2025 7:54:27 a.m.,8.- Parque Espiritu del Manglar : cartagena centro cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,7/06/2025 9:39:13 a.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",ENTRADA,
Grupo: ,Unidad:XVO410,,7/06/2025 9:40:13 a.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",SALIDA,
Grupo: ,Unidad:XVO410,,7/06/2025 9:53:13 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,7/06/2025 9:54:13 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,7/06/2025 12:43:17 p.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,7/06/2025 12:44:17 p.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,8/06/2025 11:05:28 a.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,8/06/2025 11:07:05 a.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,9/06/2025 7:18:07 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,9/06/2025 7:18:31 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,9/06/2025 9:00:36 a.m.,12.- Estbas del Bosque. : cartagena bosque cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,9/06/2025 9:00:59 a.m.,12.- Estbas del Bosque. : cartagena bosque cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,9/06/2025 9:30:35 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,9/06/2025 9:34:35 a.m.,3.- Olimpica San Fernando : cartagena sanfernando Cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,9/06/2025 9:35:35 a.m.,3.- Olimpica San Fernando : cartagena sanfernando Cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,9/06/2025 2:28:58 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,9/06/2025 2:29:52 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,9/06/2025 3:10:43 p.m.,6.- Seguro Social : cartagena traversal 54 cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,9/06/2025 3:11:43 p.m.,6.- Seguro Social : cartagena traversal 54 cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,9/06/2025 6:35:48 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,9/06/2025 6:36:48 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,9/06/2025 6:37:48 p.m.,3.- Olimpica San Fernando : cartagena sanfernando Cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,9/06/2025 6:37:48 p.m.,prueba mon,ENTRADA,
Grupo: ,Unidad:XVO410,,9/06/2025 6:38:20 p.m.,3.- Olimpica San Fernando : cartagena sanfernando Cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,9/06/2025 6:38:20 p.m.,prueba mon,SALIDA,
Grupo: ,Unidad:XVO410,,10/06/2025 9:12:14 a.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",ENTRADA,
Grupo: ,Unidad:XVO410,,10/06/2025 9:13:26 a.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",SALIDA,
Grupo: ,Unidad:XVO410,,10/06/2025 4:23:46 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,10/06/2025 4:24:46 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,10/06/2025 6:46:14 p.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,10/06/2025 6:47:00 p.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,11/06/2025 5:17:11 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,11/06/2025 5:17:48 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,11/06/2025 8:25:06 a.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,11/06/2025 8:25:54 a.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,11/06/2025 1:36:26 p.m.,3.- Olimpica San Fernando : cartagena sanfernando Cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,11/06/2025 1:38:26 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,11/06/2025 1:39:26 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,11/06/2025 4:25:29 p.m.,12.- Estbas del Bosque. : cartagena bosque cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,11/06/2025 4:26:04 p.m.,12.- Estbas del Bosque. : cartagena bosque cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,12/06/2025 5:59:46 a.m.,2.- Reloj Rodeo : cartagena rodeo cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,12/06/2025 6:00:46 a.m.,2.- Reloj Rodeo : cartagena rodeo cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,12/06/2025 7:08:47 a.m.,8.- Parque Espiritu del Manglar : cartagena centro cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,12/06/2025 7:09:47 a.m.,8.- Parque Espiritu del Manglar : cartagena centro cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,12/06/2025 7:52:37 a.m.,11.- Avenida del Lago : cartagena avenida el lago cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,12/06/2025 7:58:48 a.m.,12.- Estbas del Bosque. : cartagena bosque cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,12/06/2025 9:59:23 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,12/06/2025 1:49:01 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,12/06/2025 3:22:29 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,12/06/2025 4:28:19 p.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,12/06/2025 5:47:38 p.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,12/06/2025 5:48:38 p.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,13/06/2025 7:47:16 a.m.,10.- Clinica San Jose de Torices : cartagena barrio torice cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,13/06/2025 7:48:16 a.m.,10.- Clinica San Jose de Torices : cartagena barrio torice cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,13/06/2025 8:26:26 a.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",ENTRADA,
Grupo: ,Unidad:XVO410,,13/06/2025 8:26:26 a.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",SALIDA,
Grupo: ,Unidad:XVO410,,13/06/2025 8:40:17 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,13/06/2025 8:44:17 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,13/06/2025 9:11:18 a.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,13/06/2025 9:21:12 a.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,13/06/2025 1:22:36 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,13/06/2025 1:31:55 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,13/06/2025 2:10:36 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,13/06/2025 2:23:37 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,13/06/2025 6:22:42 p.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",ENTRADA,
Grupo: ,Unidad:XVO410,,13/06/2025 6:23:02 p.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",SALIDA,
Grupo: ,Unidad:XVO410,,14/06/2025 7:22:43 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,14/06/2025 7:23:13 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,14/06/2025 9:39:42 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,14/06/2025 9:40:42 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,14/06/2025 9:42:42 a.m.,3.- Olimpica San Fernando : cartagena sanfernando Cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,14/06/2025 9:42:42 a.m.,prueba mon,ENTRADA,
Grupo: ,Unidad:XVO410,,14/06/2025 9:43:42 a.m.,3.- Olimpica San Fernando : cartagena sanfernando Cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,14/06/2025 9:43:42 a.m.,prueba mon,SALIDA,
Grupo: ,Unidad:XVO410,,14/06/2025 10:57:44 a.m.,prueba mon,ENTRADA,
Grupo: ,Unidad:XVO410,,14/06/2025 10:58:44 a.m.,prueba mon,SALIDA,
Grupo: ,Unidad:XVO410,,14/06/2025 10:59:44 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,14/06/2025 11:00:44 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,14/06/2025 1:02:55 p.m.,11.- Avenida del Lago : cartagena avenida el lago cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,14/06/2025 1:03:25 p.m.,11.- Avenida del Lago : cartagena avenida el lago cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,14/06/2025 2:47:57 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,14/06/2025 3:09:55 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,14/06/2025 3:34:50 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,14/06/2025 3:35:50 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,14/06/2025 6:06:45 p.m.,12.- Estbas del Bosque. : cartagena bosque cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,14/06/2025 6:06:59 p.m.,12.- Estbas del Bosque. : cartagena bosque cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,14/06/2025 6:24:54 p.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",ENTRADA,
Grupo: ,Unidad:XVO410,,14/06/2025 6:25:12 p.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",SALIDA,
Grupo: ,Unidad:XVO410,,14/06/2025 6:25:21 p.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",SALIDA,
Grupo: ,Unidad:XVO410,,15/06/2025 5:14:31 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,15/06/2025 5:15:01 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,15/06/2025 5:26:28 a.m.,8.- Parque Espiritu del Manglar : cartagena centro cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,15/06/2025 5:27:01 a.m.,8.- Parque Espiritu del Manglar : cartagena centro cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,15/06/2025 6:17:30 a.m.,11.- Avenida del Lago : cartagena avenida el lago cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,15/06/2025 6:18:11 a.m.,11.- Avenida del Lago : cartagena avenida el lago cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,15/06/2025 6:29:34 a.m.,12.- Estbas del Bosque. : cartagena bosque cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,15/06/2025 6:30:30 a.m.,12.- Estbas del Bosque. : cartagena bosque cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,15/06/2025 6:54:26 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,15/06/2025 6:55:26 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,15/06/2025 7:18:26 a.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,15/06/2025 7:20:26 a.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,15/06/2025 7:41:20 a.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,15/06/2025 7:57:13 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,15/06/2025 7:58:27 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,15/06/2025 8:25:07 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,15/06/2025 8:25:40 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,15/06/2025 10:07:43 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,15/06/2025 10:08:30 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,15/06/2025 11:16:02 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,15/06/2025 11:17:02 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,15/06/2025 11:44:47 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,15/06/2025 11:45:14 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,15/06/2025 11:58:33 a.m.,8.- Parque Espiritu del Manglar : cartagena centro cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,15/06/2025 11:58:47 a.m.,8.- Parque Espiritu del Manglar : cartagena centro cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,15/06/2025 12:48:34 p.m.,11.- Avenida del Lago : cartagena avenida el lago cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,15/06/2025 12:49:03 p.m.,11.- Avenida del Lago : cartagena avenida el lago cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,15/06/2025 1:28:35 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,15/06/2025 1:29:35 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,15/06/2025 1:30:35 p.m.,3.- Olimpica San Fernando : cartagena sanfernando Cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,15/06/2025 1:31:35 p.m.,3.- Olimpica San Fernando : cartagena sanfernando Cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,15/06/2025 2:33:36 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,15/06/2025 2:34:36 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,15/06/2025 3:46:21 p.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,15/06/2025 3:46:24 p.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,15/06/2025 4:19:38 p.m.,12.- Estbas del Bosque. : cartagena bosque cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,15/06/2025 4:20:29 p.m.,12.- Estbas del Bosque. : cartagena bosque cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,15/06/2025 4:45:48 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,15/06/2025 4:46:48 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,15/06/2025 5:18:30 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,15/06/2025 5:18:44 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,15/06/2025 6:18:56 p.m.,2.- Reloj Rodeo : cartagena rodeo cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,15/06/2025 6:19:56 p.m.,2.- Reloj Rodeo : cartagena rodeo cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,15/06/2025 6:31:56 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,15/06/2025 6:32:56 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,15/06/2025 7:06:14 p.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,15/06/2025 7:06:44 p.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,16/06/2025 7:12:10 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,16/06/2025 7:13:10 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,16/06/2025 10:07:14 a.m.,3.- Olimpica San Fernando : cartagena sanfernando Cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,16/06/2025 10:07:14 a.m.,prueba mon,ENTRADA,
Grupo: ,Unidad:XVO410,,16/06/2025 10:08:18 a.m.,3.- Olimpica San Fernando : cartagena sanfernando Cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,16/06/2025 10:08:18 a.m.,prueba mon,SALIDA,
Grupo: ,Unidad:XVO410,,16/06/2025 1:47:19 p.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",ENTRADA,
Grupo: ,Unidad:XVO410,,16/06/2025 1:48:19 p.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",SALIDA,
Grupo: ,Unidad:XVO410,,16/06/2025 2:31:13 p.m.,"1. Turno de despacho : Av Campoalegre, Cartagena, Bolivar",ENTRADA,
Grupo: ,Unidad:XVO410,,16/06/2025 2:52:20 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,16/06/2025 3:16:21 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,16/06/2025 3:17:21 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,16/06/2025 5:56:40 p.m.,12.- Estbas del Bosque. : cartagena bosque cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,16/06/2025 5:57:24 p.m.,12.- Estbas del Bosque. : cartagena bosque cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,16/06/2025 6:57:20 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,16/06/2025 6:58:20 p.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,17/06/2025 5:15:25 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,17/06/2025 5:15:58 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,17/06/2025 7:37:50 a.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,17/06/2025 8:07:50 a.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,17/06/2025 9:02:42 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,17/06/2025 11:23:05 a.m.,3.- Olimpica San Fernando : cartagena sanfernando Cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,17/06/2025 11:23:05 a.m.,prueba mon,ENTRADA,
Grupo: ,Unidad:XVO410,,17/06/2025 11:23:52 a.m.,3.- Olimpica San Fernando : cartagena sanfernando Cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,17/06/2025 11:23:52 a.m.,prueba mon,SALIDA,
Grupo: ,Unidad:XVO410,,19/06/2025 6:06:27 a.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,19/06/2025 6:07:00 a.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,19/06/2025 6:21:18 a.m.,2.- Reloj Rodeo : cartagena rodeo cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,19/06/2025 6:22:18 a.m.,2.- Reloj Rodeo : cartagena rodeo cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,19/06/2025 9:06:22 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,19/06/2025 9:07:22 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:XVO410,,19/06/2025 9:47:58 a.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:XVO410,,19/06/2025 9:48:30 a.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:TPY950,,31/05/2025 5:26:50 a.m.,8.- Parque Espiritu del Manglar : cartagena centro cartagena,ENTRADA,
Grupo: ,Unidad:TPY950,,31/05/2025 5:27:19 a.m.,8.- Parque Espiritu del Manglar : cartagena centro cartagena,SALIDA,
Grupo: ,Unidad:TPY950,,31/05/2025 6:51:21 a.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",ENTRADA,
Grupo: ,Unidad:TPY950,,31/05/2025 6:51:47 a.m.,"5.,- Entrada a Blas de Lezo : cartagena blasdelezo cartagena",SALIDA,
Grupo: ,Unidad:TPY950,,31/05/2025 8:04:37 a.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:TPY950,,31/05/2025 8:05:22 a.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:TPY950,,31/05/2025 8:19:27 a.m.,2.- Reloj Rodeo : cartagena rodeo cartagena,ENTRADA,
Grupo: ,Unidad:TPY950,,31/05/2025 8:21:42 a.m.,2.- Reloj Rodeo : cartagena rodeo cartagena,SALIDA,
Grupo: ,Unidad:TPY950,,31/05/2025 9:05:08 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,ENTRADA,
Grupo: ,Unidad:TPY950,,31/05/2025 9:05:23 a.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,SALIDA,
Grupo: ,Unidad:TPY950,,31/05/2025 10:02:25 a.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,ENTRADA,
Grupo: ,Unidad:TPY950,,31/05/2025 10:03:25 a.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,SALIDA,
Grupo: ,Unidad:TPY950,,31/05/2025 10:17:25 a.m.,10.- Clinica San Jose de Torices : cartagena barrio torice cartagena,ENTRADA,
Grupo: ,Unidad:TPY950,,31/05/2025 10:18:25 a.m.,10.- Clinica San Jose de Torices : cartagena barrio torice cartagena,SALIDA,
Grupo: ,Unidad:TPY950,,31/05/2025 11:25:55 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,ENTRADA,
Grupo: ,Unidad:TPY950,,31/05/2025 11:26:26 a.m.,4.- Tienda El Tope : cartagena sanfernando cartagena,SALIDA,
Grupo: ,Unidad:TPY950,,31/05/2025 12:27:55 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,ENTRADA,
Grupo: ,Unidad:TPY950,,31/05/2025 12:28:33 p.m.,1. Turno de despacho : Calle 34 # 17 231 Cartagena,SALIDA,
Grupo: ,Unidad:TPY950,,31/05/2025 1:29:51 p.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,ENTRADA,
Grupo: ,Unidad:TPY950,,31/05/2025 1:30:24 p.m.,7.- Antiguo Peaje Manga : Cartagena manga cartagena,SALIDA,
Grupo: ,Unidad:TPY950,,31/05/2025 2:28:27 p.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,ENTRADA,
Grupo: ,Unidad:TPY950,,31/05/2025 2:28:31 p.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,ENTRADA,
Grupo: ,Unidad:TPY950,,31/05/2025 2:29:31 p.m.,9.- Olimpica Bocagrande Cra. 3º : cartagena bocagrande cartagena,SALIDA,
Grupo: ,Unidad:TPY950,,31/05/2025 6:11:36 p.m.,6.- Seguro Social : cartagena traversal 54 cartagena,ENTRADA,
Grupo: ,Unidad:TPY950,,31/05/2025 6:12:01 p.m.,6.- Seguro Social : cartagena traversal 54 cartagena,SALIDA,
