,Created,Message,Status
821,2025-05-18 15:58:53.460,"+RESP:GTGEO,500700,868574042858816,,,60,1,1,25.2,246,19.6,-75.489194,10.390783,20250518160000,0732,0101,3AB6,BBACDFB,04,12,37900.0,20250518155959,21D2$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C36302C312C312C32352E322C3234362C31392E362C2D37352E3438393139342C31302E3339303738332C32303235303531383136303030302C303733322C303130312C334142362C424241434446422C30342C31322C33373930302E302C32303235303531383135353935392C3231443224
824,2025-05-18 16:00:58.410,"+RESP:GTGEO,500700,868574042858816,,,71,1,1,64.3,260,9.8,-75.501815,10.388586,20250518160203,0732,0101,3AB6,BBA422D,04,12,37901.4,20250518160203,21D5$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C37312C312C312C36342E332C3236302C392E382C2D37352E3530313831352C31302E3338383538362C32303235303531383136303230332C303733322C303130312C334142362C424241343232442C30342C31322C33373930312E342C32303235303531383136303230332C3231443524
825,2025-05-18 16:01:02.359,"+RESP:GTGEO,500700,868574042858816,,,70,1,1,50.3,258,9.5,-75.502721,10.388443,20250518160209,0732,0101,3AB6,BBAD160,04,12,37901.5,20250518160209,21D6$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C37302C312C312C35302E332C3235382C392E352C2D37352E3530323732312C31302E3338383434332C32303235303531383136303230392C303733322C303130312C334142362C424241443136302C30342C31322C33373930312E352C32303235303531383136303230392C3231443624
850,2025-05-18 16:14:18.612,"+RESP:GTGEO,500700,868574042858816,,,81,1,1,42.3,298,10.8,-75.525786,10.406259,20250518161525,0732,0101,3AB6,BBAAF20,04,12,37906.3,20250518161525,21EF$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C38312C312C312C34322E332C3239382C31302E382C2D37352E3532353738362C31302E3430363235392C32303235303531383136313532352C303733322C303130312C334142362C424241414632302C30342C31322C33373930362E332C32303235303531383136313532352C3231454624
853,2025-05-18 16:14:27.681,"+RESP:GTGEO,500700,868574042858816,,,80,1,1,15.0,310,9.1,-75.526413,10.406720,20250518161534,0732,0101,3AB6,BBAAF20,04,12,37906.3,20250518161534,21F2$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C38302C312C312C31352E302C3331302C392E312C2D37352E3532363431332C31302E3430363732302C32303235303531383136313533342C303733322C303130312C334142362C424241414632302C30342C31322C33373930362E332C32303235303531383136313533342C3231463224
877,2025-05-18 16:26:55.640,"+RESP:GTGEO,500700,868574042858816,,,91,1,1,23.0,309,2.9,-75.541604,10.426982,20250518162751,0732,0101,3AB6,BBAAFC1,04,12,37910.1,20250518162751,220A$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C39312C312C312C32332E302C3330392C322E392C2D37352E3534313630342C31302E3432363938322C32303235303531383136323735312C303733322C303130312C334142362C424241414643312C30342C31322C33373931302E312C32303235303531383136323735312C3232304124
879,2025-05-18 16:27:38.864,"+RESP:GTGEO,500700,868574042858816,,,90,1,1,20.5,279,5.4,-75.542653,10.427469,20250518162845,0732,0101,3AB6,BBAAE7F,04,12,37910.2,20250518162845,220C$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C39302C312C312C32302E352C3237392C352E342C2D37352E3534323635332C31302E3432373436392C32303235303531383136323834352C303733322C303130312C334142362C424241414537462C30342C31322C33373931302E322C32303235303531383136323834352C3232304324
935,2025-05-18 16:53:35.726,"+RESP:GTGEO,500700,868574042858816,,,A1,1,1,36.4,48,12.8,-75.557418,10.399612,20250518165442,0732,0101,3AB6,BBAB0AB,04,12,37919.0,20250518165442,2244$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C41312C312C312C33362E342C34382C31322E382C2D37352E3535373431382C31302E3339393631322C32303235303531383136353434322C303733322C303130312C334142362C424241423041422C30342C31322C33373931392E302C32303235303531383136353434322C3232343424
936,2025-05-18 16:54:29.417,"+RESP:GTGEO,500700,868574042858816,,,A0,1,1,0.5,52,12.5,-75.556717,10.400241,20250518165536,0732,0101,3AB6,BBAAC99,04,12,37919.1,20250518165536,2245$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C41302C312C312C302E352C35322C31322E352C2D37352E3535363731372C31302E3430303234312C32303235303531383136353533362C303733322C303130312C334142362C424241414339392C30342C31322C33373931392E312C32303235303531383136353533362C3232343524
957,2025-05-18 17:07:00.570,"+RESP:GTGEO,500700,868574042858816,,,11,1,1,23.4,242,14.7,-75.534896,10.432456,20250518170807,0732,0101,3AB6,BBAAF0D,04,12,37925.2,20250518170807,225A$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C31312C312C312C32332E342C3234322C31342E372C2D37352E3533343839362C31302E3433323435362C32303235303531383137303830372C303733322C303130312C334142362C424241414630442C30342C31322C33373932352E322C32303235303531383137303830372C3232354124
958,2025-05-18 17:07:13.726,"+RESP:GTGEO,500700,868574042858816,,,10,1,1,20.3,232,17.0,-75.535515,10.431992,20250518170820,0732,0101,3AB6,BBAAF0D,04,12,37925.3,20250518170820,225B$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C31302C312C312C32302E332C3233322C31372E302C2D37352E3533353531352C31302E3433313939322C32303235303531383137303832302C303733322C303130312C334142362C424241414630442C30342C31322C33373932352E332C32303235303531383137303832302C3232354224
977,2025-05-18 17:18:03.769,"+RESP:GTGEO,500700,868574042858816,,,C1,1,1,35.5,91,14.6,-75.538278,10.419706,20250518171910,0732,0101,3AB6,BBA3EBC,04,12,37927.1,20250518171910,226E$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C43312C312C312C33352E352C39312C31342E362C2D37352E3533383237382C31302E3431393730362C32303235303531383137313931302C303733322C303130312C334142362C424241334542432C30342C31322C33373932372E312C32303235303531383137313931302C3232364524
978,2025-05-18 17:18:15.379,"+RESP:GTGEO,500700,868574042858816,,,C0,1,1,28.0,79,14.8,-75.537226,10.419762,20250518171922,0732,0101,3AB6,BBAD216,04,12,37927.2,20250518171921,226F$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C43302C312C312C32382E302C37392C31342E382C2D37352E3533373232362C31302E3431393736322C32303235303531383137313932322C303733322C303130312C334142362C424241443231362C30342C31322C33373932372E322C32303235303531383137313932312C3232364624
1004,2025-05-18 17:29:35.299,"+RESP:GTGEO,500700,868574042858816,,,81,1,1,46.8,111,14.9,-75.526177,10.406262,20250518173041,0732,0101,3AB6,BBAAF20,04,12,37930.9,20250518173041,2289$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C38312C312C312C34362E382C3131312C31342E392C2D37352E3532363137372C31302E3430363236322C32303235303531383137333034312C303733322C303130312C334142362C424241414632302C30342C31322C33373933302E392C32303235303531383137333034312C3232383924
1005,2025-05-18 17:29:42.808,"+RESP:GTGEO,500700,868574042858816,,,80,1,1,51.0,113,18.5,-75.525489,10.405979,20250518173047,0732,0101,3AB6,BBAAF20,04,12,37930.9,20250518173047,228A$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C38302C312C312C35312E302C3131332C31382E352C2D37352E3532353438392C31302E3430353937392C32303235303531383137333034372C303733322C303130312C334142362C424241414632302C30342C31322C33373933302E392C32303235303531383137333034372C3232384124
1009,2025-05-18 17:30:20.989,"+RESP:GTGEO,500700,868574042858816,,,21,1,1,31.1,174,10.8,-75.521426,10.404900,20250518173126,0732,0101,3AAC,BBA40A6,04,12,37931.4,20250518173126,228E$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C32312C312C312C33312E312C3137342C31302E382C2D37352E3532313432362C31302E3430343930302C32303235303531383137333132362C303733322C303130312C334141432C424241343041362C30342C31322C33373933312E342C32303235303531383137333132362C3232384524
1011,2025-05-18 17:30:25.657,"+RESP:GTGEO,500700,868574042858816,,,20,1,1,40.7,183,9.3,-75.521451,10.404336,20250518173132,0732,0101,3AAC,BBA40A8,04,12,37931.5,20250518173132,2290$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C32302C312C312C34302E372C3138332C392E332C2D37352E3532313435312C31302E3430343333362C32303235303531383137333133322C303733322C303130312C334141432C424241343041382C30342C31322C33373933312E352C32303235303531383137333133322C3232393024
1028,2025-05-18 18:12:03.083,"+RESP:GTGEO,500700,868574042858816,,,30,1,1,33.5,126,19.2,-75.458324,10.374401,20250518180732,0732,0101,3AAC,BBAAF67,04,12,37945.9,20250518180732,22D7$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C33302C312C312C33332E352C3132362C31392E322C2D37352E3435383332342C31302E3337343430312C32303235303531383138303733322C303733322C303130312C334141432C424241414636372C30342C31322C33373934352E392C32303235303531383138303733322C3232443724
1119,2025-05-18 18:26:44.028,"+RESP:GTGEO,500700,868574042858816,,,01,1,1,15.4,348,10.9,-75.456970,10.401606,20250518182623,0732,0101,0E28,BBACE24,04,12,37954.3,20250518182622,22FA$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C30312C312C312C31352E342C3334382C31302E392C2D37352E3435363937302C31302E3430313630362C32303235303531383138323632332C303733322C303130312C304532382C424241434532342C30342C31322C33373935342E332C32303235303531383138323632322C3232464124
1182,2025-05-18 19:20:53.621,"+RESP:GTGEO,500700,868574042858816,,,00,1,1,9.2,328,14.6,-75.457239,10.402494,20250518192053,0732,0101,3AB6,BBACE24,04,12,37954.5,20250518192053,2339$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C30302C312C312C392E322C3332382C31342E362C2D37352E3435373233392C31302E3430323439342C32303235303531383139323035332C303733322C303130312C334142362C424241434532342C30342C31322C33373935342E352C32303235303531383139323035332C3233333924
1203,2025-05-18 19:33:09.400,"+RESP:GTGEO,500700,868574042858816,,,31,1,1,20.8,310,17.8,-75.458575,10.374746,20250518193309,0732,0101,3AB6,BBAAF67,04,12,37960.4,20250518193309,234E$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C33312C312C312C32302E382C3331302C31372E382C2D37352E3435383537352C31302E3337343734362C32303235303531383139333330392C303733322C303130312C334142362C424241414636372C30342C31322C33373936302E342C32303235303531383139333330392C3233344524
1204,2025-05-18 19:33:25.845,"+RESP:GTGEO,500700,868574042858816,,,30,1,1,35.2,317,20.3,-75.459197,10.375312,20250518193324,0732,0101,3AB6,BBA4308,04,12,37960.5,20250518193324,234F$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C33302C312C312C33352E322C3331372C32302E332C2D37352E3435393139372C31302E3337353331322C32303235303531383139333332342C303733322C303130312C334142362C424241343330382C30342C31322C33373936302E352C32303235303531383139333332342C3233344624
1215,2025-05-18 19:39:14.821,"+RESP:GTGEO,500700,868574042858816,,,51,1,1,12.4,216,15.1,-75.471452,10.378862,20250518193914,0732,0101,3AB6,BBAADA0,04,12,37962.9,20250518193914,235A$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C35312C312C312C31322E342C3231362C31352E312C2D37352E3437313435322C31302E3337383836322C32303235303531383139333931342C303733322C303130312C334142362C424241414441302C30342C31322C33373936322E392C32303235303531383139333931342C3233354124
1219,2025-05-18 19:41:44.213,"+RESP:GTGEO,500700,868574042858816,,,50,1,1,7.0,183,19.6,-75.471567,10.377890,20250518194144,0732,0101,3AB6,BBA4308,04,12,37963.0,20250518194144,235E$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C35302C312C312C372E302C3138332C31392E362C2D37352E3437313536372C31302E3337373839302C32303235303531383139343134342C303733322C303130312C334142362C424241343330382C30342C31322C33373936332E302C32303235303531383139343134342C3233354524
1244,2025-05-18 19:56:28.405,"+RESP:GTGEO,500700,868574042858816,,,61,1,1,18.2,297,10.9,-75.488302,10.391113,20250518195628,0732,0101,3AB6,BBAAED1,04,12,37967.3,20250518195628,2377$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C36312C312C312C31382E322C3239372C31302E392C2D37352E3438383330322C31302E3339313131332C32303235303531383139353632382C303733322C303130312C334142362C424241414544312C30342C31322C33373936372E332C32303235303531383139353632382C3233373724
1246,2025-05-18 19:56:41.829,"+RESP:GTGEO,500700,868574042858816,,,60,1,1,40.6,252,13.1,-75.489417,10.390692,20250518195642,0732,0101,3AB6,BBACDFB,04,12,37967.4,20250518195642,2379$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C36302C312C312C34302E362C3235322C31332E312C2D37352E3438393431372C31302E3339303639322C32303235303531383139353634322C303733322C303130312C334142362C424241434446422C30342C31322C33373936372E342C32303235303531383139353634322C3233373924
1249,2025-05-18 19:58:45.681,"+RESP:GTGEO,500700,868574042858816,,,71,1,1,44.3,261,5.1,-75.501939,10.388592,20250518195845,0732,0101,3AB6,BBA422D,04,12,37968.8,20250518195845,237C$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C37312C312C312C34342E332C3236312C352E312C2D37352E3530313933392C31302E3338383539322C32303235303531383139353834352C303733322C303130312C334142362C424241343232442C30342C31322C33373936382E382C32303235303531383139353834352C3233374324
1250,2025-05-18 19:58:54.143,"+RESP:GTGEO,500700,868574042858816,,,70,1,1,22.1,260,5.2,-75.502690,10.388453,20250518195854,0732,0101,3AB6,BBA422D,04,12,37968.9,20250518195854,237D$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C37302C312C312C32322E312C3236302C352E322C2D37352E3530323639302C31302E3338383435332C32303235303531383139353835342C303733322C303130312C334142362C424241343232442C30342C31322C33373936382E392C32303235303531383139353835342C3233374424
1274,2025-05-18 20:13:04.755,"+RESP:GTGEO,500700,868574042858816,,,81,1,1,40.1,300,7.9,-75.525864,10.406326,20250518201302,0732,0101,3AB6,BBACD7A,04,8,37973.6,20250518201302,2395$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C38312C312C312C34302E312C3330302C372E392C2D37352E3532353836342C31302E3430363332362C32303235303531383230313330322C303733322C303130312C334142362C424241434437412C30342C382C33373937332E362C32303235303531383230313330322C3233393524
1275,2025-05-18 20:13:14.289,"+RESP:GTGEO,500700,868574042858816,,,80,1,1,19.0,307,11.6,-75.526490,10.406762,20250518201314,0732,0101,3AB6,BBAAF20,04,12,37973.7,20250518201314,2396$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C38302C312C312C31392E302C3330372C31312E362C2D37352E3532363439302C31302E3430363736322C32303235303531383230313331342C303733322C303130312C334142362C424241414632302C30342C31322C33373937332E372C32303235303531383230313331342C3233393624
1301,2025-05-18 20:25:34.053,"+RESP:GTGEO,500700,868574042858816,,,91,1,1,39.3,310,5.9,-75.541634,10.427055,20250518202534,0732,0101,3AB6,BBA392D,04,12,37977.5,20250518202534,23B0$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C39312C312C312C33392E332C3331302C352E392C2D37352E3534313633342C31302E3432373035352C32303235303531383230323533342C303733322C303130312C334142362C424241333932442C30342C31322C33373937372E352C32303235303531383230323533342C3233423024
1302,2025-05-18 20:26:01.435,"+RESP:GTGEO,500700,868574042858816,,,90,1,1,32.8,277,4.5,-75.542629,10.427493,20250518202601,0732,0101,3AB6,BBAAE7F,04,12,37977.6,20250518202601,23B1$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C39302C312C312C33322E382C3237372C342E352C2D37352E3534323632392C31302E3432373439332C32303235303531383230323630312C303733322C303130312C334142362C424241414537462C30342C31322C33373937372E362C32303235303531383230323630312C3233423124
1354,2025-05-18 20:51:05.438,"+RESP:GTGEO,500700,868574042858816,,,A1,1,1,0.1,49,7.7,-75.557307,10.399694,20250518205105,0732,0101,3AB6,BBAAF5B,04,12,37986.4,20250518205105,23E5$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C41312C312C312C302E312C34392C372E372C2D37352E3535373330372C31302E3339393639342C32303235303531383230353130352C303733322C303130312C334142362C424241414635422C30342C31322C33373938362E342C32303235303531383230353130352C3233453524
1356,2025-05-18 20:52:05.948,"+RESP:GTGEO,500700,868574042858816,,,A0,1,1,11.9,46,7.8,-75.556703,10.400247,20250518205205,0732,0101,3AB6,BBAAC99,04,12,37986.5,20250518205205,23E7$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C41302C312C312C31312E392C34362C372E382C2D37352E3535363730332C31302E3430303234372C32303235303531383230353230352C303733322C303130312C334142362C424241414339392C30342C31322C33373938362E352C32303235303531383230353230352C3233453724
1378,2025-05-18 21:05:01.437,"+RESP:GTGEO,500700,868574042858816,,,11,1,1,32.8,244,4.4,-75.534731,10.432610,20250518210501,0732,0101,3AB6,BBAAF0D,04,12,37992.5,20250518210501,23FD$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C31312C312C312C33322E382C3234342C342E342C2D37352E3533343733312C31302E3433323631302C32303235303531383231303530312C303733322C303130312C334142362C424241414630442C30342C31322C33373939322E352C32303235303531383231303530312C3233464424
1379,2025-05-18 21:05:16.382,"+RESP:GTGEO,500700,868574042858816,,,10,1,1,14.5,233,5.4,-75.535664,10.431903,20250518210516,0732,0101,3AB6,BBAAF0D,04,12,37992.6,20250518210516,23FE$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C31302C312C312C31342E352C3233332C352E342C2D37352E3533353636342C31302E3433313930332C32303235303531383231303531362C303733322C303130312C334142362C424241414630442C30342C31322C33373939322E362C32303235303531383231303531362C3233464524
1402,2025-05-18 21:18:30.723,"+RESP:GTGEO,500700,868574042858816,,,C1,1,1,5.5,92,5.7,-75.538451,10.419685,20250518211831,0732,0101,3AB6,BBA3EBC,04,12,37994.5,20250518211830,2415$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C43312C312C312C352E352C39322C352E372C2D37352E3533383435312C31302E3431393638352C32303235303531383231313833312C303733322C303130312C334142362C424241334542432C30342C31322C33373939342E352C32303235303531383231313833302C3234313524
1403,2025-05-18 21:18:53.657,"+RESP:GTGEO,500700,868574042858816,,,C0,1,1,29.5,76,3.7,-75.537262,10.419760,20250518211852,0732,0101,3AB6,BBAD216,04,12,37994.6,20250518211851,2416$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C43302C312C312C32392E352C37362C332E372C2D37352E3533373236322C31302E3431393736302C32303235303531383231313835322C303733322C303130312C334142362C424241443231362C30342C31322C33373939342E362C32303235303531383231313835312C3234313624
1429,2025-05-18 21:29:40.470,"+RESP:GTGEO,500700,868574042858816,,,81,1,1,44.4,110,5.5,-75.526454,10.406332,20250518212940,0732,0101,3AB6,BBAAF20,04,12,37998.2,20250518212940,2430$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C38312C312C312C34342E342C3131302C352E352C2D37352E3532363435342C31302E3430363333322C32303235303531383231323934302C303733322C303130312C334142362C424241414632302C30342C31322C33373939382E322C32303235303531383231323934302C3234333024
1430,2025-05-18 21:29:52.441,"+RESP:GTGEO,500700,868574042858816,,,80,1,1,45.9,112,9.2,-75.525302,10.405894,20250518212952,0732,0101,3AB6,BBAAF20,04,12,37998.3,20250518212951,2431$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C38302C312C312C34352E392C3131322C392E322C2D37352E3532353330322C31302E3430353839342C32303235303531383231323935322C303733322C303130312C334142362C424241414632302C30342C31322C33373939382E332C32303235303531383231323935312C3234333124
1434,2025-05-18 21:30:37.548,"+RESP:GTGEO,500700,868574042858816,,,21,1,1,33.2,153,4.5,-75.521469,10.405066,20250518213037,0732,0101,3AB6,BBA40A8,04,12,37998.8,20250518213037,2435$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C32312C312C312C33332E322C3135332C342E352C2D37352E3532313436392C31302E3430353036362C32303235303531383231333033372C303733322C303130312C334142362C424241343041382C30342C31322C33373939382E382C32303235303531383231333033372C3234333524
1435,2025-05-18 21:30:46.303,"+RESP:GTGEO,500700,868574042858816,,,20,1,1,26.2,183,4.5,-75.521479,10.404227,20250518213046,0732,0101,3AB6,BBA40A8,04,12,37998.9,20250518213046,2436$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C32302C312C312C32362E322C3138332C342E352C2D37352E3532313437392C31302E3430343232372C32303235303531383231333034362C303733322C303130312C334142362C424241343041382C30342C31322C33373939382E392C32303235303531383231333034362C3234333624
1453,2025-05-18 21:39:17.647,"+RESP:GTGEO,500700,868574042858816,,,71,1,1,41.9,77,7.8,-75.501937,10.388467,20250518213918,0732,0101,0E28,42C8,04,12,38004.3,20250518213918,2448$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C37312C312C312C34312E392C37372C372E382C2D37352E3530313933372C31302E3338383436372C32303235303531383231333931382C303733322C303130312C304532382C343243382C30342C31322C33383030342E332C32303235303531383231333931382C3234343824
1454,2025-05-18 21:39:26.546,"+RESP:GTGEO,500700,868574042858816,,,70,1,1,55.2,81,9.1,-75.500788,10.388682,20250518213927,0732,0101,0E28,42C8,04,12,38004.4,20250518213926,2449$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C37302C312C312C35352E322C38312C392E312C2D37352E3530303738382C31302E3338383638322C32303235303531383231333932372C303733322C303130312C304532382C343243382C30342C31322C33383030342E342C32303235303531383231333932362C3234343924
1458,2025-05-18 21:41:51.269,"+RESP:GTGEO,500700,868574042858816,,,61,1,1,35.3,67,14.1,-75.489024,10.390751,20250518214151,0732,0101,3AB6,BBAAD8C,04,12,38005.7,20250518214151,244D$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C36312C312C312C33352E332C36372C31342E312C2D37352E3438393032342C31302E3339303735312C32303235303531383231343135312C303733322C303130312C334142362C424241414438432C30342C31322C33383030352E372C32303235303531383231343135312C3234344424
1460,2025-05-18 21:42:17.707,"+RESP:GTGEO,500700,868574042858816,,,60,1,1,18.7,140,14.7,-75.488177,10.390797,20250518214218,0732,0101,3AB6,BBAAED1,04,12,38005.9,20250518214218,244F$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C36302C312C312C31382E372C3134302C31342E372C2D37352E3438383137372C31302E3339303739372C32303235303531383231343231382C303733322C303130312C334142362C424241414544312C30342C31322C33383030352E392C32303235303531383231343231382C3234344624
1485,2025-05-18 21:55:13.146,"+RESP:GTGEO,500700,868574042858816,,,51,1,1,32.7,3,16.0,-75.471517,10.378014,20250518215513,0732,0101,3AB6,BBA430A,04,12,38010.7,20250518215513,2468$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C35312C312C312C33322E372C332C31362E302C2D37352E3437313531372C31302E3337383031342C32303235303531383231353531332C303733322C303130312C334142362C424241343330412C30342C31322C33383031302E372C32303235303531383231353531332C3234363824
1486,2025-05-18 21:55:37.877,"+RESP:GTGEO,500700,868574042858816,,,50,1,1,14.8,30,10.9,-75.471343,10.378918,20250518215537,0732,0101,3AB6,BBA3F84,04,12,38010.8,20250518215536,2469$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C35302C312C312C31342E382C33302C31302E392C2D37352E3437313334332C31302E3337383931382C32303235303531383231353533372C303733322C303130312C334142362C424241334638342C30342C31322C33383031302E382C32303235303531383231353533362C3234363924
1501,2025-05-18 22:02:17.455,"+RESP:GTGEO,500700,868574042858816,,,31,1,1,40.4,130,17.4,-75.458839,10.374792,20250518220213,0732,0101,3AB6,BBA4308,04,12,38013.2,20250518220213,2478$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C33312C312C312C34302E342C3133302C31372E342C2D37352E3435383833392C31302E3337343739322C32303235303531383232303231332C303733322C303130312C334142362C424241343330382C30342C31322C33383031332E322C32303235303531383232303231332C3234373824
1502,2025-05-18 22:02:22.229,"+RESP:GTGEO,500700,868574042858816,,,30,1,1,43.8,129,16.9,-75.458083,10.374185,20250518220222,0732,0101,3AB6,BBAAF67,04,12,38013.3,20250518220222,2479$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C33302C312C312C34332E382C3132392C31362E392C2D37352E3435383038332C31302E3337343138352C32303235303531383232303232322C303733322C303130312C334142362C424241414636372C30342C31322C33383031332E332C32303235303531383232303232322C3234373924
1534,2025-05-18 22:16:04.408,"+RESP:GTGEO,500700,868574042858816,,,01,1,1,5.4,352,9.0,-75.456940,10.401577,20250518221604,0732,0101,3AB6,BBACE24,04,12,38021.7,20250518221604,2498$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C30312C312C312C352E342C3335322C392E302C2D37352E3435363934302C31302E3430313537372C32303235303531383232313630342C303733322C303130312C334142362C424241434532342C30342C31322C33383032312E372C32303235303531383232313630342C3234393824
1537,2025-05-18 22:17:14.352,"+RESP:GTGEO,500700,868574042858816,,,00,1,1,8.2,75,15.2,-75.456456,10.402002,20250518221714,0732,0101,3AB6,BBACE24,04,12,38021.8,20250518221714,249B$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C30302C312C312C382E322C37352C31352E322C2D37352E3435363435362C31302E3430323030322C32303235303531383232313731342C303733322C303130312C334142362C424241434532342C30342C31322C33383032312E382C32303235303531383232313731342C3234394224
1540,2025-05-18 22:17:23.590,"+RESP:GTGEO,500700,868574042858816,,,01,1,1,8.4,299,15.1,-75.456543,10.402091,20250518221723,0732,0101,3AB6,BBACE24,04,12,38021.8,20250518221723,249E$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C30312C312C312C382E342C3239392C31352E312C2D37352E3435363534332C31302E3430323039312C32303235303531383232313732332C303733322C303130312C334142362C424241434532342C30342C31322C33383032312E382C32303235303531383232313732332C3234394524
1564,2025-05-18 22:37:11.933,"+RESP:GTGEO,500700,868574042858816,,,00,1,1,14.2,176,12.0,-75.456771,10.401525,20250518223712,0732,0101,3AB6,BBACE24,04,12,38021.9,20250518223711,24B6$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C30302C312C312C31342E322C3137362C31322E302C2D37352E3435363737312C31302E3430313532352C32303235303531383232333731322C303733322C303130312C334142362C424241434532342C30342C31322C33383032312E392C32303235303531383232333731312C3234423624
1716,2025-05-19 10:58:23.852,"+RESP:GTGEO,500700,868574042858816,,,01,1,1,7.4,342,9.0,-75.456994,10.401572,20250519105945,0732,0101,3AB6,BBACE24,04,12,38037.2,20250519105944,254D$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C30312C312C312C372E342C3334322C392E302C2D37352E3435363939342C31302E3430313537322C32303235303531393130353934352C303733322C303130312C334142362C424241434532342C30342C31322C33383033372E322C32303235303531393130353934342C3235344424
1761,2025-05-19 11:37:40.925,"+RESP:GTGEO,500700,868574042858816,,,00,1,1,21.8,329,10.6,-75.457369,10.402444,20250519113902,0732,0101,3AB6,BBACE24,04,12,38037.3,20250519113902,257A$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C30302C312C312C32312E382C3332392C31302E362C2D37352E3435373336392C31302E3430323434342C32303235303531393131333930322C303733322C303130312C334142362C424241434532342C30342C31322C33383033372E332C32303235303531393131333930322C3235374124
1780,2025-05-19 11:51:04.705,"+RESP:GTGEO,500700,868574042858816,,,31,1,1,1.8,309,18.4,-75.458557,10.374691,20250519115226,0732,0101,3AB6,BBAAF67,04,12,38043.3,20250519115225,258D$",0x2B524553503A475447454F2C3530303730302C3836383537343034323835383831362C2C2C33312C312C312C312E382C3330392C31382E342C2D37352E3435383535372C31302E3337343639312C32303235303531393131353232362C303733322C303130312C334142362C424241414636372C30342C31322C33383034332E332C32303235303531393131353232352C3235384424
