,Created,Message,Status
12096,2025-05-30 11:44:00.533,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,11.2,296,5.1,-75.545516,10.431675,20250530114517,0732,0101,3AB6,BBAAE7F,04,12,31724.9,20250530114518,6393$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C31312E322C3239362C352E312C2D37352E3534353531362C31302E3433313637352C32303235303533303131343531372C303733322C303130312C334142362C424241414537462C30342C31322C33313732342E392C32303235303533303131343531382C3633393324
12112,2025-05-30 11:53:57.542,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,0.0,148,1.2,-75.560197,10.398737,20250530115514,0732,0101,3AB6,BBAAF5D,04,12,31729.6,20250530115515,63A3$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C302E302C3134382C312E322C2D37352E3536303139372C31302E3339383733372C32303235303533303131353531342C303733322C303130312C334142362C424241414635442C30342C31322C33313732392E362C32303235303533303131353531352C3633413324
12114,2025-05-30 11:54:30.138,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,21.0,144,1.7,-75.559786,10.398160,20250530115547,0732,0101,3AB6,BBAAF5D,04,12,31729.6,20250530115547,63A5$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C32312E302C3134342C312E372C2D37352E3535393738362C31302E3339383136302C32303235303533303131353534372C303733322C303130312C334142362C424241414635442C30342C31322C33313732392E362C32303235303533303131353534372C3633413524
12118,2025-05-30 11:55:59.314,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,0.0,56,4.2,-75.556970,10.396642,20250530115714,0732,0101,3AB6,BBAD62F,04,12,31730.1,20250530115714,63A9$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C302E302C35362C342E322C2D37352E3535363937302C31302E3339363634322C32303235303533303131353731342C303733322C303130312C334142362C424241443632462C30342C31322C33313733302E312C32303235303533303131353731342C3633413924
12120,2025-05-30 11:56:16.414,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,15.0,50,5.9,-75.556292,10.397185,20250530115733,0732,0101,3AB6,BBAD62F,04,12,31730.2,20250530115733,63AB$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C31352E302C35302C352E392C2D37352E3535363239322C31302E3339373138352C32303235303533303131353733332C303733322C303130312C334142362C424241443632462C30342C31322C33313733302E322C32303235303533303131353733332C3633414224
12121,2025-05-30 11:56:31.499,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,0.0,52,6.3,-75.556200,10.397248,20250530115748,0732,0101,3AB6,BBAD62F,04,12,31730.2,20250530115748,63AC$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C302E302C35322C362E332C2D37352E3535363230302C31302E3339373234382C32303235303533303131353734382C303733322C303130312C334142362C424241443632462C30342C31322C33313733302E322C32303235303533303131353734382C3633414324
12123,2025-05-30 11:56:58.391,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,39.1,122,5.5,-75.555227,10.396738,20250530115815,0732,0101,3AB6,BBAAF17,04,12,31730.3,20250530115815,63AE$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C33392E312C3132322C352E352C2D37352E3535353232372C31302E3339363733382C32303235303533303131353831352C303733322C303130312C334142362C424241414631372C30342C31322C33313733302E332C32303235303533303131353831352C3633414524
12125,2025-05-30 11:57:17.222,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,0.0,124,4.9,-75.554950,10.396583,20250530115833,0732,0101,3AB6,BBAAF17,04,12,31730.4,20250530115833,63B0$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C302E302C3132342C342E392C2D37352E3535343935302C31302E3339363538332C32303235303533303131353833332C303733322C303130312C334142362C424241414631372C30342C31322C33313733302E342C32303235303533303131353833332C3633423024
12126,2025-05-30 11:57:34.690,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,37.3,119,4.7,-75.553844,10.395981,20250530115851,0732,0101,3AB6,BBAAF16,04,12,31730.5,20250530115851,63B1$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C33372E332C3131392C342E372C2D37352E3535333834342C31302E3339353938312C32303235303533303131353835312C303733322C303130312C334142362C424241414631362C30342C31322C33313733302E352C32303235303533303131353835312C3633423124
12128,2025-05-30 11:58:45.109,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,8.5,130,20.8,-75.550247,10.393754,20250530120002,0732,0101,3AB6,BBAAEA8,04,12,31730.9,20250530120002,63B3$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C382E352C3133302C32302E382C2D37352E3535303234372C31302E3339333735342C32303235303533303132303030322C303733322C303130312C334142362C424241414541382C30342C31322C33313733302E392C32303235303533303132303030322C3633423324
12129,2025-05-30 11:59:05.219,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,8.5,130,20.8,-75.550247,10.393754,20250530120002,0732,0101,3AB6,BBAAEA8,04,12,31730.9,20250530120002,63B3$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C382E352C3133302C32302E382C2D37352E3535303234372C31302E3339333735342C32303235303533303132303030322C303733322C303130312C334142362C424241414541382C30342C31322C33313733302E392C32303235303533303132303030322C3633423324
12131,2025-05-30 11:59:22.358,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,10.2,120,29.3,-75.548319,10.392583,20250530120039,0732,0101,3AB6,BBAAEA8,04,12,31731.2,20250530120039,63B5$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C31302E322C3132302C32392E332C2D37352E3534383331392C31302E3339323538332C32303235303533303132303033392C303733322C303130312C334142362C424241414541382C30342C31322C33313733312E322C32303235303533303132303033392C3633423524
12133,2025-05-30 11:59:52.206,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,0.0,32,23.5,-75.547781,10.393312,20250530120109,0732,0101,3AB6,BBAAEA8,04,12,31731.3,20250530120109,63B7$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C302E302C33322C32332E352C2D37352E3534373738312C31302E3339333331322C32303235303533303132303130392C303733322C303130312C334142362C424241414541382C30342C31322C33313733312E332C32303235303533303132303130392C3633423724
12138,2025-05-30 12:00:34.234,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,34.2,301,18.6,-75.548461,10.393855,20250530120151,0732,0101,3AB6,BBAD64E,04,12,31731.4,20250530120151,63BC$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C33342E322C3330312C31382E362C2D37352E3534383436312C31302E3339333835352C32303235303533303132303135312C303733322C303130312C334142362C424241443634452C30342C31322C33313733312E342C32303235303533303132303135312C3633424324
12142,2025-05-30 12:01:10.467,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,0.0,215,14.5,-75.549187,10.393360,20250530120227,0732,0101,3AB6,BBAAEA8,04,12,31731.5,20250530120227,63C0$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C302E302C3231352C31342E352C2D37352E3534393138372C31302E3339333336302C32303235303533303132303232372C303733322C303130312C334142362C424241414541382C30342C31322C33313733312E352C32303235303533303132303232372C3633433024
12148,2025-05-30 12:03:52.475,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,26.3,302,27.1,-75.550290,10.393635,20250530120509,0732,0101,3AB6,BBAAEA8,04,12,31731.7,20250530120509,63C6$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C32362E332C3330322C32372E312C2D37352E3535303239302C31302E3339333633352C32303235303533303132303530392C303733322C303130312C334142362C424241414541382C30342C31322C33313733312E372C32303235303533303132303530392C3633433624
12150,2025-05-30 12:04:25.173,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,0.0,304,22.7,-75.551447,10.394363,20250530120542,0732,0101,3AB6,BBAAEA8,04,12,31731.8,20250530120542,63C8$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C302E302C3330342C32322E372C2D37352E3535313434372C31302E3339343336332C32303235303533303132303534322C303733322C303130312C334142362C424241414541382C30342C31322C33313733312E382C32303235303533303132303534322C3633433824
12151,2025-05-30 12:05:01.513,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,35.8,301,18.3,-75.552635,10.395055,20250530120618,0732,0101,3AB6,BBAAEA8,04,12,31732.0,20250530120618,63C9$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C33352E382C3330312C31382E332C2D37352E3535323633352C31302E3339353035352C32303235303533303132303631382C303733322C303130312C334142362C424241414541382C30342C31322C33313733322E302C32303235303533303132303631382C3633433924
12165,2025-05-30 12:10:59.468,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,0.0,6,6.6,-75.550214,10.413611,20250530121216,0732,0101,3AB6,BBA4561,04,12,31734.8,20250530121216,63D7$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C302E302C362C362E362C2D37352E3535303231342C31302E3431333631312C32303235303533303132313231362C303733322C303130312C334142362C424241343536312C30342C31322C33313733342E382C32303235303533303132313231362C3633443724
12167,2025-05-30 12:11:17.281,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,33.9,334,5.1,-75.550334,10.414489,20250530121234,0732,0101,3AB6,BBA4561,04,12,31734.9,20250530121234,63D9$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C33332E392C3333342C352E312C2D37352E3535303333342C31302E3431343438392C32303235303533303132313233342C303733322C303130312C334142362C424241343536312C30342C31322C33313733342E392C32303235303533303132313233342C3633443924
12172,2025-05-30 12:14:54.404,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,0.0,43,7.7,-75.546349,10.431281,20250530121611,0732,0101,3AB6,BBAAE7F,04,12,31737.3,20250530121611,63DE$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C302E302C34332C372E372C2D37352E3534363334392C31302E3433313238312C32303235303533303132313631312C303733322C303130312C334142362C424241414537462C30342C31322C33313733372E332C32303235303533303132313631312C3633444524
12174,2025-05-30 12:15:20.577,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,25.7,67,8.3,-75.545760,10.431616,20250530121635,0732,0101,3AB6,BBAAE7F,04,12,31737.4,20250530121635,63E0$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C32352E372C36372C382E332C2D37352E3534353736302C31302E3433313631362C32303235303533303132313633352C303733322C303130312C334142362C424241414537462C30342C31322C33313733372E342C32303235303533303132313633352C3633453024
12178,2025-05-30 12:17:51.328,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,0.0,59,6.2,-75.536783,10.436228,20250530121908,0732,0101,3AB6,BBA40BA,04,12,31738.5,20250530121908,63E4$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C302E302C35392C362E322C2D37352E3533363738332C31302E3433363232382C32303235303533303132313930382C303733322C303130312C334142362C424241343042412C30342C31322C33313733382E352C32303235303533303132313930382C3633453424
12180,2025-05-30 12:18:57.480,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,20.3,132,6.2,-75.536333,10.436155,20250530122014,0732,0101,3AB6,BBA40BA,04,12,31738.5,20250530122014,63E6$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C32302E332C3133322C362E322C2D37352E3533363333332C31302E3433363135352C32303235303533303132323031342C303733322C303130312C334142362C424241343042412C30342C31322C33313733382E352C32303235303533303132323031342C3633453624
12186,2025-05-30 12:21:18.638,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,0.0,230,13.7,-75.535679,10.431833,20250530122235,0732,0101,3AB6,BBAAE7F,04,12,31739.2,20250530122235,63EC$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C302E302C3233302C31332E372C2D37352E3533353637392C31302E3433313833332C32303235303533303132323233352C303733322C303130312C334142362C424241414537462C30342C31322C33313733392E322C32303235303533303132323233352C3633454324
12189,2025-05-30 12:23:24.441,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,13.2,232,11.8,-75.536201,10.431415,20250530122441,0732,0101,3AB6,BBAAE7F,04,12,31739.3,20250530122441,63EF$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C31332E322C3233322C31312E382C2D37352E3533363230312C31302E3433313431352C32303235303533303132323434312C303733322C303130312C334142362C424241414537462C30342C31322C33313733392E332C32303235303533303132323434312C3633454624
12191,2025-05-30 12:24:45.180,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,0.0,214,3.7,-75.537205,10.430044,20250530122535,0732,0101,3AB6,BBAAE7F,04,12,31739.5,20250530122535,63F1$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C302E302C3231342C332E372C2D37352E3533373230352C31302E3433303034342C32303235303533303132323533352C303733322C303130312C334142362C424241414537462C30342C31322C33313733392E352C32303235303533303132323533352C3633463124
12192,2025-05-30 12:24:55.709,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,27.9,203,-0.2,-75.537545,10.429302,20250530122611,0732,0101,3AB6,BBAAE7F,04,12,31739.5,20250530122611,63F2$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C32372E392C3230332C2D302E322C2D37352E3533373534352C31302E3432393330322C32303235303533303132323631312C303733322C303130312C334142362C424241414537462C30342C31322C33313733392E352C32303235303533303132323631312C3633463224
12196,2025-05-30 12:26:06.523,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,0.0,214,-2.1,-75.539361,10.425664,20250530122723,0732,0101,3AB6,BBA40BC,04,12,31740.0,20250530122723,63F6$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C302E302C3231342C2D322E312C2D37352E3533393336312C31302E3432353636342C32303235303533303132323732332C303733322C303130312C334142362C424241343042432C30342C31322C33313734302E302C32303235303533303132323732332C3633463624
12197,2025-05-30 12:26:42.413,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,15.8,212,0.5,-75.539662,10.425157,20250530122759,0732,0101,3AB6,BBA392D,04,12,31740.1,20250530122759,63F7$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C31352E382C3231322C302E352C2D37352E3533393636322C31302E3432353135372C32303235303533303132323735392C303733322C303130312C334142362C424241333932442C30342C31322C33313734302E312C32303235303533303132323735392C3633463724
12198,2025-05-30 12:27:03.953,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,0.0,209,2.1,-75.539809,10.424869,20250530122820,0732,0101,3AB6,BBA392D,04,12,31740.1,20250530122820,63F8$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C302E302C3230392C322E312C2D37352E3533393830392C31302E3432343836392C32303235303533303132323832302C303733322C303130312C334142362C424241333932442C30342C31322C33313734302E312C32303235303533303132323832302C3633463824
12200,2025-05-30 12:27:18.702,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,18.7,176,0.4,-75.539746,10.424354,20250530122835,0732,0101,3AB6,BBA392D,04,12,31740.1,20250530122836,63FA$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C31382E372C3137362C302E342C2D37352E3533393734362C31302E3432343335342C32303235303533303132323833352C303733322C303130312C334142362C424241333932442C30342C31322C33313734302E312C32303235303533303132323833362C3633464124
12202,2025-05-30 12:28:57.235,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,0.0,156,1.8,-75.541354,10.420340,20250530123014,0732,0101,3AB6,BBAD233,04,12,31740.7,20250530123014,63FC$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C302E302C3135362C312E382C2D37352E3534313335342C31302E3432303334302C32303235303533303132333031342C303733322C303130312C334142362C424241443233332C30342C31322C33313734302E372C32303235303533303132333031342C3633464324
12207,2025-05-30 12:30:54.328,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,38.2,100,5.8,-75.539767,10.419793,20250530123211,0732,0101,3AB6,BBA3EBE,04,12,31740.9,20250530123211,6401$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C33382E322C3130302C352E382C2D37352E3533393736372C31302E3431393739332C32303235303533303132333231312C303733322C303130312C334142362C424241334542452C30342C31322C33313734302E392C32303235303533303132333231312C3634303124
12212,2025-05-30 12:33:45.521,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,0.0,125,6.3,-75.531903,10.414805,20250530123502,0732,0101,3AB6,BBAACDC,04,12,31742.0,20250530123502,6406$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C302E302C3132352C362E332C2D37352E3533313930332C31302E3431343830352C32303235303533303132333530322C303733322C303130312C334142362C424241414344432C30342C31322C33313734322E302C32303235303533303132333530322C3634303624
12215,2025-05-30 12:34:26.716,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,14.3,235,3.2,-75.532800,10.414095,20250530123543,0732,0101,3AB6,BBAACDC,04,12,31742.1,20250530123543,6409$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C31342E332C3233352C332E322C2D37352E3533323830302C31302E3431343039352C32303235303533303132333534332C303733322C303130312C334142362C424241414344432C30342C31322C33313734322E312C32303235303533303132333534332C3634303924
12216,2025-05-30 12:34:42.308,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,0.0,233,4.6,-75.532858,10.414031,20250530123558,0732,0101,3AB6,BBAACDD,04,12,31742.1,20250530123558,640A$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C302E302C3233332C342E362C2D37352E3533323835382C31302E3431343033312C32303235303533303132333535382C303733322C303130312C334142362C424241414344442C30342C31322C33313734322E312C32303235303533303132333535382C3634304124
12218,2025-05-30 12:35:29.317,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,16.0,233,6.2,-75.533462,10.413565,20250530123646,0732,0101,3AB6,BBAACDD,04,12,31742.2,20250530123646,640C$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C31362E302C3233332C362E322C2D37352E3533333436322C31302E3431333536352C32303235303533303132333634362C303733322C303130312C334142362C424241414344442C30342C31322C33313734322E322C32303235303533303132333634362C3634304324
12219,2025-05-30 12:35:47.591,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,0.0,234,4.4,-75.533591,10.413484,20250530123704,0732,0101,3AB6,BBAACDD,04,12,31742.2,20250530123704,640D$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C302E302C3233342C342E342C2D37352E3533333539312C31302E3431333438342C32303235303533303132333730342C303733322C303130312C334142362C424241414344442C30342C31322C33313734322E322C32303235303533303132333730342C3634304424
12224,2025-05-30 12:37:26.548,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,19.8,334,6.0,-75.534196,10.414000,20250530123843,0732,0101,3AB6,BBAAE57,04,12,31742.3,20250530123843,6412$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C31392E382C3333342C362E302C2D37352E3533343139362C31302E3431343030302C32303235303533303132333834332C303733322C303130312C334142362C424241414535372C30342C31322C33313734322E332C32303235303533303132333834332C3634313224
12226,2025-05-30 12:38:35.910,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,5.4,304,7.2,-75.535768,10.416038,20250530123952,0732,0101,3AB6,BBAAE57,04,12,31742.6,20250530123953,6414$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C352E342C3330342C372E322C2D37352E3533353736382C31302E3431363033382C32303235303533303132333935322C303733322C303130312C334142362C424241414535372C30342C31322C33313734322E362C32303235303533303132333935332C3634313424
12228,2025-05-30 12:38:53.887,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,31.8,234,7.9,-75.536690,10.415471,20250530124010,0732,0101,3AB6,BBAAE57,04,12,31742.8,20250530124010,6416$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C33312E382C3233342C372E392C2D37352E3533363639302C31302E3431353437312C32303235303533303132343031302C303733322C303130312C334142362C424241414535372C30342C31322C33313734322E382C32303235303533303132343031302C3634313624
12230,2025-05-30 12:39:20.243,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,2.0,235,8.9,-75.537448,10.414929,20250530124037,0732,0101,3AB6,BBAAE59,04,12,31742.9,20250530124037,6418$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C322E302C3233352C382E392C2D37352E3533373434382C31302E3431343932392C32303235303533303132343033372C303733322C303130312C334142362C424241414535392C30342C31322C33313734322E392C32303235303533303132343033372C3634313824
12234,2025-05-30 12:40:53.369,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,18.6,151,8.3,-75.537774,10.413968,20250530124210,0732,0101,3AB6,BBAAE59,04,12,31743.0,20250530124210,641C$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C31382E362C3135312C382E332C2D37352E3533373737342C31302E3431333936382C32303235303533303132343231302C303733322C303130312C334142362C424241414535392C30342C31322C33313734332E302C32303235303533303132343231302C3634314324
12236,2025-05-30 12:41:50.512,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,0.0,147,8.3,-75.537002,10.412686,20250530124307,0732,0101,3AB6,BBAAE59,04,12,31743.2,20250530124307,641E$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C302E302C3134372C382E332C2D37352E3533373030322C31302E3431323638362C32303235303533303132343330372C303733322C303130312C334142362C424241414535392C30342C31322C33313734332E322C32303235303533303132343330372C3634314524
12239,2025-05-30 12:43:20.631,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,21.8,148,16.6,-75.536291,10.411535,20250530124437,0732,0101,3AB6,BBAAE58,04,12,31743.3,20250530124437,6421$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C32312E382C3134382C31362E362C2D37352E3533363239312C31302E3431313533352C32303235303533303132343433372C303733322C303130312C334142362C424241414535382C30342C31322C33313734332E332C32303235303533303132343433372C3634323124
12240,2025-05-30 12:43:44.387,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,8.3,157,13.5,-75.535950,10.410900,20250530124501,0732,0101,3AB6,BBAAF7F,04,12,31743.4,20250530124501,6422$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C382E332C3135372C31332E352C2D37352E3533353935302C31302E3431303930302C32303235303533303132343530312C303733322C303130312C334142362C424241414637462C30342C31322C33313734332E342C32303235303533303132343530312C3634323224
12242,2025-05-30 12:44:13.717,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,13.8,151,15.9,-75.535275,10.409844,20250530124531,0732,0101,3AB6,BBAAF80,04,12,31743.5,20250530124531,6424$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C31332E382C3135312C31352E392C2D37352E3533353237352C31302E3430393834342C32303235303533303132343533312C303733322C303130312C334142362C424241414638302C30342C31322C33313734332E352C32303235303533303132343533312C3634323424
12255,2025-05-30 12:48:23.302,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,0.0,184,7.2,-75.521470,10.404465,20250530124940,0732,0101,3AB6,BBA40A8,04,12,31745.4,20250530124940,6431$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C302E302C3138342C372E322C2D37352E3532313437302C31302E3430343436352C32303235303533303132343934302C303733322C303130312C334142362C424241343041382C30342C31322C33313734352E342C32303235303533303132343934302C3634333124
12261,2025-05-30 12:51:17.603,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,13.8,183,15.7,-75.521448,10.403552,20250530125234,0732,0101,3AB6,BBAD657,04,12,31745.5,20250530125235,6437$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C31332E382C3138332C31352E372C2D37352E3532313434382C31302E3430333535322C32303235303533303132353233342C303733322C303130312C334142362C424241443635372C30342C31322C33313734352E352C32303235303533303132353233352C3634333724
12268,2025-05-30 12:56:26.248,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,8.9,179,8.8,-75.522110,10.392081,20250530125743,0732,0101,3AB6,BBA36A6,04,12,31746.8,20250530125743,643E$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C382E392C3137392C382E382C2D37352E3532323131302C31302E3339323038312C32303235303533303132353734332C303733322C303130312C334142362C424241333641362C30342C31322C33313734362E382C32303235303533303132353734332C3634334524
12269,2025-05-30 12:56:43.453,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,21.0,184,8.5,-75.522178,10.391170,20250530125758,0732,0101,3AB6,BBA36A6,04,12,31746.8,20250530125758,643F$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C32312E302C3138342C382E352C2D37352E3532323137382C31302E3339313137302C32303235303533303132353735382C303733322C303130312C334142362C424241333641362C30342C31322C33313734362E382C32303235303533303132353735382C3634334624
12273,2025-05-30 12:57:27.098,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,0.0,148,8.5,-75.522086,10.389134,20250530125843,0732,0101,3AB6,BBA36A7,04,12,31747.1,20250530125843,6443$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C302E302C3134382C382E352C2D37352E3532323038362C31302E3338393133342C32303235303533303132353834332C303733322C303130312C334142362C424241333641372C30342C31322C33313734372E312C32303235303533303132353834332C3634343324
12276,2025-05-30 12:58:14.572,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,19.7,94,4.8,-75.520924,10.388794,20250530125931,0732,0101,3AB6,BBA36A7,04,12,31747.2,20250530125931,6446$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C31392E372C39342C342E382C2D37352E3532303932342C31302E3338383739342C32303235303533303132353933312C303733322C303130312C334142362C424241333641372C30342C31322C33313734372E322C32303235303533303132353933312C3634343624
12284,2025-05-30 13:03:27.006,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,0.0,87,8.9,-75.502893,10.380172,20250530130443,0732,0101,3AB6,BBA42BA,04,12,31749.7,20250530130443,644E$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C302E302C38372C382E392C2D37352E3530323839332C31302E3338303137322C32303235303533303133303434332C303733322C303130312C334142362C424241343242412C30342C31322C33313734392E372C32303235303533303133303434332C3634344524
12288,2025-05-30 13:04:26.438,"+RESP:GTSPD,500700,868574042857057,,,00,1,1,13.9,27,5.0,-75.501983,10.381120,20250530130543,0732,0101,3AB6,BBA42B8,04,12,31749.8,20250530130543,6452$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30302C312C312C31332E392C32372C352E302C2D37352E3530313938332C31302E3338313132302C32303235303533303133303534332C303733322C303130312C334142362C424241343242382C30342C31322C33313734392E382C32303235303533303133303534332C3634353224
12308,2025-05-30 13:14:59.469,"+RESP:GTSPD,500700,868574042857057,,,01,1,1,0.0,194,19.7,-75.480645,10.375736,20250530131616,0732,0101,3AB6,BBACE07,04,12,31755.0,20250530131616,6466$",0x2B524553503A47545350442C3530303730302C3836383537343034323835373035372C2C2C30312C312C312C302E302C3139342C31392E372C2D37352E3438303634352C31302E3337353733362C32303235303533303133313631362C303733322C303130312C334142362C424241434530372C30342C31322C33313735352E302C32303235303533303133313631362C3634363624
