,Device Name,Last Report Date,Create Time,IMEI,Device Type,Group,Iccid,MCU Firmware Version,Modem Version,Firmware Version,Configuration Version,Hardware Version,Battery Percentage,Battery Voltage,Platform Firmware Version,Last Platform Firmware Version,BT Firmware Version,BT Last Firmware Version,OBD Firmware Version,OBD Last Firmware Version,OBD Configuration Version,OBD Last Configuration Version,Backup Battery Charge State,Ignition State,CAN SN,CAN Module SW Version,Bootloader Version,BLE Bootloader Version,BLE Firmware Version,ECU Firmware Version,Wirepas Firmware Version,Wirepas Mesh API Version,Coprocessor Firmware Version,Wi-Fi Firmware Version,Modem Hardware Version
2257,868574042924725,2025-07-17 06:30:40,,868574042868310,GV55W,Default group,89571015021125252182,,,R00A12V03,0102,01.12,100.0,4.14,,,,,,,,,,,,,,,,,,,,,
2258,868574042924725,2025-07-17 15:52:34,,868574042843495,GV55W,Default group,89571016020105254605,,,R00A12V03,0102,01.12,100.0,4.14,,,,,,,,,,,,,,,,,,,,,
2259,868574042924725,2025-07-17 02:06:05,,868574042896295,GV55W,Default group,89571016023121579658,,,R00A12V03,0102,01.12,100.0,4.2,,,,,,,,,,,,,,,,,,,,,
2260,868574042924725,2025-07-17 11:28:49,,868574042882113,GV55W,Default group,89571015021078193821,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
2261,868574042924725,2025-07-15 13:04:39,,868574042864418,GV55W,Default group,89571015021016640750,,,R00A12V03,0102,01.12,14.0,3.64,,,,,,,,,,,,,,,,,,,,,
2262,868574042924725,2025-07-17 03:04:04,,868574042841325,GV55W,Default group,89571016023121578320,,,R00A12V03,0102,01.12,100.0,4.14,,,,,,,,,,,,,,,,,,,,,
2263,868574042924725,2025-07-16 22:03:25,,868574042887849,GV55W,Default group,89571016023121581431,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
2264,868574042924725,2025-07-17 02:58:01,,868574042885918,GV55W,Default group,89571011015066563510,,,R00A12V03,0102,01.12,86.0,4.0,,,,,,,,,,,,,,,,,,,,,
2265,868574042924725,2025-07-17 02:01:19,,868574042907811,GV55W,Default group,89571016027096433882,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
2266,868574042924725,2025-07-17 11:00:57,,868574042893227,GV55W,Default group,89571016026042878455,,,R00A12V03,0102,01.12,100.0,4.15,,,,,,,,,,,,,,,,,,,,,
2267,868574042924725,2024-10-13 17:35:45,,868574042876461,GV55W,Default group,89571016026042878950,,,R00A12V03,0102,01.12,0.0,3.17,,,,,,,,,,,,,,,,,,,,,
2268,868574042924725,2025-07-17 17:47:54,,868574042900162,GV55W,Default group,89571016026042878620,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
2269,868574042924725,2025-06-04 16:35:26,,868574042894878,GV55W,Default group,89571015021125251671,,,R00A12V03,0112,01.12,18.0,3.68,,,,,,,,,,,,,,,,,,,,,
2270,868574042924725,2025-07-17 17:07:00,,868574042911623,GV55W,Default group,89571016026042878919,,,R00A12V03,0102,01.12,100.0,4.17,,,,,,,,,,,,,,,,,,,,,
2271,868574042924725,2025-07-06 23:50:56,,868574042900691,GV55W,Default group,89571016027092433258,,,R00A12V03,0102,01.12,0.0,3.35,,,,,,,,,,,,,,,,,,,,,
2272,868574042924725,2025-07-17 02:15:05,,868574042918461,GV55W,Default group,89571016027096434047,,,R00A12V03,0102,01.12,100.0,4.12,,,,,,,,,,,,,,,,,,,,,
2273,868574042924725,2025-07-17 02:37:17,,868574042900279,GV55W,Default group,89571016026042878646,,,R00A12V03,0102,01.12,88.0,4.01,,,,,,,,,,,,,,,,,,,,,
2274,868574042924725,2025-01-31 02:55:29,,868574042921564,GV55W,Default group,89571016025024924345,,,R00A12V03,0102,01.12,13.0,3.63,,,,,,,,,,,,,,,,,,,,,
2275,868574042924725,2025-07-17 02:15:06,,868574042926514,GV55W,Default group,89571016027096434153,,,R00A12V03,0102,01.12,100.0,4.17,,,,,,,,,,,,,,,,,,,,,
2276,868574042924725,2025-07-17 05:16:28,,868574042901830,GV55W,Default group,89571016027092433043,,,R00A12V03,0102,01.12,100.0,4.19,,,,,,,,,,,,,,,,,,,,,
2277,868574042924725,2025-07-17 16:57:36,,868574042911912,GV55W,Default group,89571016027092433019,,,R00A12V03,0102,01.12,100.0,4.15,,,,,,,,,,,,,,,,,,,,,
2278,868574042924725,2025-07-17 02:15:24,,868574042911128,GV55W,Default group,89571016026042878802,,,R00A12V03,0102,01.12,96.0,4.09,,,,,,,,,,,,,,,,,,,,,
2279,868574042924725,2025-07-17 02:20:24,,868574042908785,GV55W,Default group,89571016027096434328,,,R00A12V03,0102,01.12,100.0,4.18,,,,,,,,,,,,,,,,,,,,,
2280,868574042924725,2024-11-08 02:01:08,,868574042908918,GV55W,Default group,89571015020100871693,,,R00A12V03,0102,01.12,100.0,4.12,,,,,,,,,,,,,,,,,,,,,
2281,868574042924725,2025-07-17 02:37:28,,868574042894209,GV55W,Default group,89571016023075932747,,,R00A12V03,0102,01.12,100.0,4.17,,,,,,,,,,,,,,,,,,,,,
2282,868574042924725,2024-10-02 14:41:38,,868574042877592,GV55W,Default group,89571016027096434039,,,R00A12V03,0000,01.12,0.0,1.4,,,,,,,,,,,,,,,,,,,,,
2283,868574042924725,,,868574042918875,GV55W,Default group,89571016027096434401,,,R00A12V03,0000,01.12,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2284,868574042924725,2025-07-17 02:17:23,,868574042926498,GV55W,Default group,89571016023075932853,,,R00A12V03,0102,01.12,96.0,4.09,,,,,,,,,,,,,,,,,,,,,
2285,868574042924725,2025-07-17 02:29:52,,868574042850789,GV55W,Default group,89571015025019101728,,,R00A12V03,0102,01.12,100.0,4.2,,,,,,,,,,,,,,,,,,,,,
2286,868574042924725,2025-07-17 00:50:13,,868574042900782,GV55W,Default group,89571016027096434450,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
2287,868574042924725,2025-07-17 16:18:05,,868574042910252,GV55W,Default group,89571016023121581399,,,R00A12V03,0102,01.12,100.0,4.15,,,,,,,,,,,,,,,,,,,,,
2288,868574042924725,2025-07-17 02:31:26,,868574042925029,GV55W,Default group,89571016027096434302,,,R00A12V03,0102,01.12,94.0,4.07,,,,,,,,,,,,,,,,,,,,,
2289,868574042924725,2024-10-13 17:43:07,,868574042891452,GV55W,Default group,89571016026042878885,,,R00A12V03,0102,01.12,0.0,3.43,,,,,,,,,,,,,,,,,,,,,
2290,868574042924725,2025-07-02 15:08:47,,868574042917059,GV55W,Default group,89571016021086993088,,,R00A12V03,0102,01.12,0.0,2.32,,,,,,,,,,,,,,,,,,,,,
2291,868574042924725,2025-07-17 02:48:42,,868574042907530,GV55W,Default group,89571016026042878448,,,R00A12V03,0102,01.12,0.0,2.84,,,,,,,,,,,,,,,,,,,,,
2292,868574042924725,2025-07-17 00:03:47,,868574042921036,GV55W,Default group,89571016026042878521,,,R00A12V03,0102,01.12,100.0,4.18,,,,,,,,,,,,,,,,,,,,,
2293,868574042924725,2025-07-17 03:22:46,,868574042910906,GV55W,Default group,89571016026042878505,,,R00A12V03,0102,01.12,99.0,4.11,,,,,,,,,,,,,,,,,,,,,
2294,868574042924725,2025-07-17 02:37:39,,868574042917083,GV55W,Default group,89571016027096434229,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
2295,868574042924725,2025-07-16 20:28:46,,868574042894308,GV55W,Default group,89571016027092433266,,,R00A12V03,0102,01.12,100.0,4.14,,,,,,,,,,,,,,,,,,,,,
2296,868574042924725,2025-07-17 16:51:21,,868574042893771,GV55W,Default group,89571016026042878745,,,R00A12V03,0102,01.12,100.0,4.15,,,,,,,,,,,,,,,,,,,,,
2297,868574042924725,2025-07-16 21:29:10,,868574042919105,GV55W,Default group,89571016026042878430,,,R00A12V03,0102,01.12,100.0,4.18,,,,,,,,,,,,,,,,,,,,,
2298,868574042924725,2025-07-17 02:43:40,,868574042890678,GV55W,Default group,89571016026042878356,,,R00A12V03,0102,01.12,100.0,4.12,,,,,,,,,,,,,,,,,,,,,
2299,868574042924725,2025-07-17 02:43:43,,868574042890496,GV55W,Default group,89571016027096434492,,,R00A12V03,0102,01.12,100.0,4.19,,,,,,,,,,,,,,,,,,,,,
2300,868574042924725,2025-07-17 02:01:32,,868574042910344,GV55W,Default group,89571016026042878778,,,R00A12V03,0102,01.12,97.0,4.1,,,,,,,,,,,,,,,,,,,,,
2301,868574042924725,2025-07-17 03:21:10,,868574042904040,GV55W,Default group,89571016027092433175,,,R00A12V03,0102,01.12,100.0,4.12,,,,,,,,,,,,,,,,,,,,,
2302,868574042924725,2025-07-17 09:25:44,,868574042890348,GV55W,Default group,89571016027096433924,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
2303,868574042924725,2025-07-17 09:30:17,,868574042890165,GV55W,Default group,89571016023075932671,,,R00A12V03,0102,01.12,77.0,3.92,,,,,,,,,,,,,,,,,,,,,
2304,868574042924725,2025-07-14 15:23:16,,868574042911276,GV55W,Default group,89571016027096434120,,,R00A12V03,0102,01.12,0.0,3.1,,,,,,,,,,,,,,,,,,,,,
2305,868574042924725,2025-07-17 02:03:28,,868574042892435,GV55W,Default group,89571016023075932994,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
2306,868574042924725,2024-12-04 18:36:08,,868574042909213,GV55W,Default group,89571016026042878810,,,R00A12V03,0102,01.12,46.0,3.77,,,,,,,,,,,,,,,,,,,,,
2307,868574042924725,,,868574042909189,GV55W,Default group,89571016027092433118,,,R00A12V03,0000,01.12,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2308,868574042924725,2025-07-17 02:29:14,,868574042907910,GV55W,Default group,89571016027092433217,,,R00A12V03,0102,01.12,100.0,4.12,,,,,,,,,,,,,,,,,,,,,
2309,868574042924725,2025-07-17 02:25:08,,868574042912357,GV55W,Default group,89571016027092433142,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
2310,868574042924725,2025-01-31 02:29:03,,868574042905500,GV55W,Default group,89571016026042878539,,,R00A12V03,0102,01.12,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2311,868574042924725,2025-07-17 03:02:06,,868574042912522,GV55W,Default group,89571016027096434054,,,R00A12V03,0102,01.12,99.0,4.11,,,,,,,,,,,,,,,,,,,,,
2312,868574042924725,2025-07-17 02:24:49,,868574042860036,GV55W,Default group,89571015024030212143,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
2313,868574042924725,2025-07-17 02:31:27,,868574042894993,GV55W,Default group,89571016023075932705,,,R00A12V03,0102,01.12,100.0,4.14,,,,,,,,,,,,,,,,,,,,,
2314,868574042924725,2025-07-17 17:32:38,,868574042909544,GV55W,Default group,89571016026042878760,,,R00A12V03,0102,01.12,100.0,4.13,,,,,,,,,,,,,,,,,,,,,
2315,868574042924725,2025-07-17 10:52:19,,868574042912266,GV55W,Default group,89571016027092433191,,,R00A12V03,0102,01.12,97.0,4.1,,,,,,,,,,,,,,,,,,,,,
2316,868574042924725,2025-07-17 02:03:55,,868574042888003,GV55W,Default group,89571016026042878604,,,R00A12V03,0102,01.12,100.0,4.18,,,,,,,,,,,,,,,,,,,,,
2317,868574042924725,2025-07-17 02:10:35,,868574042909270,GV55W,Default group,89571016026042878869,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
2318,868574042924725,2025-07-17 10:58:45,,868574042918206,GV55W,Default group,89571016023075932861,,,R00A12V03,0102,01.12,100.0,4.15,,,,,,,,,,,,,,,,,,,,,
2319,868574042924725,2025-01-31 02:33:04,,868574042921077,GV55W,Default group,89571016026042879099,,,R00A12V03,0102,01.12,7.0,3.57,,,,,,,,,,,,,,,,,,,,,
2320,868574042924725,2025-07-17 17:33:28,,868574042892203,GV55W,Default group,89571016027096434344,,,R00A12V03,0102,01.12,0.0,2.87,,,,,,,,,,,,,,,,,,,,,
2321,868574042924725,2025-07-17 02:15:41,,868574042921556,GV55W,Default group,89571016027092433241,,,R00A12V03,0102,01.12,100.0,4.2,,,,,,,,,,,,,,,,,,,,,
2322,868574042924725,2025-01-31 21:48:51,,868574042923933,GV55W,Default group,89571015021016640487,,,R00A12V03,0102,01.12,100.0,4.2,,,,,,,,,,,,,,,,,,,,,
2323,868574042924725,2025-07-17 02:12:58,,868574042902424,GV55W,Default group,89571016027096434575,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
2324,868574042924725,2025-07-16 12:55:32,,868574042909205,GV55W,Default group,89571016027096433957,,,R00A12V03,0102,01.12,0.0,3.21,,,,,,,,,,,,,,,,,,,,,
2325,868574042924725,2025-07-12 02:17:31,,868574042876438,GV55W,Default group,89571016027096434146,,,R00A12V03,0102,01.12,20.0,3.7,,,,,,,,,,,,,,,,,,,,,
2326,868574042924725,2025-07-17 02:28:39,,868574042895891,GV55W,Default group,89571016026042879032,,,R00A12V03,0102,01.12,100.0,4.15,,,,,,,,,,,,,,,,,,,,,
2327,868574042924725,,,868574042921606,GV55W,Default group,89571016027092433027,,,R00A12V03,0000,01.12,0.0,1.4,,,,,,,,,,,,,,,,,,,,,
2328,868574042924725,2024-11-28 00:57:07,,868574042905377,GV55W,Default group,89571016027096434260,,,R00A12V03,0102,01.12,10.0,3.6,,,,,,,,,,,,,,,,,,,,,
2329,868574042924725,2025-07-17 13:43:15,,868574042921028,GV55W,Default group,89571016026042878562,,,R00A12V03,0102,01.12,100.0,4.15,,,,,,,,,,,,,,,,,,,,,
2330,868574042924725,2025-07-17 02:32:15,,868574042909460,GV55W,Default group,89571016023075932739,,,R00A12V03,0102,01.12,99.0,4.11,,,,,,,,,,,,,,,,,,,,,
2331,868574042924725,2025-07-17 18:14:14,,868574042919667,GV55W,Default group,89571015023088975239,,,R00A12V03,0102,01.12,0.0,3.47,,,,,,,,,,,,,,,,,,,,,
2332,868574042924725,2025-07-17 02:42:47,,868574042924998,GV55W,Default group,89571016023075932796,,,R00A12V03,0102,01.12,100.0,4.15,,,,,,,,,,,,,,,,,,,,,
2333,868574042924725,2025-07-17 11:31:51,,868574042858444,GV55W,Default group,89571016025024924386,,,R00A12V03,0102,01.12,95.0,4.08,,,,,,,,,,,,,,,,,,,,,
2334,868574042924725,2025-07-17 03:19:55,,868574042911805,GV55W,Default group,89571016027096434252,,,R00A12V03,0102,01.12,100.0,4.17,,,,,,,,,,,,,,,,,,,,,
2335,868574042924725,2025-07-17 02:04:14,,868574042906847,GV55W,Default group,89571016027096434245,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
2336,868574042924725,2025-05-31 16:43:37,,868574042915202,GV55W,Default group,89571016027096434062,,,R00A12V03,0102,01.12,11.0,3.62,,,,,,,,,,,,,,,,,,,,,
2337,868574042924725,2025-07-17 07:48:28,,868574042892229,GV55W,Default group,89571016026042879008,,,R00A12V03,0102,01.12,100.0,4.2,,,,,,,,,,,,,,,,,,,,,
2338,868574042924725,2025-07-11 16:52:07,,868574042877428,GV55W,Default group,89571017023107310515,,,R00A10V09,0102,01.12,73.0,3.9,,,,,,,,,,,,,,,,,,,,,
2339,868574042924725,2025-07-17 02:30:05,,868574042921960,GV55W,Default group,89571016026042878844,,,R00A12V03,0102,01.12,100.0,4.15,,,,,,,,,,,,,,,,,,,,,
2340,868574042924725,2025-07-17 02:43:20,,868574042915095,GV55W,Default group,89571016025024924303,,,R00A12V03,0102,01.12,100.0,4.12,,,,,,,,,,,,,,,,,,,,,
2341,868574042924725,2025-07-17 02:40:59,,868574042911631,GV55W,Default group,89571016027096434369,,,R00A12V03,0112,01.12,100.0,4.17,,,,,,,,,,,,,,,,,,,,,
2342,868574042924725,2025-07-17 11:08:04,,868574042890371,GV55W,Default group,89571016026042878851,,,R00A12V03,0102,01.12,100.0,4.2,,,,,,,,,,,,,,,,,,,,,
2343,868574042924725,2025-07-16 02:06:54,,868574042855952,GV55W,Default group,89571016026042878398,,,R00A12V03,0102,01.12,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2344,868574042924725,2025-07-17 02:16:12,,868574042913488,GV55W,Default group,89571016026042878893,,,R00A12V03,0102,01.12,100.0,4.15,,,,,,,,,,,,,,,,,,,,,
2345,868574042924725,2025-07-17 09:37:54,,868574042909973,GV55W,Default group,89571016027096433916,,,R00A12V03,0102,01.12,94.0,4.07,,,,,,,,,,,,,,,,,,,,,
2346,868574042924725,2025-07-17 02:02:01,,868574042926050,GV55W,Default group,89571016025024924311,,,R00A12V03,0102,01.12,100.0,4.19,,,,,,,,,,,,,,,,,,,,,
2347,868574042924725,,,868574042896238,GV55W,Default group,89571016026042878711,,,R00A12V03,0112,01.12,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2348,868574042924725,2025-05-15 03:13:36,,868574042886890,GV55W,Default group,89571016026042878976,,,R00A12V03,0102,01.12,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
2349,868574042924725,2025-07-17 16:19:06,,868574042905542,GV55W,Default group,89571016027092433167,,,R00A12V03,0102,01.12,97.0,4.09,,,,,,,,,,,,,,,,,,,,,
2350,868574042924725,2025-07-17 01:16:56,,868574042837448,GV55W,Default group,89571016027092433225,,,R00A12V03,0102,01.12,100.0,4.15,,,,,,,,,,,,,,,,,,,,,
2351,868574042924725,2025-07-17 14:09:25,,868574042888029,GV55W,Default group,89571015020100871701,,,R00A12V03,0102,01.12,100.0,4.12,,,,,,,,,,,,,,,,,,,,,
2352,868574042924725,2024-11-28 14:28:54,,868574042907019,GV55W,Default group,89571016027096434351,,,R00A12V03,0102,01.12,0.0,3.09,,,,,,,,,,,,,,,,,,,,,
2353,868574042924725,2025-07-17 02:26:13,,868574042905922,GV55W,Default group,89571016026042878737,,,R00A12V03,0102,01.12,98.0,4.11,,,,,,,,,,,,,,,,,,,,,
2354,868574042924725,2025-07-17 16:08:47,,868574042913538,GV55W,Default group,89571016026042878927,,,R00A12V03,0102,01.12,0.0,3.46,,,,,,,,,,,,,,,,,,,,,
2355,868574042924725,2025-07-17 18:56:43,,868574042924832,GV55W,Default group,89571016026042878703,,,R00A12V03,0102,01.12,100.0,4.15,,,,,,,,,,,,,,,,,,,,,
2356,868574042924725,2025-07-17 03:10:01,,868574042900709,GV55W,Default group,89571016026042878471,,,R00A12V03,0102,01.12,100.0,4.15,,,,,,,,,,,,,,,,,,,,,
2357,868574042924725,2025-07-12 12:32:58,,868574042881594,GV55W,Default group,89571016026042878992,,,R00A12V03,0102,01.12,0.0,2.92,,,,,,,,,,,,,,,,,,,,,
2358,868574042924725,2025-07-16 20:43:46,,868574042913710,GV55W,Default group,89571016026042879024,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
2359,868574042924725,2024-11-13 13:11:56,,868574042921358,GV55W,Default group,89571016026042878422,,,R00A12V03,0102,01.12,21.0,3.7,,,,,,,,,,,,,,,,,,,,,
2360,868574042924725,2025-07-17 02:40:44,,868574042912530,GV55W,Default group,89571016027096434567,,,R00A12V03,0102,01.12,100.0,4.18,,,,,,,,,,,,,,,,,,,,,
2361,868574042924725,2025-07-17 02:41:28,,868574042911938,GV55W,Default group,89571016026042878364,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
2362,868574042924725,2025-07-17 12:34:11,,868574042918750,GV55W,Default group,89571015020112863175,,,R00A12V03,0102,01.12,93.0,4.06,,,,,,,,,,,,,,,,,,,,,
2363,868574042924725,2025-07-17 02:02:58,,868574042882246,GV55W,Default group,89571015025030549830,,,R00A12V03,0102,01.12,100.0,4.19,,,,,,,,,,,,,,,,,,,,,
2364,868574042924725,2025-07-17 06:46:50,,868574042891940,GV55W,Default group,89571016023075932820,,,R00A12V03,0102,01.12,100.0,4.2,,,,,,,,,,,,,,,,,,,,,
2365,868574042924725,2025-07-17 16:56:54,,868574042883277,GV55W,Default group,89571016026042878729,,,R00A12V03,0102,01.12,100.0,4.17,,,,,,,,,,,,,,,,,,,,,
2366,868574042924725,2025-07-16 22:29:51,,868574042911763,GV55W,Default group,89571016027092433159,,,R00A12V03,0102,01.12,100.0,4.13,,,,,,,,,,,,,,,,,,,,,
2367,868574042924725,2025-07-17 03:13:45,,868574042924758,GV55W,Default group,89571016026042878786,,,R00A12V03,0102,01.12,98.0,4.1,,,,,,,,,,,,,,,,,,,,,
2368,868574042924725,2025-07-17 02:18:41,,868574042924725,GV55W,Default group,89571016027096434179,,,R00A12V03,0110,01.12,100.0,4.18,,,,,,,,,,,,,,,,,,,,,
2369,868574042867593,2025-07-17 02:03:27,,868574042867593,GV55W,Default group,89571016027096433049,,,R00A12V03,0102,01.12,100.0,4.2,,,,,,,,,,,,,,,,,,,,,
2370,868574042890546,2025-07-17 12:16:09,,868574042890546,GV55W,Default group,89571016026042876566,,,R00A12V03,0102,01.12,100.0,4.18,,,,,,,,,,,,,,,,,,,,,
2371,868574042912969,2025-07-17 18:18:55,,868574042912969,GV55W,Default group,89571016026042876608,,,R00A12V03,0102,01.12,100.0,4.18,,,,,,,,,,,,,,,,,,,,,
2372,868574042884390,2025-07-17 02:24:33,,868574042884390,GV55W,Default group,89571016026042876624,,,R00A12V03,0102,01.12,100.0,4.12,,,,,,,,,,,,,,,,,,,,,
2373,868574042876974,2025-07-17 15:38:23,,868574042876974,GV55W,Default group,89571016026042876665,,,R00A12V03,0102,01.12,19.0,3.69,,,,,,,,,,,,,,,,,,,,,
2374,868574042877337,2025-07-17 12:29:31,,868574042877337,GV55W,Default group,89571016026042879206,,,R00A12V03,0102,01.12,0.0,3.2,,,,,,,,,,,,,,,,,,,,,
2375,868574042882220,2025-07-17 17:15:25,,868574042882220,GV55W,Default group,89571016026042879230,,,R00A12V03,0102,01.12,100.0,4.19,,,,,,,,,,,,,,,,,,,,,
2376,868574042916903,2024-10-10 20:26:30,,868574042916903,GV55W,Default group,89571016026042879255,,,R00A12V03,0102,01.12,0.0,3.27,,,,,,,,,,,,,,,,,,,,,
2377,868574042919121,2025-07-17 03:04:31,,868574042919121,GV55W,Default group,89571016026042879248,,,R00A12V03,0102,01.12,100.0,4.14,,,,,,,,,,,,,,,,,,,,,
2378,868574042918024,2025-07-17 15:24:00,,868574042918024,GV55W,Default group,89571016026042879222,,,R00A12V03,0102,01.12,0.0,3.35,,,,,,,,,,,,,,,,,,,,,
2379,868574042907860,2025-07-17 13:11:53,,868574042907860,GV55W,Default group,89571016026042879354,,,R00A12V03,0102,01.12,22.0,3.7,,,,,,,,,,,,,,,,,,,,,
2380,868574042910112,2025-07-17 02:01:23,,868574042910112,GV55W,Default group,89571016026042876681,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
2381,868574042862255,2025-07-17 02:50:00,,868574042862255,GV55W,Default group,89571016026042879339,,,R00A12V03,0102,01.12,100.0,4.19,,,,,,,,,,,,,,,,,,,,,
2382,868574042899562,2025-07-17 17:10:15,,868574042899562,GV55W,Default group,89571016026042879305,,,R00A12V03,0102,01.12,100.0,4.13,,,,,,,,,,,,,,,,,,,,,
2383,868574042886148,2025-07-17 15:50:35,,868574042886148,GV55W,Default group,89571016026042879289,,,R00A12V03,0102,01.12,99.0,4.12,,,,,,,,,,,,,,,,,,,,,
2384,868574042869102,2025-06-20 19:28:40,,868574042869102,GV55W,Default group,89571016026042876541,,,R00A12V03,0102,01.12,19.0,3.69,,,,,,,,,,,,,,,,,,,,,
2385,868574042878251,2025-07-17 09:11:01,,868574042878251,GV55W,Default group,89571016023075932788,,,R00A12V03,0102,01.12,100.0,4.15,,,,,,,,,,,,,,,,,,,,,
2386,868574042859079,2025-07-15 19:54:31,,868574042859079,GV55W,Default group,89571016026042876459,,,R00A12V03,0102,01.12,100.0,4.12,,,,,,,,,,,,,,,,,,,,,
2387,868574042871496,2025-07-17 02:56:25,,868574042871496,GV55W,Default group,89571016023121576423,,,R00A12V03,0102,01.12,100.0,4.15,,,,,,,,,,,,,,,,,,,,,
2388,868574042891932,2025-07-17 02:21:15,,868574042891932,GV55W,Default group,89571016026042876525,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
2389,868574042899620,2025-06-27 02:48:37,,868574042899620,GV55W,Default group,89571016026042876673,,,R00A12V03,0102,01.12,2.0,3.52,,,,,,,,,,,,,,,,,,,,,
2390,868574042897988,2025-05-17 04:06:01,,868574042897988,GV55W,Default group,89571016026042876632,,,R00A12V03,0102,01.12,19.0,3.7,,,,,,,,,,,,,,,,,,,,,
2391,868574042916473,2025-07-17 02:14:25,,868574042916473,GV55W,Default group,89571016026042876616,,,R00A12V03,0102,01.12,100.0,4.14,,,,,,,,,,,,,,,,,,,,,
2392,868574042876255,2025-07-15 07:18:45,,868574042876255,GV55W,Default group,89571016026042876590,,,R00A12V03,0102,01.12,99.0,4.11,,,,,,,,,,,,,,,,,,,,,
2393,868574042905393,2025-07-17 12:27:05,,868574042905393,GV55W,Default group,89571016026042879347,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
2394,868574042880307,2025-07-17 14:34:18,,868574042880307,GV55W,Default group,89571016026042876947,,,R00A12V03,0102,01.12,0.0,3.11,,,,,,,,,,,,,,,,,,,,,
2395,868574042846233,2025-05-31 21:41:58,,868574042846233,GV55W,Default group,89571016026042879271,,,R00A12V03,0102,01.12,0.0,3.31,,,,,,,,,,,,,,,,,,,,,
2396,868574042912993,2025-07-17 02:55:02,,868574042912993,GV55W,Default group,89571016026042879297,,,R00A12V03,0102,01.12,100.0,4.15,,,,,,,,,,,,,,,,,,,,,
2397,868574042904842,2025-07-17 02:23:06,,868574042904842,GV55W,Default group,89571016026042879313,,,R00A12V03,0102,01.12,100.0,4.13,,,,,,,,,,,,,,,,,,,,,
2398,868574042902135,2025-07-17 02:00:48,,868574042902135,GV55W,Default group,89571016026042876558,,,R00A12V03,0102,01.12,100.0,4.15,,,,,,,,,,,,,,,,,,,,,
2399,868574042891130,2025-07-17 13:20:00,,868574042891130,GV55W,Default group,89571016023075933406,,,R00A12V03,0102,01.12,100.0,4.14,,,,,,,,,,,,,,,,,,,,,
2400,868574042883491,2025-07-17 00:13:53,,868574042883491,GV55W,Default group,89571016027096432421,,,R00A12V03,0102,01.12,94.0,4.07,,,,,,,,,,,,,,,,,,,,,
2401,868574042874631,2025-07-17 02:15:17,,868574042874631,GV55W,Default group,89571016023075933331,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
2402,868574042896659,2025-05-30 12:27:29,,868574042896659,GV55W,Default group,89571016023075933984,,,R00A12V03,0102,01.12,0.0,3.16,,,,,,,,,,,,,,,,,,,,,
2403,868574042882170,2025-07-17 03:12:50,,868574042882170,GV55W,Default group,89571016023075934040,,,R00A12V03,0102,01.12,11.0,3.61,,,,,,,,,,,,,,,,,,,,,
2404,868574042916002,2025-07-17 03:18:02,,868574042916002,GV55W,Default group,89571016023075933240,,,R00A12V03,0102,01.12,100.0,4.19,,,,,,,,,,,,,,,,,,,,,
2405,868574042909049,2025-07-17 01:24:04,,868574042909049,GV55W,Default group,89571016027096432983,,,R00A12V03,0102,01.12,100.0,4.16,,,,,,,,,,,,,,,,,,,,,
2406,868574042850730,2025-07-17 02:55:34,,868574042850730,GV55W,Default group,89571016023075934065,,,R00A12V03,0102,01.12,100.0,4.19,,,,,,,,,,,,,,,,,,,,,
