ID;Owner;Unit ID;Unit;Peripherals;Reporting Status;Show Until;Billing Group;Last Event Date;Monthly Fee;Bill To;Assigned To;Linked Mode;Paired GPS;Paired Camera;Billable;RMA;Unit Type;IMEI;Serial Number;Phone Number;Carrier;SIM #;VIN;License Plate;Static IP;Event;Last Contact On;Min;Server IP;Server Port;Last Event Address;Modem;Inv #;Status;Last Service Paid Until;Service Paid Until;Assigned to Company;IFTA;History Months;Comments;Warranty Expires;Script;JBOX Profile;Contract Type;Subscription;Firmware
1092767;Renting;0U16;TZN347;;;;;4/06/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;-------;---;-------;Claro CO;------;LVBV8AE65EE0014403;TZN347;;Idle Alert;4/06/2025;0;3.231.161.53;10530;Av La Estacion, Cali, Valle Cauca, Colombia, . .;3G;--;Active;10/16/2022 12:00:00 AM;11/14/2022 12:00:00 AM;10/16/2022 8:14:35 PM;N;3;;10/10/2023 12:00:00 AM;;;;;
1093818;Renting;0UUD;TYK28F;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102916553;1363190434;9101126854;MOVISTAR CO;8957123112215348523;9FKDE0927P2096024;TYK28F;;Parked;23/07/2025;0;3.231.161.53;10430;MX3F+MR Alvarado, Tolima, Colombia.;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;1/6/2023 1:51:58 PM;N;3;;11/21/2023 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1094188;Renting;0V4N;TYK27F;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102807380;1363189818;9101164083;MOVISTAR CO;8957123112214854034;9FKDE092XP2095966;TYK27F;;Parked;23/07/2025;0;3.231.161.53;10530;Km 0 de la vía Buenos Aires, , Tolima, . .;;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;12/17/2022 10:08:22 AM;N;3;;12/13/2023 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1094205;Renting;0V54;TYI52F;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102915597;1363189763;9101163069;MOVISTAR CO;8957123112214853853;9FKDE0925P2093610;TYI52F;;Drive;23/07/2025;0;3.231.161.53;10534;Cra. 8 #2-88, Valle de San Juan, Tolima, Colombia. 733020;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;12/30/2022 1:55:02 PM;N;3;;12/13/2023 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1007218;Client;M709;TYI43F;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;354514101459479;1363186210;9101194661;MOVISTAR CO;8957123112215160498;9FKDE0924P2093503;TYI43F;;Travel Stop;23/07/2025;0;3.231.161.53;10530;7QJM+GH Rovira, Tolima, Colombia.;3G;182491;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;10/4/2024 12:25:56 PM;N;3;Y;7/22/2011 12:00:00 AM;;;;;
1095106;Renting;0VU4;TWH56F;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102056723;1363185906;9101137579;MOVISTAR CO;8957123112215160423;;TWH56F;;Parked;23/07/2025;0;3.231.161.53;10430;, Tolima, .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/27/2023 3:25:09 PM;N;3;;2/2/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1094379;Renting;0V9Y;TWG05F;;;;;12/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102751182;1363188156;9101188234;MOVISTAR CO;8957123112214855197;9FKDE092XN2076010;TWG05F;;Parked;12/07/2025;0;3.231.161.53;10534;Cl119-59, Ibague, Tolima, Colombia, . .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;2/24/2023 5:41:39 PM;N;3;;12/15/2023 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1094372;Renting;0V9R;TWF46F;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102898975;1363188253;9101137939;MOVISTAR CO;8957123112214854430;;TWF46F;;Drive;23/07/2025;0;3.231.161.53;10430;R4VM+WC Lérida, Tolima, Colombia.;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/23/2023 6:28:27 PM;N;3;;12/15/2023 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1064587;Renting;0A7O;TUZ64G;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574042432992;S2-M007693-4438;9103421158;Claro CO;57101602303750996;;TUZ64G;;Power OFF;23/07/2025;0;3.231.161.53;10613;I-55 # 66 a 86, Tocancipa, Cundinamarca, Colombia, .;3G;266188;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;8/26/2024 4:53:08 PM;N;3;;6/19/2019 12:00:00 AM;;;;;
1097006;Renting;0XAV;TUA49G;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102770406;1363187414;9101156487;MOVISTAR CO;8957123112215162411;;TUA49G;;Travel Stop;23/07/2025;0;3.231.161.53;10530;Cl35e-50, Villavicencio, Meta, Colombia, . .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;9/5/2023 9:09:11 AM;N;3;;5/11/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_AWS_10700;;;;
1096829;Renting;0X5Y;TUA48G;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102950487;1363188706;9101168094;MOVISTAR CO;8957123112215162601;;TUA48G;;Parked;23/07/2025;0;3.231.161.53;10530;Cl29 24-51, Villavicencio, Meta, Colombia, . .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;9/20/2023 11:35:59 AM;N;3;;5/9/2024 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1108862;Renting;18SO;TTO418;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574042794508;S2-M007693-18SO;9103456029;Claro CO;89571015020113165687;;TTO418;;Parked;23/07/2025;0;3.231.161.53;10613;Kr80 36-52, Cali, Valle Cauca, . Vca.;3G;314153;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/27/2025 9:11:14 AM;N;3;;3/4/2026 12:00:00 AM;;;;;
1000748;Renting;D539;TSX381;;;;;15/06/2024;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102740474;1363188964;9101198315;MOVISTAR CO;8957123112215163682;;TSX381;;Travel Stop;15/06/2024;0;3.231.161.53;10530;Cra. 2 Sur, Ibagué, Ibagué, Tolima, Colombia. 730005;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;4/9/2024 6:32:03 PM;N;3;;1/14/2010 12:00:00 AM;;;;;
1095110;Renting;0VU8;TMX81F;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102053688;1363185911;9101163740;MOVISTAR CO;8957123112215160381;;TMX81F;;Ignition ON;23/07/2025;0;3.231.161.53;10534;Cl51 33-36, Medellin, Antioquia, .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/17/2023 10:12:34 AM;N;3;;2/2/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1095281;Renting;0VYZ;TMX80F;;;;;20/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102056798;1363186337;9101435462;MOVISTAR CO;8957123112215169952;9GFJCLJ3NHG12943;TMX80F;;POWER UP;20/07/2025;10;3.231.161.53;10534;Gulf of Guinea, . .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/6/2023 4:57:33 PM;N;3;;2/10/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1095274;Renting;0VYS;TMX79F;;;;;19/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102048365;1363186340;9101433603;MOVISTAR CO;8957123112215170026;;TMX79F;;Parked;19/07/2025;0;3.231.161.53;10430;Cl80 65-37, Medellin, Antioquia, Colombia, . .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/17/2023 10:54:14 AM;N;3;;2/9/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1095174;Renting;0VW0;TMX78F;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102055162;1363185897;9101144487;MOVISTAR CO;8957123112215160902;LVBV3ABB9GJ003522;TMX78F;;Parked;23/07/2025;0;3.231.161.53;10534;Cl118 46-15, Medellin, Antioquia, .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;2/25/2023 12:55:27 PM;N;3;;2/3/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1095264;Renting;0VYI;TMX77F;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102057093;1363186320;9101063438;MOVISTAR CO;8957123112215168210;;TMX77F;;Parked;23/07/2025;0;3.231.161.53;10534;Kr72a 78a-36, Medellin, Antioquia, .;;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/17/2023 10:29:08 AM;N;3;;2/8/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1095241;Renting;0VXV;TMX76F;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102092488;1363186218;9101386484;MOVISTAR CO;8957123112215168186;9GFJCJLJ8NHF12191;TMX76F;;Travel Stop;23/07/2025;0;3.231.161.53;10530;Cl58 36-64, Medellin, Antioquia, .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/6/2023 4:58:50 PM;N;3;;2/7/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1095254;Renting;0VY8;TMX75F;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;354514101457457;1363186324;9101140645;MOVISTAR CO;8957123112215168269;9GFJCJLJ5NHF12181;TMX75F;;Travel Stop;23/07/2025;0;3.231.161.53;10430;Cl104 36b-46, Medellin, Antioquia, Colombia, . .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;2/25/2023 2:23:40 PM;N;3;;2/8/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1095231;Renting;0VXL;TMX74F;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102092603;1363186219;9101138756;MOVISTAR CO;8957123112215168772;9GFJCJL1NHG12195;TMX74F;;Ignition OFF;23/07/2025;0;3.231.161.53;10534;Cl103 36b-27, Medellin, Antioquia, .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/4/2023 9:45:35 AM;N;3;;2/7/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1095207;Renting;0VWX;TMX73F;;;;;3/05/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102092629;1363186198;9101148460;MOVISTAR CO;8957123112215160787;;TMX73F;;Parked;3/05/2025;0;3.231.161.53;10430;Cl75b 36-49, Medellin, Antioquia, Colombia, . .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;4/13/2023 9:30:35 AM;N;3;;2/6/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1095077;Renting;0VTB;TMX72F;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;354514101464842;1363185559;9101057096;MOVISTAR CO;8957123112215161603;9GFJCJLJ2NHF12185;TMX72F;;Ignition OFF;23/07/2025;0;3.231.161.53;10534;Cl50 34-56, Copacabana, Antioquia, Colombia, . .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/6/2023 5:00:08 PM;N;3;;1/31/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1095094;Renting;0VTS;TMV79G;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574042453766;S2-M007693-0VTS;9103452291;Claro CO;57101602303735617;;TMV79G;;Parked;23/07/2025;0;3.231.161.53;10613;Kr19 104-4, Bogota, Cundinamarca, .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;9/15/2023 5:32:19 PM;N;3;;1/31/2024 12:00:00 AM;;;;;
1085437;Renting;0ODK;TLK370;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000;865640064549048;4675341008;9104040323;Claro CO;89571015020060980138;;TLK370;172.27.73.71;Parked;23/07/2025;0;3.231.161.53;10612;16-43 16-43 16-74 16478 16499-16453 Carrera 16b Carrera 16b Calle 166 Calle 166 Calle 166 , Bogotá. Bogotá. 110131;3G;294456;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;5/16/2024 9:34:40 AM;N;3;;7/27/2022 12:00:00 AM;TSO_2630_FLS_ES2_BIN_iButton_AWS_10710;;;;
1108988;Renting;18W9;TJV355;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;359369090563814;1363115123;9101345989;MOVISTAR CO;8957123112215381524;;TJV355;;Ignition OFF;23/07/2025;0;3.231.161.53;10430;Cl41 48-66, Cali, Valle Cauca, Colombia, . .;3G;314153;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/21/2025 9:10:06 AM;N;3;;3/4/2026 12:00:00 AM;;;;;
1092329;Renting;0TP0;TJR353;;;;;23/07/2025;39800;PROYECTOS DE INGENIERIA SA PROING SA;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102530065;4764417080;9104054162;Claro CO;89571016023075938256;1HTWBAANXEH792464;TJR353;;Parked;23/07/2025;0;3.231.161.53;10534;Cl. 166 #19-49, Bogotá, Colombia, . 110131;;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;9/4/2022 5:03:24 PM;N;3;;9/1/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1093062;Renting;0U9D;TJR352;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102171209;4764415017;9103976947;Claro CO;89571016023121574790;3HAMMAAN6FL126201;TJR352;;Drive;23/07/2025;0;3.231.161.53;10430;Av 40, Ibague, Tolima, .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;11/13/2022 12:35:04 PM;N;3;;10/14/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1092579;Renting;0TVY;TJR351;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102766875;1363187888;9103407462;Claro CO;89571016021086993294;3HAMMAAN4FL126200;TJR351;;Parked;23/07/2025;0;3.231.161.53;10530;Cl11 30-69, Yumbo, Valle Cauca, Colombia, . .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/24/2022 9:31:28 PM;N;3;;9/26/2023 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1092333;Renting;0TP4;TJR349;;;;;14/08/2024;39800;PROYECTOS DE INGENIERIA SA PROING SA;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102461642;4764417087;9104054159;Claro CO;89571016023075938223;3HAMMAAN1FL126199;TJR349;;Parked;14/08/2024;0;3.231.161.53;10430;Kr9 49-49, Cali, Valle Cauca, Colombia, . .;;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;9/4/2022 5:02:20 PM;N;3;;9/1/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1095990;Renting;0WIN;TJR327;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574041327060;S2-M006820-0WIN;9104050392;Claro CO;57101602312161899;;TJR327;;Parked;23/07/2025;0;3.231.161.53;10613;Cl161 7g-38, Bogota, Cundinamarca, .;3G;306263;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;5/2/2023 3:42:25 PM;N;3;;3/31/2024 12:00:00 AM;;;;;
1092906;Renting;0U51;TJR326;;;;;11/06/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102508343;4764414652;9103978260;Claro CO;89571016023121576225;3HAMMAAN4EL495766;TJR326;;Parked;11/06/2025;0;3.231.161.53;10530;South America, Tolima, .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/22/2022 6:11:21 AM;N;3;;10/13/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1093910;Renting;0UWX;TJR321;;;;;7/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102892580;1363189571;9101176038;MOVISTAR CO;8957123112215341080;3HAMMAAN6EL789069;TJR321;;Parked;7/07/2025;0;3.231.161.53;10534;Cl13 31a-62, Yumbo, Valle Cauca, . Vca.;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;12/4/2022 9:36:56 AM;N;3;;11/23/2023 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1097293;Renting;0XIU;TJR320;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574042406517;S2-M007693-0XIU;9104052960;Claro CO;57101602312162581;;TJR320;;Idle - Stop;23/07/2025;0;3.231.161.53;10613;Cra. 72 bis #147-60, Bogotá, Colombia, . 111156;3G;307140;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;9/16/2023 10:15:31 AM;N;3;;5/11/2024 12:00:00 AM;;;;;
1093032;Renting;0U8J;TJR314;;;;;28/05/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102169922;4764413955;9103979447;Claro CO;89571016023121576399;1FVACXDT9EHFL2307;TJR314;;Parked;28/05/2025;0;3.231.161.53;10534;Kr39, Cali, Valle Cauca, . Vca.;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;10/22/2022 5:43:38 AM;N;3;;10/13/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1092321;Renting;0TOS;TJR263;;;;;23/07/2025;39800;PROYECTOS DE INGENIERIA SA PROING SA;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102530636;4764417960;9104054154;Claro CO;89571016023075938173;1HTWBAANXDJ170549;TJR263;;Idle - Stop;23/07/2025;0;3.231.161.53;10430;Cl222 45-4, Bogota, Cundinamarca, .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;9/4/2022 5:36:37 PM;N;3;;9/1/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1092376;Renting;0TQB;TJR262;;;;;21/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;352556102530693;4764418122;9104054184;Claro CO;89571016023075938785;1HTWBAAN8DJ170498;TJR262;;Parked;21/07/2025;0;3.231.161.53;10534;Kr30bis 10-81, Yumbo, Valle Cauca, Colombia, . .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;9/12/2022 7:43:52 AM;N;3;;9/5/2023 12:00:00 AM;TSO_LMU26x0_FLS_ES2_BIN_AWS_10700;;;;
1088460;Renting;0QPJ;TJR261;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574042446265;S2-M007693-N453;9103413672;Claro CO;57101602303751014;;TJR261;;Parked;23/07/2025;0;3.231.161.53;10613;Kr8g 160a-59, Bogota, Cundinamarca, .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;9/16/2023 11:35:07 AM;N;3;;2/18/2023 12:00:00 AM;;;;;
1109256;Renting;19CP;TJR260 VF;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;VidFleet 4K;6B31117P;6B31117P;3178731730;MOVISTAR CO;8957123112211416050;;TJR260;;Ignition OFF;23/07/2025;0;3.231.161.53;-1;Cra. 96g #15a-48, Bogotá, Colombia. 110921;LTE;314153;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;5/16/2025 10:41:17 PM;N;3;;3/4/2026 12:00:00 AM;;;;;SAXHORN_V1C-3.18.1115
1041986;Renting;791B;TJR260;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV300W;863457051933834;S2-M005697-791B;9103386461;Claro CO;57101602502492300;;TJR260;;Parked;23/07/2025;0;3.231.161.53;10615;Diagonal 15A # 15A-1 a 15A-99, Bogotá, Cundinamarca, Colombia, .;3G;244575;Active;10/21/2023 12:00:00 AM;11/19/2023 12:00:00 AM;10/21/2023 7:51:53 PM;N;3;;4/10/2018 12:00:00 AM;;;;;
1029653;Renting;354E;TJR259;Temp. Sensor,;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;354514101198671;4764401765;9103385230;Claro CO;89571016022057257545;;TJR259;;Idle Alert;23/07/2025;0;3.231.161.53;10534;Cl105 49-36, Bogota, Cundinamarca, .;3G;SF200949;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;5/23/2024 8:45:41 PM;N;3;;1/17/2015 12:00:00 AM;;;;;G602.06.84KX 08:04:46 JUL 21 2014
1094967;Renting;0VQ9;TJR257;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;354514101458976;1363185811;9101196875;MOVISTAR CO;8957123112215162155;;TJR257;;POWER UP;23/07/2025;0;3.231.161.53;10534;WWPG+H4 Líbano, Tolima, Colombia.;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/16/2023 4:57:52 PM;N;3;;1/27/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1095731;Renting;0WBG;TJR253;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55W;868574042033873;S2-M007693-0WBG;9104051670;Claro CO;57101602312162542;;TJR253;;Idle - Stop;23/07/2025;0;3.231.161.53;10613;RXPG+M7 Chía, Cundinamarca, Colombia.;3G;306263;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;9/16/2023 11:19:15 AM;N;3;;3/31/2024 12:00:00 AM;;;;;
1092605;Renting;0TWO;TJR252;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;352556102766768;1363187841;9103382742;Claro CO;89571015021078193904;3HAMMAAN0DL169025;TJR252;;Drive;23/07/2025;0;3.231.161.53;10534;Cl13 96b-49, Bogota, Cundinamarca, .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;9/30/2022 8:01:57 AM;N;3;;9/28/2023 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_10S_AWS_10700;;;;
1092358;Renting;0TPT;TJR209;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;Queclink GV55;868574042447420;S2-M007693-0ZK3;9103431054;Claro CO;57101602303750929;3HAMMAAN2EL789067;TJR209;;Parked;23/07/2025;0;3.231.161.53;10613;Kr37-47, Cali, Valle Cauca, Colombia, . .;3G;--;Active;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;9/10/2022 8:27:56 PM;N;3;;9/5/2023 12:00:00 AM;;;;;
1094946;Renting;0VPO;TJR174;;;;;23/07/2025;39800;;PROYECTOS DE INGENIERIA SA PROING SA;0;;;Y;N;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;354514101462382;1363185815;9101168358;MOVISTAR CO;8957123112215161843;;TJR174;;Parked;23/07/2025;0;3.231.161.53;10430;Calle 15 # 2 a 100, Yumbo, Valle Del Cauca, Colombia, .;3G;--;Active;1/4/2016 12:00:00 AM;3/21/2080 12:00:00 AM;3/17/2023 4:09:54 PM;N;3;;1/26/2024 12:00:00 AM;TSO_LMU3x0_Basic_BIKE_AWS_10700;;;;
