Dealer;Company;VIP;FEIN;DNI;Peripherals;Service Name;Owner;Unit ID;Unit;Unit Type;Carrier;Monthly Fee;Billing Group;Billing Period;Last Srv Paid Until;Service Paid Until;Serial #;Phone Number;Sim Number;IMEI;Bill To;Status;Last Event;Assigned To Company;Last Event Date;Last Contact On;Last Event Address
TSO Mobile Peru;CONSTRUCTION ENGINEERING MANAGEMENT & PROCURE TECHNOLOGY S.A.C. - CEMPROTEC S.A.C.;False;20418664542;20418664542;Panic Button,;PLAN ESTANDAR;Client;B65F;AJH-847;CalAmp 0330H - 3G - LMU0330H-SKM6-G1000;;15,83;;Annually;2/7/2024 12:00:00 AM;2/5/2025 12:00:00 AM;1363103111;14s;8951100312213810660F;359369090608023;;Active;Parked;10/28/2021 10:35:41 AM;11/24/2021 5:05:55 AM;11/24/2021 5:06:15 AM;Via Principal, Lurin, Lima, Lima [Province], Perú
TSO Mobile Peru;CONSTRUCTORA TU SOCIO ESTRATEGICO E.I.R.L.;False;20607352900;20607352900;Panic Button,;PLAN ESTANDAR;Renting;17UP;CATERPILLAR NUEVA305;Queclink GV55W;CLARO-PE;15;;Annually;1/31/2025 12:00:00 AM;3/1/2025 12:00:00 AM;S2-M007693-17UP;989547161;8951101639590976774;868574042949334;;Active;Idle - Stop;1/31/2025 10:25:45 AM;6/12/2025 9:40:30 AM;6/12/2025 9:40:50 AM;5N, 25530, Peru
TSO Mobile Peru;CONSTRUCTORA TU SOCIO ESTRATEGICO E.I.R.L.;False;20607352900;20607352900;Panic Button,;PLAN ESTANDAR;Renting;17VV;(VOLQUETE) BCZ-823;Queclink GV55W;CLARO-PE;15;;Annually;1/31/2025 12:00:00 AM;3/1/2025 12:00:00 AM;S2-M007693-17VV;983351855;8951101639495748021;868574042935648;;Active;Parked;1/31/2025 8:46:39 AM;6/12/2025 9:18:19 AM;6/12/2025 9:18:42 AM;Pe-5n, Irazola, Padre Abad, Ucayali, Perú
TSO Mobile Peru;CONSTRUCTORA TU SOCIO ESTRATEGICO E.I.R.L.;False;20607352900;20607352900;Panic Button,;PLAN ESTANDAR;Renting;17XK;CATERPILLAR USADO420;Queclink GV55W;CLARO-PE;15;;Annually;1/31/2025 12:00:00 AM;3/1/2025 12:00:00 AM;S2-M007693-17XK;983353537;8951101639495748070;868574042945001;;Active;Drive;1/31/2025 10:03:51 AM;6/9/2025 3:13:59 PM;6/9/2025 3:14:39 PM;5N, Peru
TSO Mobile Peru;CONTRATA DE TRANSPORTES RAPESA S.A.C;False;20482372407;20482372407;Panic Button,;PLAN ESTANDAR;Client;0YQF;T9N-817;Queclink GV55W;CLARO-PE TSO;16;;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;S2-M007693-0YMF;972581894;8951101630842402180;868574042442611;;Active;Parked;4/21/2024 10:21:36 AM;6/12/2025 9:35:18 AM;6/12/2025 9:36:00 AM;Via Principal-58, El Agustino, Lima, Lima [Province]
TSO Mobile Peru;CONTRATA DE TRANSPORTES RAPESA S.A.C;False;20482372407;20482372407;Panic Button,;PLAN ESTANDAR;Client;0ZM0;TDF-856;Queclink GV55W;CLARO-PE TSO;16;;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;S2-M007693-0WAP;972581396;8951101630842402164;868574042040027;;Active;Idle - Stop;4/21/2024 8:53:05 AM;6/12/2025 9:06:02 AM;6/12/2025 9:06:55 AM;LI-124, 13400, Peru
TSO Mobile Peru;CONTRATA DE TRANSPORTES RAPESA S.A.C;False;20482372407;20482372407;Panic Button,;PLAN ESTANDAR;Client;10MX;T7U-828;Queclink GV55W;CLARO-PE TSO;16;;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;S2-M007693-10MX;986901352;8951101630601427196;868574042440268;;Active;Parked;4/21/2024 7:59:58 AM;6/12/2025 8:58:02 AM;6/12/2025 8:58:33 AM;5XGC+93C, Huamachuco 13301, Peru
TSO Mobile Peru;CONTRATA DE TRANSPORTES RAPESA S.A.C;False;20482372407;20482372407;Panic Button,;PLAN ESTANDAR;Client;11Q8;T9M - 935;Queclink GV55W;CLARO-PE TSO;16;;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;S2-M007693-11Q8;972598176;8951101630842402958;868574042438262;;Active;Parked;4/21/2024 9:59:49 AM;6/12/2025 9:26:29 AM;6/12/2025 9:26:48 AM;Via Principal-59, El Agustino, Lima, Lima [Province], Perú
TSO Mobile Peru;CONTRERAS GONZALES ZACARIAS;False;10239309556;10239309556;Panic Button,;PLAN ESTANDAR;Renting;0Y8O;VP8-756;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE;15,33;;Annually;9/10/2024 12:00:00 AM;9/9/2025 12:00:00 AM;4764429212;967273445;895110163087459860;354514102533819;;Active;Parked;9/10/2024 1:27:15 PM;6/12/2025 7:24:37 AM;6/12/2025 8:02:20 AM;3SF, Mancahuara 03290, Peru
TSO Mobile Peru;COOP DE SERV ESPEC MCDO CIUDAD DE DIOS;False;20101290523;20101290523;Panic Button,;PLAN ESTANDAR;Renting;05JG;D5O-779;CalAmp 2630 - CDMA - LMU2630CV-G1000;CLARO-PE TSO;16,17;;Annually;9/10/2024 12:00:00 AM;9/9/2025 12:00:00 AM;4764383980;997584731;8951101630726671033;358077093133722;;Active;Ignition OFF;9/10/2024 7:36:14 AM;11/20/2024 4:50:37 PM;11/20/2024 4:50:54 PM;Av San Juan, San Juan De Miraflores, Lima, Lima [Province], Perú
TSO Mobile Peru;CORGAS TRANSPORT SAC;False;20600082931;20600082931;Panic Button,;PLAN PROFESIONAL - VIDFLEET;Client;0U33;AKB-872;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE;29,99;;;3/3/2025 12:00:00 AM;4/1/2025 12:00:00 AM;4764428535;950185290;895110163090541363;354514102545284;;Active;Parked;3/13/2025 12:59:53 PM;6/8/2025 6:14:37 PM;6/8/2025 6:15:06 PM;Manzanillo-45, Ate Vitarte, Lima, Lima [Province], Perú
TSO Mobile Peru;CORGAS TRANSPORT SAC;False;20600082931;20600082931;Panic Button,;PLAN PROFESIONAL - VIDFLEET;Client;0U4T;BJS-983;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE;29,99;;;3/3/2025 12:00:00 AM;4/1/2025 12:00:00 AM;4764428515;949370216;895110163090080966;354514102545888;;Active;Parked;3/11/2025 1:57:57 PM;4/8/2025 7:01:43 PM;4/8/2025 7:02:03 PM;X46C+J8H, Ate 15487, Peru
TSO Mobile Peru;CORGAS TRANSPORT SAC;False;20600082931;20600082931;Panic Button,;PLAN PROFESIONAL - VIDFLEET;Client;0WZT;BJS-984;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE;29,99;;Monthly;3/3/2025 12:00:00 AM;4/1/2025 12:00:00 AM;4764428507;956755338;895110163293947097;354514102406578;;Active;Parked;3/10/2025 12:58:30 PM;3/10/2025 7:52:55 PM;3/10/2025 7:53:11 PM;X46C+J8H, Ate 15487, Peru
TSO Mobile Peru;CORGAS TRANSPORT SAC;False;20600082931;20600082931;Panic Button,;PLAN PROFESIONAL - VIDFLEET;Renting;15S9;BPD-740 VF;VidFleet 4K;CLARO-PE;29,99;;Monthly;3/3/2025 12:00:00 AM;4/1/2025 12:00:00 AM;6B3013ZM;51942746401;895110163089521173;6B3013ZM;;Active;Ignition ON;3/3/2025 11:28:03 AM;6/12/2025 9:11:14 AM;6/12/2025 9:39:03 AM;24VX+VMR Planta de Petroperu, Puerto Eten 14810, Peru
TSO Mobile Peru;CORGAS TRANSPORT SAC;False;20600082931;20600082931;Panic Button,;PLAN PROFESIONAL - VIDFLEET;Renting;17QJ;BYB-836 VF;VidFleet 4K;CLARO-PE;29,99;;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;6B3013XD;952353805;895110163092149997;6B3013XD;;Active;Idle - Stop;3/3/2025 8:32:09 AM;6/12/2025 9:39:59 AM;6/12/2025 9:40:05 AM;24VX+VMR Planta de Petroperu, Puerto Eten 14810, Peru
TSO Mobile Peru;CORGAS TRANSPORT SAC;False;20600082931;20600082931;Panic Button,;PLAN PROFESIONAL - VIDFLEET;Renting;17QY;BYC-809 VF;VidFleet 4K;CLARO-PE;29,99;;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;6B3013W5;51952354040;895110163092149999;6B3013W5;;Active;Ignition OFF;2/13/2025 11:46:08 AM;6/11/2025 6:22:26 PM;6/11/2025 6:27:06 PM;Av. Nestor Gambetta 843C, Callao 07001, Peru
TSO Mobile Peru;CORGAS TRANSPORT SAC;False;20600082931;20600082931;Panic Button,;PLAN PROFESIONAL - VIDFLEET;Renting;18PX;AKB-872 VF;VidFleet 4K;CLARO-PE;29,99;;Monthly;3/3/2025 12:00:00 AM;4/1/2025 12:00:00 AM;6B3013ZD;959245820;895110163092075995;6B3013ZD;;Active;Ignition OFF;3/13/2025 1:02:20 PM;4/22/2025 8:23:53 AM;4/22/2025 8:34:36 AM;X46C+J8H, Ate 15487, Peru
TSO Mobile Peru;CORPORACION DE SEGURIDAD INTEGRAL PROFESIONAL SAC;False;20610247416;20610247416;Panic Button,;PLAN ESTANDAR;Renting;11YC;BEE-882 (MITSUBISHI);Queclink GV55W;CLARO-PE TSO;12,83;INTERNAL U;Annually;2/4/2025 12:00:00 AM;2/3/2026 12:00:00 AM;S2-M007693-11YC;989178318;8951101630726670035;868574042434428;CORPORACION DE SEGURIDAD INTEGRAL PROFESIONAL SAC;Active;Idle - Stop;2/4/2025 8:24:11 AM;6/12/2025 9:39:38 AM;6/12/2025 9:39:56 AM;3WX8+W5 Tunga, Peru
TSO Mobile Peru;CORPORACION DE SEGURIDAD INTEGRAL PROFESIONAL SAC;False;20610247416;20610247416;Panic Button,;PLAN ESTANDAR;Renting;16EV;CKO-555 (VAN);Queclink GV55W;CLARO-PE;12,83;INTERNAL U;Annually;2/3/2025 12:00:00 AM;2/2/2026 12:00:00 AM;S2-M007693-16EV;952349110;895110163092149936;868574042840640;;Active;Parked;2/3/2025 6:44:54 AM;6/12/2025 9:04:20 AM;6/12/2025 9:04:53 AM;Antigua Panamericana Sur Antigua Panamericana Sur
TSO Mobile Peru;CORPORACION DE SEGURIDAD INTEGRAL PROFESIONAL SAC;False;20610247416;20610247416;Panic Button,;PLAN ESTANDAR;Renting;16EW;BZN-906 (POER);Queclink GV55W;CLARO-PE;12,83;INTERNAL U;Annually;2/3/2025 12:00:00 AM;3/4/2025 12:00:00 AM;S2-M007693-16EW;952349245;895110163092149943;868574042854450;;Active;Parked;2/3/2025 6:44:27 AM;6/12/2025 9:07:50 AM;6/12/2025 9:08:13 AM;MO-107 18000, 18000, Peru
TSO Mobile Peru;CORPORACION DE SEGURIDAD INTEGRAL PROFESIONAL SAC;False;20610247416;20610247416;Panic Button,;PLAN ESTANDAR;Renting;16EX;D9R-402 (SUZUKI);Queclink GV55W;CLARO-PE;12,83;INTERNAL U;Annually;2/4/2025 12:00:00 AM;2/3/2026 12:00:00 AM;S2-M007693-16EX;952349834;895110163092149947;868574042844576;;Active;Parked;2/4/2025 7:13:51 AM;6/12/2025 9:20:21 AM;6/12/2025 9:20:45 AM;Av Guardia Civil-79, Chorrillos, Lima, Lima [Province]
TSO Mobile Peru;CORPORACION DE SEGURIDAD INTEGRAL PROFESIONAL SAC;False;20610247416;20610247416;Panic Button,;PLAN ESTANDAR;Renting;16GO;CBP-919 (WINGLE);Queclink GV55W;CLARO-PE;12,83;INTERNAL U;Annually;2/4/2025 12:00:00 AM;2/3/2026 12:00:00 AM;S2-M007693-16GO;953790035;895110163092621110;868574042955828;;Active;Parked;2/4/2025 7:13:15 AM;6/12/2025 8:47:11 AM;6/12/2025 8:47:36 AM;Antigua Panamericana Sur Antigua Panamericana Sur
TSO Mobile Peru;CORPORACION DE SEGURIDAD INTEGRAL PROFESIONAL SAC;False;20610247416;20610247416;Panic Button,;PLAN ESTANDAR;Renting;16IZ;8941-PC (OCHOA);Queclink GV55W;CLARO-PE;12,83;INTERNAL U;Annually;2/6/2025 12:00:00 AM;3/7/2025 12:00:00 AM;S2-M007693-16IZ;949282046;895110163092934527;868574042944004;;Active;Parked;2/6/2025 8:40:52 AM;6/12/2025 9:04:33 AM;6/12/2025 9:04:57 AM;Av La Reforma Agraria-45, San Juan De Miraflores, Lima, Lima [Province], Perú
TSO Mobile Peru;CORPORACION DE SEGURIDAD INTEGRAL PROFESIONAL SAC;False;20610247416;20610247416;Panic Button,;PLAN ESTANDAR;Renting;18BF;BXE-722 (MIXERCON);Queclink GV55W;CLARO-PE;12,83;;Annually;2/8/2025 12:00:00 AM;3/9/2025 12:00:00 AM;S2-M007693-18BF;956754966;895110163293947093;868574042960117;;Active;Parked;2/8/2025 12:36:47 PM;6/12/2025 9:08:35 AM;6/12/2025 9:08:49 AM;Av Sur Via Libre-56, Villa El Salvador, Lima, Lima [Province]
TSO Mobile Peru;CORPORACION DE SEGURIDAD INTEGRAL PROFESIONAL SAC;False;20610247416;20610247416;Panic Button,;PLAN ESTANDAR;Renting;18BZ;3873-RC;Queclink GV55W;CLARO-PE;12,83;;Annually;3/23/2025 12:00:00 AM;4/21/2025 12:00:00 AM;S2-M007693-18BZ;956756297;895110163293947112;868574042932827;;Active;Ping;3/23/2025 5:07:06 PM;4/15/2025 11:47:37 PM;4/15/2025 11:48:01 PM;Via Principal Km 300, Ica, Ica, Ica
TSO Mobile Peru;CORPORACION DE SEGURIDAD INTEGRAL PROFESIONAL SAC;False;20610247416;20610247416;Panic Button,;PLAN ESTANDAR;Renting;18C2;9748-PC (MOTO);Queclink GV55W;CLARO-PE;12,83;;Annually;2/26/2025 12:00:00 AM;3/27/2025 12:00:00 AM;S2-M007693-18C2;956755334;895110163293947096;868574042934534;;Active;Idle - Stop;2/26/2025 10:26:46 AM;6/12/2025 9:40:17 AM;6/12/2025 9:40:32 AM;Trocha California, San Andres, Pisco, Ica, Perú
TSO Mobile Peru;CORPORACION DE SEGURIDAD INTEGRAL PROFESIONAL SAC;False;20610247416;20610247416;Panic Button,;PLAN ESTANDAR;Renting;18C3;ATJ-942 (HILUX);Queclink GV55W;CLARO-PE;12,83;;Annually;2/26/2025 12:00:00 AM;3/27/2025 12:00:00 AM;S2-M007693-18C3;956753928;895110163293947079;868574042949060;;Active;Power Restored;2/26/2025 6:04:36 AM;5/31/2025 6:12:09 AM;5/31/2025 6:12:17 AM;Av Parinacochas, La Victoria, Lima, Lima [Province], Perú
TSO Mobile Peru;CORPORACION DE SEGURIDAD INTEGRAL PROFESIONAL SAC;False;20610247416;20610247416;Panic Button,;PLAN ESTANDAR;Renting;18IF;KAMAX 4372-RC;Topfly PioneerX;CLARO-PE TSO;12,83;;Annually;5/9/2025 12:00:00 AM;6/7/2025 12:00:00 AM;869487061769112;964303619;895110163293873260;869487061769112;;Active;Idle - Stop;5/9/2025 1:15:51 PM;6/12/2025 9:40:17 AM;6/12/2025 9:40:29 AM;Av. Guardia Civil Sur 558, Chorrillos 15056, Peru
TSO Mobile Peru;CORPORACION DE TRANSPORTE BONILLA NANO SAC;False;20512272470;20512272470;MDVR - 009901C036, Panic Button,;PLAN PROFESIONAL;Client;0OYA;CCR-751 PUERTA;CalAmp 2630 - CINTERION GSM - LMU30H30BT3-G1000;CLARO-PE TSO;17,9;;Monthly;5/31/2025 12:00:00 AM;6/29/2025 12:00:00 AM;4764428523;976387336;895110113003634215;354514102531904;;Active;Travel Stop;5/31/2025 10:40:30 AM;6/12/2025 9:37:59 AM;6/12/2025 9:38:28 AM;Av Del Ejercito-69, Miraflores., Lima, Lima [Province]
TSO Mobile Peru;CORPORACION DE TRANSPORTE BONILLA NANO SAC;False;20512272470;20512272470;Panic Button,;PLAN PROFESIONAL;Client;0SNV;C4B-803 Therm2;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;;17,9;;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;4764386127;944574418;8951101639495748195;358077093357842;;Active;Parked;9/7/2024 9:14:46 AM;2/10/2025 7:15:20 PM;2/10/2025 7:15:50 PM;San Jose-10, Chorrillos, Lima, Lima [Province], Perú
TSO Mobile Peru;CORPORACION DE TRANSPORTE BONILLA NANO SAC;False;20512272470;20512272470;Panic Button,;PLAN PROFESIONAL;Client;0X2J;BYT-810;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE;17,9;;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;4764429240;967296815;895110163087459897;354514102538982;;Active;Parked;9/5/2024 1:06:17 PM;6/9/2025 5:47:38 PM;6/9/2025 5:48:01 PM;Del Castillo-34, Ate Vitarte, Lima, Lima [Province], Perú
TSO Mobile Peru;CORPORACION DE TRANSPORTE BONILLA NANO SAC;False;20512272470;20512272470;Panic Button,;PLAN PROFESIONAL;Client;0XNM;AKT-540;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE TSO;17,9;;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;4764384728;993525489;8951101630726669516;358077092812698;;Active;Parked;9/7/2023 10:40:16 AM;12/25/2024 2:13:39 PM;12/25/2024 2:13:47 PM;89GG+VJ Mala, Peru
TSO Mobile Peru;CORPORACION DE TRANSPORTE BONILLA NANO SAC;False;20512272470;20512272470;Panic Button,;PLAN PROFESIONAL;Client;0XNW;C9U-369;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE TSO;17,9;;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;4764384209;984105929;8951101630726669714;358077093389654;;Active;Travel Start;8/14/2023 9:15:31 AM;6/12/2025 9:40:29 AM;6/12/2025 9:40:50 AM;Av Escuela Militar-88, Chorrillos, Lima, Lima [Province]
TSO Mobile Peru;CORPORACION DE TRANSPORTE BONILLA NANO SAC;False;20512272470;20512272470;Panic Button,;PLAN PROFESIONAL;Client;0Y43;D2A-749 Therm2;CalAmp 2630 - HSPA -LMU26H3001-G1000;CLARO-PE TSO;17,9;;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;4764347605;972591675;8951101639420035015;358077092213632;;Active;Parked;9/7/2024 6:56:32 AM;6/12/2025 8:52:35 AM;6/12/2025 8:53:02 AM;Comunidad Industrial, Lima 15067, Peru
TSO Mobile Peru;CORPORACION DE TRANSPORTE BONILLA NANO SAC;False;20512272470;20512272470;Panic Button,;PLAN PROFESIONAL;Client;0Y5M;BZA-754;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE;17,9;;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;4764429226;967290804;895110163087459883;354514102549484;;Active;Parked;9/5/2024 2:13:02 PM;6/12/2025 9:38:45 AM;6/12/2025 9:39:37 AM;Yahuar Huaca 281, La Victoria 14007, Peru
TSO Mobile Peru;CORPORACION DE TRANSPORTE BONILLA NANO SAC;False;20512272470;20512272470;Temp. Sensor, Panic Button,;PLAN PROFESIONAL;Client;0Y8Z;B3L-854 TP;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE;17,9;;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;4764429229;967290839;895110163087459885;354514102406610;;Active;Drive;9/5/2024 7:59:41 AM;6/12/2025 9:40:08 AM;6/12/2025 9:40:32 AM;Av Marco Polo-10, San Martin De Porres, Lima, Lima [Province]
TSO Mobile Peru;CORPORACION DE TRANSPORTE BONILLA NANO SAC;False;20512272470;20512272470;Panic Button,;PLAN PROFESIONAL;Client;0YTP;AHM-869;Queclink GV55W;CLARO-PE TSO;17,9;;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;S2-M007693-0YTP;976224698;8951101630746235090;868574042422324;;Active;Parked;12/14/2023 4:17:32 AM;6/12/2025 9:26:40 AM;6/12/2025 9:26:54 AM;Yahuar Huaca 287, La Victoria 14007, Peru
TSO Mobile Peru;CORPORACION DE TRANSPORTE BONILLA NANO SAC;False;20512272470;20512272470;Panic Button,;PLAN PROFESIONAL;Client;0Z0A;BPO-073;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE TSO;17,9;;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;4764384519;961768572;8951101630722078662;358077092820188;;Active;Parked;8/2/2023 12:08:13 PM;6/12/2025 9:39:30 AM;6/12/2025 9:39:53 AM;Av. Manuel Olguín 961, Santiago de Surco 15023, Peru
TSO Mobile Peru;CORPORACION DE TRANSPORTE BONILLA NANO SAC;False;20512272470;20512272470;Panic Button,;PLAN PROFESIONAL;Client;0Z0D;D3C-297;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE TSO;17,9;;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;4764384781;963771148;8951101630722078639;358077093309512;;Active;Parked;8/4/2023 11:50:11 AM;5/29/2025 1:16:31 PM;5/29/2025 1:17:48 PM;La Chirimoya, Surquillo, Lima, Lima [Province], Perú
TSO Mobile Peru;CORPORACION DE TRANSPORTE BONILLA NANO SAC;False;20512272470;20512272470;Panic Button,;PLAN PROFESIONAL;Client;0Z0E;D9A-870;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE TSO;17,9;;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;4764358924;989079032;8951101639501200355;358077091891032;;Active;Parked;8/2/2023 4:42:15 PM;3/19/2025 7:53:53 AM;3/19/2025 7:54:13 AM;Av Comunidad Industrial-75, Chorrillos, Lima, Lima [Province]
TSO Mobile Peru;CORPORACION DE TRANSPORTE BONILLA NANO SAC;False;20512272470;20512272470;Panic Button,;PLAN PROFESIONAL;Client;0Z0F;C4B-803;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE TSO;17,9;;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;4764384811;958257756;8951101630722078811;358077093357867;;Active;Input 2 OFF;8/1/2023 10:37:45 AM;12/28/2023 1:14:31 PM;1/8/2024 8:28:56 AM;Av Comunidad Industrial-48, Chorrillos, Lima, Lima [Province], Perú
TSO Mobile Peru;CORPORACION DE TRANSPORTE BONILLA NANO SAC;False;20512272470;20512272470;Panic Button,;PLAN PROFESIONAL;Client;0Z0G;F3S-563;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE TSO;17,9;;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;4764384211;961225817;8951101630722078803;358077093315287;;Active;Parked;9/7/2023 9:19:53 AM;6/12/2025 9:39:51 AM;6/12/2025 9:40:25 AM;Av Costanera-45, San Miguel, Lima, Lima [Province], Perú
TSO Mobile Peru;CORPORACION DE TRANSPORTE BONILLA NANO SAC;False;20512272470;20512272470;Panic Button,;PLAN PROFESIONAL;Client;0Z0H;B3L-854;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE TSO;17,9;;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;4764384542;962334005;8951101630722078787;358077093311260;;Active;Drive;8/2/2023 3:36:12 PM;6/12/2025 9:40:08 AM;6/12/2025 9:40:27 AM;Av Marco Polo-19, San Martin De Porres, Lima, Lima [Province]
TSO Mobile Peru;CORPORACION DE TRANSPORTE BONILLA NANO SAC;False;20512272470;20512272470;Panic Button,;PLAN PROFESIONAL;Client;0Z0I;D2A-749;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE TSO;17,9;;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;4764384515;986902021;8951101639149424318;358077093311310;;Active;Parked;8/1/2023 1:56:19 PM;6/12/2025 8:52:35 AM;6/12/2025 8:53:02 AM;Comunidad Industrial, Lima 15067, Peru
TSO Mobile Peru;CORPORACION DE TRANSPORTE BONILLA NANO SAC;False;20512272470;20512272470;Panic Button,;PLAN PROFESIONAL;Client;0Z0J;AYC-946;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE TSO;17,9;;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;4764384555;953126501;8951101630722078779;358077093351027;;Active;Drive;8/2/2023 5:29:46 PM;6/12/2025 9:40:42 AM;6/12/2025 9:40:55 AM;Via Principal, Villa El Salvador, Lima, Lima [Province], Perú
TSO Mobile Peru;CORPORACION DE TRANSPORTE BONILLA NANO SAC;False;20512272470;20512272470;Panic Button,;PLAN PROFESIONAL;Client;0ZM2;AYC-946 Therm2;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE TSO;17,9;;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;4764428988;940003236;8951101630733547853;354514102545904;;Active;Drive;9/7/2024 8:23:26 AM;6/12/2025 9:40:42 AM;6/12/2025 9:40:55 AM;Via Principal, Villa El Salvador, Lima, Lima [Province], Perú
TSO Mobile Peru;CORPORACION DE TRANSPORTE BONILLA NANO SAC;False;20512272470;20512272470;Panic Button,;PLAN PROFESIONAL;Client;119Z;BYT-810 PU;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE;17,9;;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;4764428478;980544862;895110163286346724;354514102546365;;Active;Parked;5/29/2024 10:55:59 AM;6/9/2025 5:32:38 PM;6/9/2025 5:33:03 PM;Los Castillos 560, Lima 15023, Peru
TSO Mobile Peru;CORPORACION DE TRANSPORTE BONILLA NANO SAC;False;20512272470;20512272470;Panic Button,;PLAN PROFESIONAL;Client;11H5;BZA-754 PU;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE;17,9;;Monthly;1/1/1900 12:00:00 AM;1/1/1900 12:00:00 AM;4764429151;967294104;895110163087459893;354514102545466;;Active;Parked;9/5/2024 2:11:26 PM;6/12/2025 9:38:45 AM;6/12/2025 9:39:36 AM;Yahuar Huaca 281, La Victoria 14007, Peru
TSO Mobile Peru;CORPORACION DE TRANSPORTE BONILLA NANO SAC;False;20512272470;20512272470;Temp. Sensor, Panic Button,;PLAN PROFESIONAL;Renting;12CB;CCQ-846 PU;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE TSO;17,9;;Monthly;5/30/2025 12:00:00 AM;6/28/2025 12:00:00 AM;4764428902;976389862;895110113003634233;354514102545706;;Active;Parked;5/30/2025 8:42:57 AM;5/30/2025 11:07:37 PM;5/30/2025 11:08:05 PM;Calle 2, Lima, Peru
TSO Mobile Peru;CORPORACION DE TRANSPORTE BONILLA NANO SAC;False;20512272470;20512272470;Temp. Sensor, Panic Button,;PLAN PROFESIONAL;Client;16PD;CCR-751;CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01;CLARO-PE TSO;17,9;;Monthly;5/31/2025 12:00:00 AM;6/29/2025 12:00:00 AM;4764434407;928015583;895110113003634240;352556103421645;;Active;Travel Stop;5/31/2025 9:53:40 AM;6/12/2025 9:37:59 AM;6/12/2025 9:38:34 AM;Av Del Ejercito-69, Miraflores., Lima, Lima [Province]
