ID,Name,Identifier,Model,User ESN Mobile Id,EOL,Enabled Services,Asset,Account,Status,Last Event Time,JPOD Firmware,JPOD Config,BLE3 Firmware,EdgeApp Version / Hosted App Version,User Defined Mobile ID,VBUS Mode,Pending Firmware,Pending Script,Pending JPOD FW,Pending JPOD Config,Pending EdgeApp/ Hosted App,VBU3 Firmware,ICCID,Configuration,Activation Date,Air ID,Android OS Version,App ID,Architecture,Associated LMU,Associated MDT,Carrier Status,Category,Config Status,Created On,ESN,Firmware Status,Firmware Version,First ID Report Time,Groups,ICN Enabled,ID Report Time,IMEI,IMEI2,IMSI,iOn Tag,IP Address,ISDN,Kernel Version,Last AVL Time,Last Modified On,MDN,MEID,PEG Behavior,Script Identifier,Serial Number,Ship Date,VBUS Status,Vehicle Profile,VIN (ID Report),Radio Firmware,Disabled Services,
3052400,,1363109703,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8957123111901536383,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-PZCE-XCFG,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363109703,,29b,2020-06-04T15:36:13.000Z,,false,"2025-12-12, 5:40 AM",359369090552759,,732123638154109,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:42 PM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052401,,1363109681,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571016023037509633,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-KX1E-Z66P,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363109681,,29d,2020-06-05T15:56:51.000Z,,false,"2025-06-09, 12:51 PM",359369090434578,,732101637932986,LMU330 - Null PEGBehavior,,,,,"2025-06-09, 12:50 PM",,,,7.173,,,ON,,,,"CARGO,LMS,ICN,TPMS,WETS,IVT,BMS,BLE,EA,WMS,DOOR",
3052402,,1363142537,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8957123112215384072,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-WAB8-7WYZ,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363142537,,29b,2021-01-19T18:05:27.000Z,,false,"2025-12-12, 5:42 AM",358077092401658,,732123300084899,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:42 PM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052403,,1363109125,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571015023093771854,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-Z4DD-URHE,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363109125,,29b,2020-02-24T15:51:29.000Z,,false,"2025-10-23, 4:47 PM",359369090537701,,732101575318197,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:42 PM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052404,,1363123711,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8951100312213848447,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-88YR-EC70,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363123711,,29b,2021-02-10T19:09:01.000Z,,false,"2024-04-04, 2:00 PM",359369091116794,,716100321384844,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,7.138,,,ON,,,,"CARGO,LMS,ICN,TPMS,WETS,IVT,BMS,BLE,EA,WMS,DOOR",
3052405,,1363107798,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8951100312213723806,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-4P5A-3RU5,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363107798,,29b,2020-04-05T01:06:26.000Z,,false,"2024-01-16, 4:21 PM",359369090371416,,716100321372380,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,17.63,,,ON,,,,"CARGO,LMS,ICN,TPMS,WETS,IVT,BMS,BLE,EA,WMS,DOOR",
3052406,,1363118245,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8951101639501200371,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-EUE1-GRXU,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363118245,,29b,2021-06-30T20:09:13.000Z,,false,"2025-03-09, 4:41 AM",359369091198164,,716101650120037,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052407,,1363105375,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571015021123326111,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-WG1G-D6FQ,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363105375,,29b,2020-03-16T14:59:30.000Z,,false,"2025-12-10, 9:03 AM",359369090431814,,732101554303393,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052408,,1363138108,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571015024030213026,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-PBW3-X34F,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363138108,,29b,2020-11-08T20:50:31.000Z,,false,"2025-12-12, 5:44 AM",358077092088869,,732101580962313,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052409,,1363105956,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571015021122228730,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-3HRF-QVE7,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363105956,,29b,2020-02-26T20:11:46.000Z,,false,"2025-12-09, 2:02 PM",358077091652012,,732101554193655,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052410,,1333141348,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8957123110544397567,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-HYXL-38LK,,16,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1333141348,,29b,2020-01-10T20:07:06.000Z,,false,"2025-03-28, 5:05 PM",351628096585008,,732123532474116,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052411,,1363126818,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571015022060882041,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-ATNU-GKTB,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363126818,,29b,2020-09-15T20:40:08.000Z,,false,"2025-12-12, 4:18 AM",359369091143251,,732101560052077,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052412,,1363126521,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571015024030212986,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-DMAG-K8AB,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363126521,,29b,2020-11-08T19:18:52.000Z,,false,"2024-11-12, 3:03 PM",359369091166476,,732101580962309,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052414,,1363105772,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8951100312213723368,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-NM05-GG0J,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363105772,,29b,2020-05-15T15:20:39.000Z,,false,"2024-01-04, 3:19 AM",359369090551173,,716100321372336,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:42 PM",,,,7.163,,,ON,,,,"CARGO,LMS,ICN,TPMS,WETS,IVT,BMS,BLE,EA,WMS,DOOR",
3052415,,1363113610,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571016020010114563,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-3Y58-256T,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363113610,,29b,2021-01-03T11:27:56.000Z,,false,"2025-12-11, 11:45 AM",359369090055126,,732101600011456,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052416,,1363113136,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571015024030213182,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-RUZU-H4U1,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363113136,,29b,2020-11-12T21:36:58.000Z,,false,"2025-09-30, 4:52 PM",358077091712881,,732101580962329,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052417,,1363106717,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8951101639420036468,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-CJV5-U9BQ,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363106717,,29b,2020-02-17T20:55:04.000Z,,false,"2025-12-11, 2:49 PM",359369090573706,,716101642003646,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052418,,1333140926,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571016023121574915,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-WN6Z-JHTR,,16,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1333140926,,29b,2019-09-11T16:11:37.000Z,,false,"2025-12-11, 12:24 PM",351628096763167,,732101646339514,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:42 PM",,,,7.173,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052419,,1363144155,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8951101639498973196,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-J42T-EYFJ,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363144155,,29b,2021-07-15T22:09:13.000Z,,false,"2025-04-15, 8:30 AM",358077092191127,,716101649897319,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:42 PM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052421,,1363106721,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571015023088969521,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-XBEU-DLFL,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363106721,,29d,2020-06-09T15:37:36.000Z,,false,"2025-06-13, 8:26 AM",359369090556073,,732101574837964,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:42 PM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052423,,1363141792,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571015024030213166,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-PRGR-FXUY,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363141792,,29b,2021-01-19T17:29:14.000Z,,false,"2025-12-12, 3:26 AM",359369091275939,,732101580962327,LMU330 - Null PEGBehavior,,,,,"2025-05-29, 5:48 AM",,,,7.163,,,ON,,,,"CARGO,LMS,WETS,ICN,TPMS,IVT,BMS,BLE,WMS,EA,DOOR",
3052424,,1363119511,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571010015072095995,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-PCCR-8W0W,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363119511,,29b,2020-09-15T20:30:22.000Z,,false,"2024-05-10, 8:20 AM",359369091110607,,732101097799859,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:42 PM",,,,7.163,,,ON,,,,"CARGO,LMS,ICN,TPMS,WETS,IVT,BMS,BLE,EA,WMS,DOOR",
3052425,,1333141334,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571015022060882090,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-HENB-2R64,,16,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1333141334,,29b,2020-01-13T15:55:35.000Z,,false,"2025-03-04, 5:28 AM",351628096182897,,732101560052082,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:42 PM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052426,,1363143538,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571015025019066459,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-6E79-UJLU,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363143538,,29b,2021-01-28T16:20:59.000Z,,false,"2024-09-10, 12:41 PM",358077092416052,,732101591847655,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:42 PM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052427,,1363142251,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8951100312213848371,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-86CR-JG6P,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363142251,,29b,2021-01-11T19:03:28.000Z,,false,"2025-12-12, 5:32 AM",358077092175328,,716100321384837,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:42 PM",,,,7.138,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052428,,1363103107,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8951100312213725926,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-WCBF-FPZL,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363103107,,29b,2020-03-13T17:07:04.000Z,,false,"2024-01-24, 3:26 PM",359369090643806,,716100321372592,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:42 PM",,,,7.163,,,ON,,,,"CARGO,LMS,ICN,TPMS,WETS,IVT,BMS,BLE,EA,WMS,DOOR",
3052429,,1363189376,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8957123112215168004,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-60FN-M9C4,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363189376,,29b,2023-05-16T14:51:32.000Z,,false,"2025-12-11, 4:37 PM",352556102768129,,732123300088488,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052431,,1363189393,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8951101630733493215,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-YPRK-ZCZB,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363189393,,29d,2023-06-06T16:05:50.000Z,,false,"2025-11-06, 6:38 AM",352556102946956,,716101673349321,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052432,,1363184667,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8951101632661803787,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-0A1V-JJJZ,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363184667,,29d,2023-04-20T17:19:54.000Z,,false,"2025-03-31, 3:34 PM",354514101461012,,716101666180378,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052434,,1363184939,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8951101632863467530,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-FD6Y-AR03,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363184939,,29e,2022-12-19T23:01:25.000Z,,false,"2024-04-23, 12:20 PM",352556102015406,,716101686346753,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,0.0,,,ON,,,,"CARGO,LMS,ICN,TPMS,WETS,IVT,BMS,BLE,EA,WMS,DOOR",
3052435,,1363185511,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8951067022209902865,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-5NF3-D86R,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363185511,,29b,2022-11-09T17:28:08.000Z,,false,"2025-12-12, 5:24 AM",354514101464115,,716060886893351,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,7.173,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052436,,1363184986,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8951101639419943880,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-G201-4JQL,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363184986,,29b,2023-04-29T20:03:57.000Z,,false,"2023-12-18, 12:34 PM",352556102014631,,716101641994388,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:42 PM",,,,7.163,,,ON,,,,"CARGO,LMS,ICN,TPMS,WETS,IVT,BMS,BLE,EA,WMS,DOOR",
3052438,,1363184594,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8951067022219913548,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-Q7PR-1R7J,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363184594,,29b,2023-02-14T15:49:20.000Z,,false,"2025-04-04, 12:57 PM",352556102053837,,716060887894419,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,7.63,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052439,,1363184933,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8951067022219916434,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-XT4L-6UDD,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363184933,,29b,2023-02-06T18:02:46.000Z,,false,"2024-01-24, 12:26 PM",352556102014185,,716060887894708,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:42 PM",,,,7.173,,,ON,,,,"CARGO,LMS,ICN,TPMS,WETS,IVT,BMS,BLE,EA,WMS,DOOR",
3052440,,1363184988,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8951101639419944375,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-1WMT-YPH9,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363184988,,29f,2023-04-29T20:14:09.000Z,,false,"2025-12-11, 12:05 PM",352556102014557,,716101641994437,LMU330 - Null PEGBehavior,,,,,"2025-11-26, 9:37 AM",,,,7.165,,,ON,,,,"TPMS,WETS,IVT,VESCOUT,BMS,DOOR,TELECRYPT,CARGO,LMS,ICN,BLE,DDSAR,EA,WMS",
3052442,,1363185808,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8957123112215161983,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-KT1G-NF99,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363185808,,29b,2023-01-27T16:07:44.000Z,,false,"2025-12-11, 12:29 PM",354514101453183,,732123300106543,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:42 PM",,,,7.173,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052443,,1363184629,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8957123112215161918,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-0LMM-9RFM,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363184629,,29b,2023-01-26T22:18:37.000Z,,false,"2025-12-10, 11:34 AM",352556102015513,,732123300083728,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:42 PM",,,,7.173,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052444,,1363186087,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8957123112115871863,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-GRU8-EK45,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363186087,,29b,2023-01-04T20:20:16.000Z,,false,"2025-12-10, 6:37 AM",352556102051799,,732123665424392,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,7.173,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052445,,1363114067,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571016020105249506,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-2ZV9-5BTU,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363114067,,29b,2022-02-01T15:36:59.000Z,,false,"2025-12-10, 9:05 AM",359369090083979,,732101609524950,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052446,,1363188265,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8957123112214853952,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-Z1EQ-BE4E,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363188265,,29b,2022-12-15T14:48:58.000Z,,false,"2025-12-12, 3:01 AM",352556102748436,,732123300006640,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,7.173,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052447,,1363114232,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571016021086999440,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-3T87-K3GJ,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363114232,,29b,2022-02-16T16:10:29.000Z,,false,"2025-09-01, 7:55 PM",358077091730792,,732101619690322,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,7.173,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052448,,1363118084,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571016021086999739,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-K1GD-9Q5P,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363118084,,29b,2022-03-29T21:59:05.000Z,,false,"2025-12-12, 4:18 AM",359369091196820,,732101619690351,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052449,,1363188275,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8957123112215340330,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-473G-WE7F,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363188275,,29b,2022-11-22T20:32:00.000Z,,false,"2025-12-11, 4:48 PM",352556102751869,,732123300086474,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,7.173,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052450,,1363190542,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8957123112215349034,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-JL5V-FYLU,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363190542,,29b,2022-11-18T13:52:14.000Z,,false,"2025-12-11, 11:13 AM",352556102818775,,732123300086322,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,7.173,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052451,,1363118212,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571016021086999648,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-NX24-G243,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363118212,,29b,2022-03-26T21:06:49.000Z,,false,"2025-12-12, 12:47 AM",359369091117180,,732101619690342,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:41 PM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052454,,1363118636,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,89571016023121579112,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-TZDH-6X2N,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363118636,,29b,2022-01-30T22:48:46.000Z,,false,"2025-05-26, 12:07 AM",359369091067211,,732101646339934,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:42 PM",,,,7.163,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
3052455,,1363189824,LMU330,,No,,,TSO Columbia,Enabled,,,,,,,,,,,,,,8957123112214854026,LMU330 - Null PEGBehavior,"2023-06-19, 9:55 AM",U-16H6-EKCE,,17,BIT_8,,,,LMU,,"2023-06-19, 9:55 AM",1363189824,,29b,2022-12-13T15:37:11.000Z,,false,"2025-09-05, 3:41 PM",352556102793614,,732123300005313,LMU330 - Null PEGBehavior,,,,,"2024-12-06, 12:42 PM",,,,7.173,,,ON,,,,"CARGO,LMS,TPMS,ICN,WETS,IVT,BMS,BLE,WMS,EA,DOOR",
