,Unit Type,Unit ID,Unit,Last Event Date,IMEI
6281,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0M0U,TAG-868,6/26/2025 11:43:25 AM,359369091068656
6283,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0M10,TAB-887,6/26/2025 9:17:55 AM,358077092398953
6322,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,589R,T2D-874,6/26/2025 12:10:45 PM,352556102051401
6397,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VVQ,SY0079CC70068,6/26/2025 11:10:14 AM,354514101465633
6460,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0MCY,DOD347,6/26/2025 8:33:14 AM,352556102014516
6461,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0O94,WFE450,6/26/2025 10:30:02 AM,352556102057457
6475,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,U766,VSA549,6/26/2025 11:42:32 AM,354514101458646
6493,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0UQN,SSY386,6/26/2025 11:57:40 AM,352556102918252
6494,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0UW6,TDZ075,6/26/2025 8:45:39 AM,352556102915670
6505,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0PMY,LWD040B Toyota Zarag,6/26/2025 12:01:13 PM,359369091201380
6506,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0PN7,MTD330B Toyota ,6/26/2025 11:04:06 AM,359369091062212
6507,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QFZ,YARIS R79-BCY,6/26/2025 11:37:39 AM,359369091229092
6508,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QG3,YARIS R65-BCY,6/26/2025 9:00:51 AM,359369091198230
6509,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QJ8,LE29893 Toyota ,6/26/2025 12:09:42 PM,359369091046884
6531,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0KOY,Silver 01,6/26/2025 12:10:17 PM,352556102786501
6534,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0KP1,NISSAN,6/26/2025 12:09:51 PM,352556102808891
6535,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0KP2,Rabon 01,6/26/2025 12:10:22 PM,352556102945628
6537,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0SJI,TRAILER 01,6/26/2025 9:10:43 AM,352556102778938
6562,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,0X9D,1163-FT,6/26/2025 10:20:51 AM,352556102015489
6630,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0LI5,WCU319,6/26/2025 12:09:50 PM,359369091298956
6641,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0MHP,SZY750,6/26/2025 11:58:22 AM,358077092161476
6647,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0NPG,CAT0906HTJRF00918,6/26/2025 10:57:50 AM,354514101460337
6698,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0XSU,UFU506,6/26/2025 11:17:20 AM,352556102936833
6699,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0XTD,WFG172,6/26/2025 11:54:13 AM,352556102946972
6732,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0SEJ,CARGADOR 938H,6/26/2025 11:57:57 AM,359369091024469
6733,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0SJ8,GJX001,6/26/2025 12:10:09 PM,358077093477459
6743,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0URQ,VIBRO CAT CB24,6/26/2025 12:00:03 PM,352556102916645
6744,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0URR,GJX020,6/26/2025 12:09:35 PM,352556102767345
6746,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0URT,LSC DOOSAN,6/26/2025 11:19:48 AM,352556102818734
6748,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0URX,VIBRO HAMM 2T,6/26/2025 11:34:52 AM,352556102906034
6750,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0URZ,PAVIMENTADORA AP555E,6/26/2025 10:45:49 AM,352556102939431
6751,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0US1,MINI 570,6/26/2025 11:59:55 AM,352556102809931
6752,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0US2,GJW972,6/26/2025 12:10:48 PM,352556102797235
6753,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0US4,COMPRESOR S185,6/26/2025 11:53:56 AM,352556102782583
6754,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0US5,GJX021,6/26/2025 11:08:42 AM,352556102817694
6755,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0US6,MINBOB -PI2620,6/26/2025 12:01:20 PM,352556102920258
6756,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0US7,EQW975,6/26/2025 11:13:25 AM,352556102919458
6757,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0US9,IGN271,6/26/2025 10:41:39 AM,352556102796740
6808,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,769D,CASE580,6/26/2025 9:58:25 AM,352556102901878
6813,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0Q6C,SY013NCB97788,6/26/2025 12:01:25 PM,359369091200101
6816,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0RLX,SY013NCC07508,6/26/2025 6:19:55 AM,359369091069274
6852,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0RMH,SY013NCC07628,6/26/2025 11:50:22 AM,359369091070041
6875,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VWB,SY0079CC70058,6/26/2025 11:14:25 AM,352556102096034
6878,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0RLZ,SR185CCB00918,6/26/2025 8:52:33 AM,359369091065678
6879,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VTL,SR125CCD00808,6/26/2025 7:52:29 AM,354514101466599
7102,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0RNX,ENS689,6/26/2025 12:09:55 PM,359369091147286
7401,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0X6A,CGF33A,6/26/2025 10:44:12 AM,352556102768251
7407,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QIP,02,6/26/2025 11:32:03 AM,359369091070447
7411,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,0AV8,Ambulancia 06,6/26/2025 10:55:02 AM,354514101466946
7413,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0KAX,Ambulancia 08 ,6/26/2025 9:19:19 AM,352556102921215
7414,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0KB1,LOGISTICA 01,6/26/2025 10:29:58 AM,352556102768244
7418,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,0LVN,MOVIL 09,6/26/2025 12:10:26 PM,354514101466110
7420,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VSS,MOTO 10,6/26/2025 10:28:21 AM,354514101465740
7421,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,12KE,MOTO 11,6/26/2025 11:03:07 AM,358077092414644
7427,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0JQ4,EQY 166,6/26/2025 12:10:04 PM,359369090346038
7428,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0K58,EQY170,6/26/2025 8:52:56 AM,359369090619004
7462,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0UR2,SY021NCCT8118,6/26/2025 11:51:51 AM,352556102757023
7463,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0UR4,SY021NCCT8128,6/26/2025 10:35:55 AM,352556102748311
7464,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,04UO,EUX303,6/26/2025 12:09:02 PM,358077091712881
7465,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,09LD,332ACV,6/26/2025 12:11:20 PM,358077091649661
7466,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,09M3,STZ801,6/26/2025 11:28:35 AM,351628096257319
7467,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0AWZ,TRJ867,6/26/2025 8:45:02 AM,359369090542867
7468,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0IEU,TGK665,6/26/2025 12:04:53 PM,358077093313118
7472,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0KK6,TEKK828,6/26/2025 12:10:33 PM,359369090368081
7474,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0KK8,668ABN,6/26/2025 11:47:18 AM,359369090545480
7475,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0KKA,GDW550,6/26/2025 12:00:23 PM,359369090149564
7511,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0V3V,SY007SCC65888,6/26/2025 12:02:25 PM,352556102917098
7536,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0RIX,SY013NCC07538,6/26/2025 12:04:49 PM,358077091722237
7544,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,641D,B5K-800,6/26/2025 12:09:58 PM,359369091110912
7575,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QIQ,SANY PILOTEADIRA SR1,6/26/2025 12:02:57 PM,359369091294641
7591,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0K5D,GTX134,6/26/2025 12:06:52 PM,359369090367877
7592,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0K5E,GTX133,6/26/2025 12:07:40 PM,359369090553112
7593,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0K5F,GTX180,6/26/2025 12:02:26 PM,359369090551090
7594,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0K85,GTX135,6/26/2025 12:10:04 PM,359369090576162
7595,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0K8B,GVQ048,6/26/2025 11:57:23 AM,359369090458148
7597,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0K8R,GTX136,6/26/2025 12:08:20 PM,358077092155585
7600,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,0XGU,ESQ506,6/26/2025 12:11:01 PM,868574041367322
7612,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VTX,DIEGO GALLEGO 063,6/26/2025 12:07:27 PM,352556102055683
7616,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0OAG,F5C-762,6/26/2025 9:25:34 AM,352556102772949
7619,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0OWA,AUK-859,6/26/2025 12:09:03 PM,352556102050239
7652,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0V4O,SUR 2 /FSV535,6/26/2025 11:15:18 AM,352556102796518
7653,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0V66,CENTRO 2 / KOK264,6/26/2025 12:09:09 PM,352556102917346
7656,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0V80,SUR 3 /LLP525,6/26/2025 12:10:17 PM,352556102748436
7657,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0V9D,ZONA T /KNZ324,6/26/2025 12:10:26 PM,352556102773368
7658,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0V9F,NORTE 2 / KNZ374,6/26/2025 12:10:58 PM,352556102752735
7659,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VA2,TRC / KOK233,6/26/2025 12:10:08 PM,354514101455394
7667,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,7524,TJV868,6/26/2025 12:07:02 PM,352556102796088
7679,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,0Z7Z,BFO-897,6/26/2025 12:07:58 PM,352556102916439
7686,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0M0F,BJF-923,6/26/2025 12:10:03 PM,359369091199865
7694,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0RO3,IXW230,6/26/2025 12:04:40 PM,359369090558814
7695,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0UVU,KUS111,6/26/2025 12:08:14 PM,352556102769143
7703,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0C1H,AHK-886,6/26/2025 12:05:52 PM,358077091713798
7704,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,764U,AFF-860,6/26/2025 10:08:30 AM,359369091243663
7705,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0NRV,HOLLAN L223,6/26/2025 12:10:23 PM,352556102951576
7712,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,09JW,IID36G,6/26/2025 11:04:10 AM,352556102756884
7716,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0GKJ,XCE39G,6/26/2025 11:25:13 AM,352556102049330
7717,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0GX9,XDB09G,6/26/2025 12:10:14 PM,354514101454546
7721,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0U01,XCR85G,6/26/2025 12:10:03 PM,352556102936916
7724,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0UPR,KWH90G,6/26/2025 8:58:43 AM,352556102769994
7725,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0UPS,OZR66G,6/26/2025 9:42:02 AM,352556102949760
7726,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0UX8,DLG64G,6/26/2025 11:15:21 AM,352556102768319
7727,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0UYU,XDB10G,6/26/2025 12:09:15 PM,352556102759268
7728,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VMK,LRM85G,6/26/2025 8:32:41 AM,352556102057846
7729,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VMO,DLH21G,6/26/2025 12:11:00 PM,352556102049389
7730,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VMZ,DIQ64G,6/26/2025 9:16:11 AM,354514101476036
7735,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VNK,KWH40G,6/26/2025 11:39:20 AM,352556102051393
7736,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VNL,ISJ11E,6/26/2025 10:54:18 AM,352556102056293
7742,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VO3,UUE71F,6/26/2025 11:25:45 AM,354514101457606
7745,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VO7,DLH92G,6/26/2025 12:06:35 PM,354514101457499
7746,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VO8,MAN78G,6/26/2025 11:26:42 AM,354514101455360
7747,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VO9,KWJ11G,6/26/2025 10:09:41 AM,354514101455048
7750,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VOE,KAS93F,6/26/2025 12:03:15 PM,354514101462259
7752,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VOK,DIS31G,6/26/2025 11:50:01 AM,354514101461962
7753,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VOL,ISO02E,6/26/2025 12:06:53 PM,354514101460741
7757,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VRE,WSK88F,6/26/2025 12:09:57 PM,352556102044414
7763,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VTN,ECT14G,6/26/2025 8:14:14 AM,354514101466615
7765,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VTR,DLY55D,6/26/2025 11:04:37 AM,354514101462937
7768,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VVF,MAO53G,6/26/2025 12:01:38 PM,354514101461798
7772,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VWO,EDC14G,6/26/2025 12:01:26 PM,352556102092702
7773,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VXB,GHI31E,6/26/2025 11:42:28 AM,354514101452839
7775,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VXG,LRH41G,6/26/2025 11:48:22 AM,352556102099483
7778,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VXM,VNY58F,6/26/2025 11:36:54 AM,352556102099749
7779,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VXO,DIT37G,6/26/2025 12:10:40 PM,352556102099442
7833,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0XET,XDB02G,6/26/2025 12:06:40 PM,352556102750325
7850,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,11RM,IVP39H,6/26/2025 12:09:04 PM,352556102952970
7854,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,120J,YXG18G,6/26/2025 8:07:29 AM,352556102906174
7856,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,12FN,BQG64H,6/26/2025 9:11:14 AM,352556102049876
7862,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,13IB,YRE92G,6/26/2025 11:57:07 AM,352556102804387
7863,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,14IZ,XCR98G,6/26/2025 10:18:24 AM,359369091164232
7868,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,154E,BDK89G,6/26/2025 9:38:46 AM,358077092330592
7872,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,15V2,XCR94G,6/26/2025 11:05:23 AM,352556102937468
7882,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,16EU,OPS90G,6/26/2025 8:47:32 AM,352556102750309
7883,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,16F5,ALG40G,6/26/2025 11:53:44 AM,352556102048381
7896,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,17C0,DGH44H,6/26/2025 11:53:32 AM,359369090543691
7929,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,17KA,YXG02G,6/26/2025 12:11:31 PM,352556102760266
7932,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,17KL,VQM81F,6/26/2025 11:47:23 AM,359369090072527
7934,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,17LM,XCT87G,6/26/2025 12:10:37 PM,352556102908295
7945,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,17SR,CNZ33G,6/26/2025 12:10:35 PM,359369090381084
7949,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,17TJ,ZAO32G,6/26/2025 6:38:08 AM,359369090056009
7952,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,17TZ,TVE89G,6/26/2025 12:11:28 PM,359369090057809
7954,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,17UF,DHD15H,6/26/2025 12:06:40 PM,358077090617602
7957,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,17UY,RCJ75G,6/26/2025 10:12:48 AM,352556102015257
7959,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,17VE,JBR82H,6/26/2025 11:20:45 AM,352556102770174
7960,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,17VQ,BUM33G,6/26/2025 9:43:45 AM,352556102767543
7961,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,17VU,XDB05G,6/26/2025 11:46:02 AM,354514101466904
7962,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,17W6,YZW48G,6/26/2025 12:26:13 PM,359369090506979
7965,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,17WN,BVA72G,6/26/2025 12:02:12 PM,354514101460105
7967,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,17WZ,XDB04G,6/26/2025 12:11:37 PM,359369090614062
7971,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,17XF,XCR81G,6/26/2025 12:11:34 PM,352556102796245
7975,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,17XV,XDB49G,6/26/2025 6:48:08 AM,359369090618659
7978,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,17YB,XDB50G,6/26/2025 11:07:41 AM,352556102947897
7993,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,C17T,XDB08G,6/26/2025 12:07:46 PM,354514101452789
7995,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,T216,CCB44H,6/26/2025 10:10:52 AM,352556102948259
7996,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,W262,ZBC05G,6/26/2025 12:08:14 PM,352556102918138
8165,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0V9M,LNN330,6/26/2025 8:22:39 AM,352556102899304
8167,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VTZ,JUX 933,6/26/2025 12:10:37 PM,352556102040131
8168,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VW4,LLO 765,6/26/2025 9:07:50 AM,354514101460386
8188,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0JP4,HITACHI35U,6/26/2025 11:57:57 AM,359369090542388
8189,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0K54,SZM332,6/26/2025 12:09:48 PM,359369090555844
8193,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0K8Z,EQY099,6/26/2025 11:56:52 AM,359369090547874
8208,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0MHK,TGV665,6/26/2025 12:04:50 PM,354514101189928
8211,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,263H,NPR WCR 917 BAQ,6/26/2025 10:54:34 AM,359369090568417
8213,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,560B,WLM415,6/26/2025 12:05:54 PM,358077093473854
8251,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0Q66,SY007CCBD9588,6/26/2025 10:33:51 AM,359369090647708
8257,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0KY0,VCZ345,6/26/2025 11:59:54 AM,359369091024576
8258,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0KZI,VCZ346,6/26/2025 11:53:01 AM,358077092149331
8260,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0KZK,WHU507,6/26/2025 12:10:24 PM,352556102756082
8261,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0KZN,WHW751,6/26/2025 11:59:02 AM,359369091083788
8262,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0KZO,WDL432,6/26/2025 12:10:19 PM,359369091105037
8263,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0KZP,WHW748,6/26/2025 11:57:44 AM,359369090617719
8293,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0PMP,0PMP,6/26/2025 10:54:51 AM,359369091023586
8330,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0B57,814**Mario,6/26/2025 12:11:25 PM,357041069773490
8331,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0B67,813-A**Jesus,6/26/2025 11:32:57 AM,357041069762501
8340,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QG1,RB-3200-A ,6/26/2025 12:10:27 PM,359369091130019
8341,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0QG7,RC-6152-A,6/26/2025 11:47:09 AM,359369091064226
8342,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0RIW,307-B**Alfredo Hdz,6/26/2025 12:04:01 PM,352556102758161
8390,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0M8B,C9H-829,6/26/2025 12:07:51 PM,354514101225037
8419,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0LXZ,BZV-808 OP. CALLAHUA,6/26/2025 11:54:39 AM,359369091367512
8422,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0OB6,BNL-898 SOST. JUNIN,6/26/2025 12:03:22 PM,352556102014649
8553,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,600H,KOMATSU,6/26/2025 9:07:52 AM,359369090061553
8554,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,998G,VOLVO,6/26/2025 9:28:07 AM,359369091064887
8575,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,131A,GWM743,6/26/2025 11:13:13 AM,359369090366770
8600,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0XTK,WOP181,6/26/2025 11:06:56 AM,352556102863029
8639,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,11ND,YNQ72F,6/26/2025 11:03:18 AM,359369091203477
8669,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0XB6,SKYTRAK10054,6/26/2025 8:36:00 AM,352556102757809
8671,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0XBP,SMG693,6/26/2025 11:48:16 AM,352556102741621
8672,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0XQC,BWT704,6/26/2025 11:08:36 AM,352556102750986
8754,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0S1D,KTU539,6/26/2025 12:00:04 PM,359369091062063
8781,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0URM,SOP765,6/26/2025 9:43:36 AM,352556102818486
8782,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0URN,SWL603,6/26/2025 9:43:03 AM,352556102818775
8783,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0URO,TBK795,6/26/2025 8:41:53 AM,352556102948119
8784,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0URV,SPP001,6/26/2025 12:10:02 PM,352556102930349
8785,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0US8,SKK927,6/26/2025 11:20:59 AM,352556102916306
8786,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0VNT,SVC108,6/26/2025 10:06:03 AM,352556102096430
8845,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,19B1,FST548,6/26/2025 12:02:17 PM,359369090370194
8846,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,772K,SXX324,6/26/2025 12:09:00 PM,352556102053498
8857,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0LWP,BLL797,6/26/2025 12:10:10 PM,358077092391966
8864,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,0LXM,D0Z982,6/26/2025 9:34:41 AM,352556102817256
8865,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0LXQ,0LXQ,6/26/2025 11:54:11 AM,358077092208152
8866,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0LXU,T5F-856,6/26/2025 11:42:30 AM,358077092395116
8915,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0W8O,X4X813,6/26/2025 8:20:37 AM,354514101465112
8916,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0W8P,X4X818,6/26/2025 8:45:55 AM,354514101466268
8917,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0W8Q,X4X900,6/26/2025 8:41:25 AM,354514101465708
8924,CalAmp 0330H - 3G -LMU0330H-SKM6-JAM01,0XXW,F5U750,6/26/2025 11:46:11 AM,352556102951865
8974,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,07Z2,EXO-31 JONATHAN MART,6/26/2025 11:11:25 AM,358077091710877
9014,CalAmp 0330H - 2G - LMU0330G-SK07-G1000,492E,TZO796,6/26/2025 12:07:03 PM,359369090064003
9043,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0RMF,TAOS,6/26/2025 12:08:51 PM,352556102752776
9044,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0S1O,AVEO,6/26/2025 10:06:32 AM,352556102765406
9045,CalAmp 0330H - 3G - LMU0330H-SKM6-G1000,0S20,TAOS 2,6/26/2025 9:09:28 AM,352556102718363
